times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00000551
60.00000000,0.00000652
90.00000000,0.00003251
120.00000000,0.00016546
150.00000000,0.00029264
180.00000000,0.00038448
210.00000000,0.00046200
240.00000000,0.00047494
270.00000000,0.00047515
300.00000000,0.00049405
330.00000000,0.00051130
360.00000000,0.00053679
390.00000000,0.00055153
420.00000000,0.00058383
450.00000000,0.00058781
480.00000000,0.00060286
510.00000000,0.00060392
540.00000000,0.00061058
570.00000000,0.00062108
600.00000000,0.00064127
630.00000000,0.00066072
660.00000000,0.00067234
690.00000000,0.00071432
720.00000000,0.00073079
750.00000000,0.00076884
780.00000000,0.00076996
810.00000000,0.00077576
840.00000000,0.00077595
870.00000000,0.00079635
900.00000000,0.00082277
930.00000000,0.00088876
960.00000000,0.00090589
990.00000000,0.00102282
1020.00000000,0.00115200
1050.00000000,0.00129681
1080.00000000,0.00137330
1110.00000000,0.00145544
1140.00000000,0.00149524
1170.00000000,0.00154186
1200.00000000,0.00159701
1230.00000000,0.00165038
1260.00000000,0.00165271
1290.00000000,0.00170347
1320.00000000,0.00173373
1350.00000000,0.00174504
1380.00000000,0.00175811
1410.00000000,0.00176093
1440.00000000,0.00176852
1470.00000000,0.00180407
1500.00000000,0.00180941
1530.00000000,0.00181223
1560.00000000,0.00181696
1590.00000000,0.00182046
1620.00000000,0.00183160
1650.00000000,0.00184049
1680.00000000,0.00184145
1710.00000000,0.00185048
1740.00000000,0.00187734
1770.00000000,0.00193785
1800.00000000,0.00197023
1830.00000000,0.00200969
1860.00000000,0.00207466
1890.00000000,0.00210460
1920.00000000,0.00210528
1950.00000000,0.00211035
1980.00000000,0.00212027
2010.00000000,0.00213787
2040.00000000,0.00215275
2070.00000000,0.00215490
2100.00000000,0.00216130
2130.00000000,0.00216576
2160.00000000,0.00216578
2190.00000000,0.00216643
2220.00000000,0.00216643
2250.00000000,0.00216771
2280.00000000,0.00217183
2310.00000000,0.00218230
2340.00000000,0.00222917
2370.00000000,0.00229278
2400.00000000,0.00234663
2430.00000000,0.00238556
2460.00000000,0.00240307
2490.00000000,0.00240335
2520.00000000,0.00240401
2550.00000000,0.00240760
2580.00000000,0.00240836
2610.00000000,0.00240844
2640.00000000,0.00241453
2670.00000000,0.00241454
2700.00000000,0.00242718
2730.00000000,0.00243318
2760.00000000,0.00243920
2790.00000000,0.00243928
2820.00000000,0.00243999
2850.00000000,0.00244310
2880.00000000,0.00244432
2910.00000000,0.00244433
2940.00000000,0.00244612
2970.00000000,0.00244718
3000.00000000,0.00244775
3030.00000000,0.00246019
3060.00000000,0.00246493
3090.00000000,0.00248208
3120.00000000,0.00249646
3150.00000000,0.00249948
3180.00000000,0.00251949
3210.00000000,0.00252557
3240.00000000,0.00253843
3270.00000000,0.00256522
3300.00000000,0.00258346
3330.00000000,0.00260264
3360.00000000,0.00261303
3390.00000000,0.00261739
3420.00000000,0.00262004
3450.00000000,0.00262053
3480.00000000,0.00262299
3510.00000000,0.00263145
3540.00000000,0.00265462
3570.00000000,0.00267922
3600.00000000,0.00269509
