times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00008625
60.00000000,0.00011457
90.00000000,0.00011467
120.00000000,0.00011932
150.00000000,0.00012173
180.00000000,0.00020411
210.00000000,0.00043438
240.00000000,0.00076962
270.00000000,0.00124059
300.00000000,0.00230548
330.00000000,0.00287235
360.00000000,0.00369661
390.00000000,0.00434973
420.00000000,0.00456435
450.00000000,0.00462499
480.00000000,0.00463436
510.00000000,0.00468759
540.00000000,0.00469195
570.00000000,0.00471073
600.00000000,0.00477903
630.00000000,0.00479215
660.00000000,0.00479840
690.00000000,0.00480221
720.00000000,0.00481359
750.00000000,0.00490042
780.00000000,0.00525583
810.00000000,0.00554130
840.00000000,0.00565345
870.00000000,0.00575179
900.00000000,0.00579948
930.00000000,0.00588278
960.00000000,0.00596628
990.00000000,0.00603245
1020.00000000,0.00610118
1050.00000000,0.00621900
1080.00000000,0.00658899
1110.00000000,0.00676786
1140.00000000,0.00683474
1170.00000000,0.00684517
1200.00000000,0.00700462
1230.00000000,0.00717191
1260.00000000,0.00744005
1290.00000000,0.00754677
1320.00000000,0.00757793
1350.00000000,0.00763101
1380.00000000,0.00781562
1410.00000000,0.00796407
1440.00000000,0.00803974
1470.00000000,0.00806915
1500.00000000,0.00810195
1530.00000000,0.00810483
1560.00000000,0.00810924
1590.00000000,0.00811564
1620.00000000,0.00812283
1650.00000000,0.00812309
1680.00000000,0.00812703
1710.00000000,0.00812705
1740.00000000,0.00812725
1770.00000000,0.00814075
1800.00000000,0.00821338
1830.00000000,0.00828615
1860.00000000,0.00833958
1890.00000000,0.00852763
1920.00000000,0.00897294
1950.00000000,0.00920327
1980.00000000,0.00937498
2010.00000000,0.00951702
2040.00000000,0.00973047
2070.00000000,0.00981099
2100.00000000,0.00982735
2130.00000000,0.00985464
2160.00000000,0.00987084
2190.00000000,0.00987184
2220.00000000,0.00988640
2250.00000000,0.00989727
2280.00000000,0.00991939
2310.00000000,0.00998689
2340.00000000,0.00998689
2370.00000000,0.00998772
2400.00000000,0.00998781
2430.00000000,0.00999160
2460.00000000,0.00999937
2490.00000000,0.00999977
2520.00000000,0.01000811
2550.00000000,0.01002787
2580.00000000,0.01004362
2610.00000000,0.01014816
2640.00000000,0.01018108
2670.00000000,0.01018818
2700.00000000,0.01018902
2730.00000000,0.01018925
2760.00000000,0.01020998
2790.00000000,0.01022243
2820.00000000,0.01024258
2850.00000000,0.01024820
2880.00000000,0.01025472
2910.00000000,0.01027673
2940.00000000,0.01030072
2970.00000000,0.01034234
3000.00000000,0.01034783
3030.00000000,0.01034794
3060.00000000,0.01036207
3090.00000000,0.01036560
3120.00000000,0.01036601
3150.00000000,0.01036601
3180.00000000,0.01036614
3210.00000000,0.01038499
3240.00000000,0.01038685
3270.00000000,0.01038783
3300.00000000,0.01039607
3330.00000000,0.01039691
3360.00000000,0.01039784
3390.00000000,0.01040516
3420.00000000,0.01041949
3450.00000000,0.01043366
3480.00000000,0.01043420
3510.00000000,0.01043609
3540.00000000,0.01043619
3570.00000000,0.01044394
3600.00000000,0.01044539
