times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00002567
60.00000000,0.00007687
90.00000000,0.00007776
120.00000000,0.00014401
150.00000000,0.00017888
180.00000000,0.00035947
210.00000000,0.00042869
240.00000000,0.00058594
270.00000000,0.00094927
300.00000000,0.00105173
330.00000000,0.00105188
360.00000000,0.00105778
390.00000000,0.00114399
420.00000000,0.00122933
450.00000000,0.00152716
480.00000000,0.00155368
510.00000000,0.00168377
540.00000000,0.00169050
570.00000000,0.00171487
600.00000000,0.00175639
630.00000000,0.00175653
660.00000000,0.00178868
690.00000000,0.00179498
720.00000000,0.00213904
750.00000000,0.00213907
780.00000000,0.00220904
810.00000000,0.00245809
840.00000000,0.00307229
870.00000000,0.00336218
900.00000000,0.00369776
930.00000000,0.00371073
960.00000000,0.00375827
990.00000000,0.00379077
1020.00000000,0.00386361
1050.00000000,0.00402241
1080.00000000,0.00455007
1110.00000000,0.00522331
1140.00000000,0.00546476
1170.00000000,0.00547566
1200.00000000,0.00548853
1230.00000000,0.00555242
1260.00000000,0.00563010
1290.00000000,0.00589722
1320.00000000,0.00607104
1350.00000000,0.00622321
1380.00000000,0.00641567
1410.00000000,0.00718984
1440.00000000,0.00854022
1470.00000000,0.00921191
1500.00000000,0.00977033
1530.00000000,0.01012818
1560.00000000,0.01042914
1590.00000000,0.01051349
1620.00000000,0.01058841
1650.00000000,0.01069726
1680.00000000,0.01069954
1710.00000000,0.01069962
1740.00000000,0.01070579
1770.00000000,0.01075707
1800.00000000,0.01076985
1830.00000000,0.01090046
1860.00000000,0.01105127
1890.00000000,0.01135359
1920.00000000,0.01146711
1950.00000000,0.01163063
1980.00000000,0.01190420
2010.00000000,0.01199922
2040.00000000,0.01230125
2070.00000000,0.01248772
2100.00000000,0.01258482
2130.00000000,0.01276882
2160.00000000,0.01276964
2190.00000000,0.01277416
2220.00000000,0.01278796
2250.00000000,0.01285972
2280.00000000,0.01286282
2310.00000000,0.01286578
2340.00000000,0.01286578
2370.00000000,0.01286603
2400.00000000,0.01286658
2430.00000000,0.01286804
2460.00000000,0.01291949
2490.00000000,0.01301939
2520.00000000,0.01308008
2550.00000000,0.01326790
2580.00000000,0.01333539
2610.00000000,0.01343747
2640.00000000,0.01343783
2670.00000000,0.01346007
2700.00000000,0.01348647
2730.00000000,0.01350421
2760.00000000,0.01350426
2790.00000000,0.01351727
2820.00000000,0.01352357
2850.00000000,0.01352377
2880.00000000,0.01352694
2910.00000000,0.01355776
2940.00000000,0.01356202
2970.00000000,0.01357075
3000.00000000,0.01357216
3030.00000000,0.01359221
3060.00000000,0.01360943
3090.00000000,0.01367079
3120.00000000,0.01372449
3150.00000000,0.01373955
3180.00000000,0.01373956
3210.00000000,0.01373971
3240.00000000,0.01373990
3270.00000000,0.01373991
3300.00000000,0.01374005
3330.00000000,0.01375268
3360.00000000,0.01375276
3390.00000000,0.01375512
3420.00000000,0.01375556
3450.00000000,0.01375663
3480.00000000,0.01380112
3510.00000000,0.01384641
3540.00000000,0.01389823
3570.00000000,0.01396324
3600.00000000,0.01407519
