times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00009155
60.00000000,0.00011428
90.00000000,0.00012683
120.00000000,0.00022875
150.00000000,0.00029039
180.00000000,0.00053146
210.00000000,0.00061773
240.00000000,0.00083941
270.00000000,0.00109365
300.00000000,0.00109747
330.00000000,0.00111097
360.00000000,0.00139244
390.00000000,0.00169326
420.00000000,0.00206357
450.00000000,0.00224708
480.00000000,0.00234314
510.00000000,0.00248691
540.00000000,0.00264103
570.00000000,0.00265698
600.00000000,0.00269194
630.00000000,0.00287001
660.00000000,0.00295537
690.00000000,0.00295610
720.00000000,0.00299193
750.00000000,0.00299462
780.00000000,0.00303713
810.00000000,0.00304346
840.00000000,0.00304496
870.00000000,0.00304854
900.00000000,0.00305407
930.00000000,0.00313904
960.00000000,0.00322153
990.00000000,0.00328734
1020.00000000,0.00333370
1050.00000000,0.00335622
1080.00000000,0.00335721
1110.00000000,0.00335774
1140.00000000,0.00335955
1170.00000000,0.00342045
1200.00000000,0.00353906
1230.00000000,0.00363755
1260.00000000,0.00376878
1290.00000000,0.00402980
1320.00000000,0.00427829
1350.00000000,0.00467174
1380.00000000,0.00513299
1410.00000000,0.00536691
1440.00000000,0.00557479
1470.00000000,0.00577613
1500.00000000,0.00592550
1530.00000000,0.00614464
1560.00000000,0.00623788
1590.00000000,0.00635270
1620.00000000,0.00648317
1650.00000000,0.00653657
1680.00000000,0.00657486
1710.00000000,0.00659025
1740.00000000,0.00660013
1770.00000000,0.00663013
1800.00000000,0.00664942
1830.00000000,0.00665837
1860.00000000,0.00666126
1890.00000000,0.00666257
1920.00000000,0.00666916
1950.00000000,0.00668914
1980.00000000,0.00674694
2010.00000000,0.00677692
2040.00000000,0.00677701
2070.00000000,0.00678426
2100.00000000,0.00687607
2130.00000000,0.00692156
2160.00000000,0.00693034
2190.00000000,0.00695021
2220.00000000,0.00702191
2250.00000000,0.00705250
2280.00000000,0.00707205
2310.00000000,0.00714354
2340.00000000,0.00716192
2370.00000000,0.00718549
2400.00000000,0.00728122
2430.00000000,0.00741316
2460.00000000,0.00745294
2490.00000000,0.00745564
2520.00000000,0.00745602
2550.00000000,0.00745957
2580.00000000,0.00746285
2610.00000000,0.00746975
2640.00000000,0.00755456
2670.00000000,0.00761247
2700.00000000,0.00761801
2730.00000000,0.00761938
2760.00000000,0.00762040
2790.00000000,0.00762054
2820.00000000,0.00762829
2850.00000000,0.00763029
2880.00000000,0.00763457
2910.00000000,0.00766054
2940.00000000,0.00767440
2970.00000000,0.00769624
3000.00000000,0.00769734
3030.00000000,0.00769958
3060.00000000,0.00769967
3090.00000000,0.00771120
3120.00000000,0.00771567
3150.00000000,0.00771993
3180.00000000,0.00772746
3210.00000000,0.00772969
3240.00000000,0.00772969
3270.00000000,0.00772998
3300.00000000,0.00773290
3330.00000000,0.00774009
3360.00000000,0.00774442
3390.00000000,0.00774447
3420.00000000,0.00774487
3450.00000000,0.00774630
3480.00000000,0.00774686
3510.00000000,0.00775391
3540.00000000,0.00776577
3570.00000000,0.00777942
3600.00000000,0.00778039
