times, tumor_cell_fraction_error
0.00000000,0.00000000
30.00000000,0.00007064
60.00000000,0.00043478
90.00000000,0.00047160
120.00000000,0.00047586
150.00000000,0.00047844
180.00000000,0.00047876
210.00000000,0.00047976
240.00000000,0.00048545
270.00000000,0.00050575
300.00000000,0.00052740
330.00000000,0.00057706
360.00000000,0.00058396
390.00000000,0.00059737
420.00000000,0.00059857
450.00000000,0.00060408
480.00000000,0.00069162
510.00000000,0.00069353
540.00000000,0.00086494
570.00000000,0.00087719
600.00000000,0.00095056
630.00000000,0.00113053
660.00000000,0.00115533
690.00000000,0.00124860
720.00000000,0.00126480
750.00000000,0.00127692
780.00000000,0.00129084
810.00000000,0.00159168
840.00000000,0.00175898
870.00000000,0.00179274
900.00000000,0.00188032
930.00000000,0.00215999
960.00000000,0.00244276
990.00000000,0.00275041
1020.00000000,0.00300271
1050.00000000,0.00330252
1080.00000000,0.00369806
1110.00000000,0.00427991
1140.00000000,0.00450361
1170.00000000,0.00456011
1200.00000000,0.00456485
1230.00000000,0.00457631
1260.00000000,0.00458309
1290.00000000,0.00458789
1320.00000000,0.00459436
1350.00000000,0.00460096
1380.00000000,0.00467929
1410.00000000,0.00468172
1440.00000000,0.00468191
1470.00000000,0.00469648
1500.00000000,0.00470020
1530.00000000,0.00471770
1560.00000000,0.00471952
1590.00000000,0.00471956
1620.00000000,0.00472114
1650.00000000,0.00472271
1680.00000000,0.00473999
1710.00000000,0.00474000
1740.00000000,0.00477512
1770.00000000,0.00481121
1800.00000000,0.00481203
1830.00000000,0.00481394
1860.00000000,0.00482409
1890.00000000,0.00483693
1920.00000000,0.00489947
1950.00000000,0.00499145
1980.00000000,0.00501334
2010.00000000,0.00502209
2040.00000000,0.00502212
2070.00000000,0.00502447
2100.00000000,0.00502450
2130.00000000,0.00502463
2160.00000000,0.00502568
2190.00000000,0.00504114
2220.00000000,0.00506123
2250.00000000,0.00506693
2280.00000000,0.00507020
2310.00000000,0.00507077
2340.00000000,0.00508224
2370.00000000,0.00511459
2400.00000000,0.00512694
2430.00000000,0.00514335
2460.00000000,0.00514376
2490.00000000,0.00514711
2520.00000000,0.00517447
2550.00000000,0.00520729
2580.00000000,0.00521584
2610.00000000,0.00521668
2640.00000000,0.00522181
2670.00000000,0.00524624
2700.00000000,0.00526605
2730.00000000,0.00527947
2760.00000000,0.00527982
2790.00000000,0.00529626
2820.00000000,0.00533059
2850.00000000,0.00540036
2880.00000000,0.00550533
2910.00000000,0.00562319
2940.00000000,0.00566143
2970.00000000,0.00570246
3000.00000000,0.00573643
3030.00000000,0.00578230
3060.00000000,0.00584112
3090.00000000,0.00584190
3120.00000000,0.00584817
3150.00000000,0.00586800
3180.00000000,0.00587099
3210.00000000,0.00587630
3240.00000000,0.00588125
3270.00000000,0.00589627
3300.00000000,0.00589638
3330.00000000,0.00589845
3360.00000000,0.00589907
3390.00000000,0.00590170
3420.00000000,0.00590224
3450.00000000,0.00590541
3480.00000000,0.00592322
3510.00000000,0.00594456
3540.00000000,0.00600609
3570.00000000,0.00606400
3600.00000000,0.00612909
