times, live_std, apoptotic_std, necrotic_std
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,1.03846040,0.00000000,0.00000000
60.00000000,1.36762568,0.00000000,0.00000000
90.00000000,1.92468179,0.00000000,0.00000000
120.00000000,2.03224014,0.00000000,0.00000000
150.00000000,2.15490139,0.00000000,0.00000000
180.00000000,2.55154855,0.00000000,0.00000000
210.00000000,2.69970369,0.00000000,0.00000000
240.00000000,3.10972668,0.00000000,0.00000000
270.00000000,3.22961298,0.00000000,0.00000000
300.00000000,3.53836120,0.00000000,0.00000000
330.00000000,3.83061353,0.00000000,0.00000000
360.00000000,4.34699896,0.00000000,0.00000000
390.00000000,4.61458557,0.00000000,0.00000000
420.00000000,4.65295605,0.00000000,0.00000000
450.00000000,4.74366947,0.00000000,0.00000000
480.00000000,4.70591118,0.00000000,0.00000000
510.00000000,5.08157456,0.00000000,0.00000000
540.00000000,5.09387868,0.00000000,0.00000000
570.00000000,5.44018382,0.00000000,0.00000000
600.00000000,5.63521073,0.00000000,0.00000000
630.00000000,5.82274849,0.00000000,0.00000000
660.00000000,6.08986043,0.00000000,0.00000000
690.00000000,5.98945740,0.00000000,0.00000000
720.00000000,6.36980376,0.00000000,0.00000000
750.00000000,6.77477675,0.00000000,0.00000000
780.00000000,6.83312520,0.00000000,0.00000000
810.00000000,7.19677706,0.00000000,0.00000000
840.00000000,7.44644882,0.00000000,0.00000000
870.00000000,7.57617318,0.00000000,0.00000000
900.00000000,8.10688596,0.00000000,0.00000000
930.00000000,8.33856103,0.00000000,0.00000000
960.00000000,8.44807670,0.00000000,0.00000000
990.00000000,8.87218124,0.00000000,0.00000000
1020.00000000,9.02662728,0.00000000,0.00000000
1050.00000000,9.03822992,0.00000000,0.00000000
1080.00000000,8.91030864,0.00000000,0.00000000
1110.00000000,9.44669254,0.00000000,0.00000000
1140.00000000,9.72265396,0.00000000,0.00000000
1170.00000000,10.34641967,0.00000000,0.00000000
1200.00000000,10.42888297,0.00000000,0.00000000
1230.00000000,10.63708607,0.00000000,0.00000000
1260.00000000,11.01882026,0.00000000,0.00000000
1290.00000000,11.28177291,0.00000000,0.00000000
1320.00000000,11.70710895,0.00000000,0.00000000
1350.00000000,12.09464344,0.00000000,0.00000000
1380.00000000,12.59263277,0.00000000,0.00000000
1410.00000000,13.01728082,0.00000000,0.00000000
1440.00000000,13.65138821,0.00000000,0.00000000
1470.00000000,13.83764431,0.00000000,0.00000000
1500.00000000,14.00291398,0.00000000,0.00000000
1530.00000000,14.12783069,0.00000000,0.00000000
1560.00000000,14.49308801,0.00000000,0.00000000
1590.00000000,15.16833544,0.00000000,0.00000000
1620.00000000,15.20000000,0.00000000,0.00000000
1650.00000000,15.50665664,0.00000000,0.00000000
1680.00000000,15.81038899,0.00000000,0.00000000
1710.00000000,16.10278237,0.00000000,0.00000000
1740.00000000,16.70429885,0.00000000,0.00000000
1770.00000000,17.32282887,0.00000000,0.00000000
1800.00000000,17.28333301,0.00000000,0.00000000
1830.00000000,18.03495495,0.00000000,0.00000000
1860.00000000,18.67092928,0.00000000,0.00000000
1890.00000000,19.47650893,0.00000000,0.00000000
