,mean,sd,hdi_3%,hdi_97%,mpv
c1,0.000469830241526,2.2489236306e-05,0.000428449398066,0.0005049129693,0.0004887345150954119
c2,0.000120205212328,1.1053253253e-05,0.000103564747643,0.000140674121123,0.00011061118381928274
c4,0.001102748095654,3.2219758533e-05,0.001057804448059,0.00116531597929,0.0010733183893005395
c5,0.000184928303811,1.56918832e-05,0.000154660194271,0.0002059437804,0.0002000907508673694
Ki67_neg0,34.54833971582742,0.322978356906964,33.95141365721922,35.17238901798508,34.50717322022707
Ki67_pos0,63.61733967675641,0.473161986597114,62.72669325697595,64.47081642380202,63.64935106275554
std_deviation[0],3.623808928557964,0.254664911712898,3.153738027947742,4.090927297841684,3.6111731139872463
std_deviation[1],2.870918758064035,0.19789800190991,2.521129162813849,3.275567889646627,2.875166029607124
