,mean,sd,hdi_3%,hdi_97%,mpv
c1,0.000695227308598,3.245932478e-06,0.000688915661043,0.000700633226707,0.0006958815681006628
c2,1.0762871e-08,1.204706e-09,8.805762e-09,1.2734523e-08,9.469763220397988e-09
live0,1022.8673857061231,0.560312783962806,1021.7894085298262,1023.8705063649448,1022.9045532344969
std_deviation[0],0.887556121886118,0.271224951684454,0.462877932758173,1.342465434129038,0.7721992122292949
