Modelo 	 SSE 	 AIC 	 AICc 	 Delta_AIC 	 Delta_AICc 	 Likelihood 	 Likelihood_c 	 AIC_weights 	 AICc_weights 	 AIC_evid_ratio 	 AICc_evid_ratio 	 BIC 	 Delta_BIC 	 BIC_prob
1	0.10623236357720792	-837.5879594700657	-836.5968090275878	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	-818.0174256508885	0.0	1.0
2	0.3994738620289406	-655.3210960751048	-648.6152137221636	182.26686339496086	187.9815953054242	2.6378706567187928e-40	1.514660255540076e-41	2.6378706567187928e-40	1.514660255540076e-41	3.790936441303323e+39	6.602140620923827e+40	-604.9968662543635	213.02055939652507	5.535709113773954e-47
3	0.3825019593205809	-660.5742579191577	-653.8683755662165	177.01370155090797	182.7284334613713	3.6472295475337446e-39	2.0942321885305733e-40	3.6472295475337446e-39	2.0942321885305733e-40	2.7418071359840777e+38	4.775019720719956e+39	-610.2500280984164	207.76739755247218	7.653901374915114e-46
