times, live_std, apoptotic_std, necrotic_std
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,2.38956063,0.00000000,0.00000000
60.00000000,2.90301567,0.00000000,0.00000000
90.00000000,3.49106001,0.00000000,0.00000000
120.00000000,4.43846820,0.00000000,0.00000000
150.00000000,5.72188780,0.00000000,0.00000000
180.00000000,6.80514511,0.00000000,0.00000000
210.00000000,6.49615271,0.00000000,0.00000000
240.00000000,7.25448137,0.00000000,0.00000000
270.00000000,7.25327512,0.00000000,0.00000000
300.00000000,7.07301209,0.00000000,0.00000000
330.00000000,7.76450256,0.00000000,0.00000000
360.00000000,8.17236196,0.00000000,0.00000000
390.00000000,7.82368200,0.00000000,0.00000000
420.00000000,8.01498596,0.00000000,0.00000000
450.00000000,8.90168523,0.00000000,0.00000000
480.00000000,8.85705933,0.00000000,0.00000000
510.00000000,9.38029850,0.00000000,0.00000000
540.00000000,9.88572203,0.00000000,0.00000000
570.00000000,9.11304011,0.00000000,0.00000000
600.00000000,9.28587637,0.00000000,0.00000000
630.00000000,10.92188171,0.00000000,0.00000000
660.00000000,12.17825932,0.00000000,0.00000000
690.00000000,12.76126953,0.00000000,0.00000000
720.00000000,12.63566381,0.00000000,0.00000000
750.00000000,13.85640646,0.00000000,0.00000000
780.00000000,13.84882667,0.00000000,0.00000000
810.00000000,14.73397435,0.00000000,0.00000000
840.00000000,14.69787400,0.00000000,0.00000000
870.00000000,14.04590688,0.00000000,0.00000000
900.00000000,14.81890684,0.00000000,0.00000000
930.00000000,14.93519334,0.00000000,0.00000000
960.00000000,14.49862062,0.00000000,0.00000000
990.00000000,15.84929020,0.00000000,0.00000000
1020.00000000,16.46693657,0.00000000,0.00000000
1050.00000000,17.20145343,0.00000000,0.00000000
1080.00000000,16.86001186,0.00000000,0.00000000
1110.00000000,16.69850293,0.00000000,0.00000000
1140.00000000,16.48453821,0.00000000,0.00000000
1170.00000000,17.21452875,0.00000000,0.00000000
1200.00000000,16.71197176,0.00000000,0.00000000
1230.00000000,18.73572790,0.00000000,0.00000000
1260.00000000,18.18041529,0.00000000,0.00000000
1290.00000000,19.07426276,0.00000000,0.00000000
1320.00000000,19.92052961,0.00000000,0.00000000
1350.00000000,19.77846051,0.00000000,0.00000000
1380.00000000,20.69420209,0.00000000,0.00000000
1410.00000000,20.51438520,0.00000000,0.00000000
1440.00000000,20.96300312,0.00000000,0.00000000
1470.00000000,21.45058274,0.00000000,0.00000000
1500.00000000,22.54390161,0.00000000,0.00000000
1530.00000000,23.10297600,0.00000000,0.00000000
1560.00000000,23.58913945,0.00000000,0.00000000
1590.00000000,25.18625617,0.00000000,0.00000000
1620.00000000,25.87740327,0.00000000,0.00000000
1650.00000000,26.41453199,0.00000000,0.00000000
1680.00000000,26.48697793,0.00000000,0.00000000
1710.00000000,24.55117105,0.00000000,0.00000000
1740.00000000,25.21601674,0.00000000,0.00000000
1770.00000000,25.36429577,0.00000000,0.00000000
1800.00000000,26.38200144,0.00000000,0.00000000
1830.00000000,27.54269413,0.00000000,0.00000000
1860.00000000,28.90998962,0.00000000,0.00000000
1890.00000000,29.67402062,0.00000000,0.00000000
1920.00000000,30.68366829,0.00000000,0.00000000
1950.00000000,30.55139113,0.00000000,0.00000000
1980.00000000,30.63560021,0.00000000,0.00000000
2010.00000000,31.14044797,0.00000000,0.00000000
2040.00000000,31.60423231,0.00000000,0.00000000
2070.00000000,33.26781478,0.00000000,0.00000000
2100.00000000,35.70892746,0.00000000,0.00000000
2130.00000000,36.46080087,0.00000000,0.00000000
2160.00000000,37.12448653,0.00000000,0.00000000
2190.00000000,37.08099244,0.00000000,0.00000000
2220.00000000,37.05684822,0.00000000,0.00000000
2250.00000000,38.74196691,0.00000000,0.00000000
2280.00000000,38.91693076,0.00000000,0.00000000
2310.00000000,40.54861280,0.00000000,0.00000000
2340.00000000,42.10495814,0.00000000,0.00000000
2370.00000000,42.73394435,0.00000000,0.00000000
2400.00000000,45.53622185,0.00000000,0.00000000
2430.00000000,47.33526698,0.00000000,0.00000000
2460.00000000,48.94578634,0.00000000,0.00000000
2490.00000000,49.71647111,0.00000000,0.00000000
2520.00000000,49.87311400,0.00000000,0.00000000
2550.00000000,50.90233295,0.00000000,0.00000000
2580.00000000,51.14340133,0.00000000,0.00000000
2610.00000000,52.43269495,0.00000000,0.00000000
