times, live_mean, apoptotic_mean, necrotic_mean
0.0,200.0,0.0,0.0
30.0,204.8,0.0,0.0
60.0,208.7,0.0,0.0
90.0,213.3,0.0,0.0
120.0,217.1,0.0,0.0
150.0,222.1,0.0,0.0
180.0,226.5,0.0,0.0
210.0,231.1,0.0,0.0
240.0,235.5,0.0,0.0
270.0,240.0,0.0,0.0
300.0,245.7,0.0,0.0
330.0,251.9,0.0,0.0
360.0,258.0,0.0,0.0
390.0,264.0,0.0,0.0
420.0,268.4,0.0,0.0
450.0,274.1,0.0,0.0
480.0,280.0,0.0,0.0
510.0,287.6,0.0,0.0
540.0,293.4,0.0,0.0
570.0,298.4,0.0,0.0
600.0,305.9,0.0,0.0
630.0,313.3,0.0,0.0
660.0,319.7,0.0,0.0
690.0,327.0,0.0,0.0
720.0,333.1,0.0,0.0
750.0,340.5,0.0,0.0
780.0,348.2,0.0,0.0
810.0,354.6,0.0,0.0
840.0,362.1,0.0,0.0
870.0,370.2,0.0,0.0
900.0,379.3,0.0,0.0
930.0,386.5,0.0,0.0
960.0,393.1,0.0,0.0
990.0,402.2,0.0,0.0
1020.0,410.6,0.0,0.0
1050.0,420.8,0.0,0.0
1080.0,428.8,0.0,0.0
1110.0,437.1,0.0,0.0
1140.0,447.6,0.0,0.0
1170.0,456.8,0.0,0.0
1200.0,466.1,0.0,0.0
1230.0,476.8,0.0,0.0
1260.0,487.7,0.0,0.0
1290.0,497.9,0.0,0.0
1320.0,508.8,0.0,0.0
1350.0,518.8,0.0,0.0
1380.0,531.0,0.0,0.0
1410.0,541.8,0.0,0.0
1440.0,553.3,0.0,0.0
1470.0,565.9,0.0,0.0
1500.0,579.2,0.0,0.0
1530.0,592.6,0.0,0.0
1560.0,604.7,0.0,0.0
1590.0,617.4,0.0,0.0
1620.0,631.7,0.0,0.0
1650.0,647.5,0.0,0.0
1680.0,660.9,0.0,0.0
1710.0,675.5,0.0,0.0
1740.0,690.7,0.0,0.0
1770.0,705.9,0.0,0.0
1800.0,720.9,0.0,0.0
1830.0,737.5,0.0,0.0
1860.0,755.1,0.0,0.0
1890.0,773.1,0.0,0.0
1920.0,787.9,0.0,0.0
1950.0,803.0,0.0,0.0
1980.0,822.3,0.0,0.0
2010.0,839.0,0.0,0.0
2040.0,858.2,0.0,0.0
2070.0,873.5,0.0,0.0
2100.0,892.0,0.0,0.0
2130.0,909.6,0.0,0.0
2160.0,929.7,0.0,0.0
2190.0,948.4,0.0,0.0
2220.0,970.6,0.0,0.0
2250.0,991.6,0.0,0.0
2280.0,1012.8,0.0,0.0
2310.0,1034.2,0.0,0.0
2340.0,1054.0,0.0,0.0
2370.0,1074.3,0.0,0.0
2400.0,1096.8,0.0,0.0
2430.0,1119.4,0.0,0.0
2460.0,1145.3,0.0,0.0
2490.0,1170.0,0.0,0.0
2520.0,1193.5,0.0,0.0
2550.0,1220.6,0.0,0.0
2580.0,1246.7,0.0,0.0
2610.0,1269.0,0.0,0.0
2640.0,1297.9,0.0,0.0
2670.0,1326.2,0.0,0.0
2700.0,1355.2,0.0,0.0
2730.0,1384.1,0.0,0.0
2760.0,1414.5,0.0,0.0
2790.0,1445.0,0.0,0.0
2820.0,1474.2,0.0,0.0
2850.0,1505.8,0.0,0.0
2880.0,1537.2,0.0,0.0
2910.0,1567.9,0.0,0.0
2940.0,1604.4,0.0,0.0
2970.0,1637.8,0.0,0.0
3000.0,1676.5,0.0,0.0
3030.0,1716.8,0.0,0.0
3060.0,1753.1,0.0,0.0
3090.0,1789.9,0.0,0.0
3120.0,1827.4,0.0,0.0
3150.0,1870.3,0.0,0.0
3180.0,1906.0,0.0,0.0
3210.0,1947.4,0.0,0.0
3240.0,1991.2,0.0,0.0
3270.0,2036.2,0.0,0.0
3300.0,2083.1,0.0,0.0
3330.0,2131.5,0.0,0.0
3360.0,2179.0,0.0,0.0
3390.0,2230.7,0.0,0.0
3420.0,2277.2,0.0,0.0
3450.0,2328.1,0.0,0.0
3480.0,2377.7,0.0,0.0
3510.0,2428.0,0.0,0.0
3540.0,2482.4,0.0,0.0
3570.0,2538.2,0.0,0.0
3600.0,2598.5,0.0,0.0
