times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00369287,0.00047486,0.00321802
60.00000000,0.00846678,0.00685558,0.01437264
90.00000000,0.01759621,0.02762318,0.02601082
120.00000000,0.02558520,0.03128976,0.03766637
150.00000000,0.02905377,0.03386521,0.04371040
180.00000000,0.03478852,0.05629369,0.06040414
210.00000000,0.04307098,0.08729410,0.09968699
240.00000000,0.04664577,0.09366565,0.10248375
270.00000000,0.06699299,0.12096617,0.10943704
300.00000000,0.06729491,0.13104347,0.11921242
330.00000000,0.07222102,0.16172293,0.14496578
360.00000000,0.09182306,0.19348004,0.15712085
390.00000000,0.11223469,0.22101112,0.16424029
420.00000000,0.12847312,0.22158101,0.18104862
450.00000000,0.15538991,0.22645611,0.20309032
480.00000000,0.16337916,0.23899946,0.22362292
510.00000000,0.16359542,0.24520334,0.22961054
540.00000000,0.16637187,0.24939800,0.23658164
570.00000000,0.17147661,0.26201671,0.24409560
600.00000000,0.18365460,0.26572769,0.25256262
630.00000000,0.18680025,0.27927410,0.26296337
660.00000000,0.19626797,0.28978642,0.28294340
690.00000000,0.20082940,0.31153973,0.30925814
720.00000000,0.21167215,0.33132561,0.33988677
750.00000000,0.21608897,0.33803333,0.34217766
780.00000000,0.21922678,0.35038359,0.35766573
810.00000000,0.22269144,0.37021577,0.38096259
840.00000000,0.23815397,0.41219557,0.40747987
870.00000000,0.26423118,0.45482709,0.42403418
900.00000000,0.29983654,0.49821890,0.43182062
930.00000000,0.34307497,0.54484282,0.43520609
960.00000000,0.37477218,0.57857892,0.43724498
990.00000000,0.41465024,0.60454861,0.45115334
1020.00000000,0.44238808,0.62729175,0.45614806
1050.00000000,0.45419712,0.63114918,0.47181454
1080.00000000,0.45848794,0.65383394,0.49879011
1110.00000000,0.47388593,0.68411303,0.51367119
1140.00000000,0.50668400,0.72324773,0.52000783
1170.00000000,0.54138301,0.74998286,0.52797172
1200.00000000,0.58018700,0.76876835,0.54799021
1230.00000000,0.60671330,0.78064048,0.56264437
1260.00000000,0.61762555,0.78903197,0.58194812
1290.00000000,0.62027053,0.79442137,0.58998251
1320.00000000,0.62924019,0.79544214,0.59793140
1350.00000000,0.63296852,0.80011002,0.60632761
1380.00000000,0.63863063,0.80541522,0.61729492
1410.00000000,0.64139608,0.80820367,0.61731792
1440.00000000,0.64204464,0.81485487,0.62461768
1470.00000000,0.64757334,0.81733278,0.63262428
1500.00000000,0.65270927,0.83851773,0.65894516
1530.00000000,0.66263006,0.85868631,0.68903455
1560.00000000,0.67958400,0.88163737,0.72893954
1590.00000000,0.69734721,0.91451702,0.77958240
1620.00000000,0.69852192,0.94329099,0.80718166
1650.00000000,0.70320104,0.95864596,0.81785750
1680.00000000,0.71340527,0.96063292,0.82607476
1710.00000000,0.72946826,0.96123476,0.84153591
1740.00000000,0.73439281,0.96333561,0.84856130
1770.00000000,0.73526841,0.96816568,0.85251577
1800.00000000,0.74860035,0.97371039,0.86030302
1830.00000000,0.76161440,0.97561594,0.87141150
1860.00000000,0.76331302,0.97785313,0.87195007
1890.00000000,0.76466050,0.98082336,0.87626778
1920.00000000,0.77783193,0.99562512,0.87789811
1950.00000000,0.78355256,0.99881006,0.88043380
1980.00000000,0.79416414,1.00010920,0.88974623
2010.00000000,0.80862676,1.00781095,0.89650712
2040.00000000,0.82622290,1.02285602,0.89905819
2070.00000000,0.83227620,1.03091576,0.90106463
