times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00528604,0.00943645,0.00415040
60.00000000,0.00578222,0.00975595,0.00496609
90.00000000,0.00812269,0.01278685,0.00565652
120.00000000,0.00880806,0.01878339,0.01233843
150.00000000,0.01035996,0.02075210,0.01275523
180.00000000,0.01117514,0.02133374,0.01415205
210.00000000,0.02082711,0.03325482,0.01642115
240.00000000,0.02906575,0.04542574,0.02035343
270.00000000,0.04414837,0.05754774,0.02331403
300.00000000,0.06165381,0.06959778,0.02876944
330.00000000,0.07690670,0.09007667,0.03399545
360.00000000,0.09676436,0.10590749,0.03802229
390.00000000,0.10968802,0.11627732,0.04057612
420.00000000,0.11665609,0.12574617,0.04307690
450.00000000,0.11742567,0.13150313,0.04960345
480.00000000,0.11844400,0.13829034,0.05537233
510.00000000,0.11865391,0.14406524,0.06135715
540.00000000,0.12126456,0.15514053,0.06982178
570.00000000,0.12754130,0.17125660,0.07966111
600.00000000,0.13370244,0.18296609,0.08520947
630.00000000,0.14250927,0.18990425,0.08707815
660.00000000,0.14948328,0.19319166,0.09076476
690.00000000,0.14992274,0.19603069,0.09316433
720.00000000,0.15452710,0.19976167,0.10149966
750.00000000,0.16021614,0.20159824,0.10902527
780.00000000,0.16079397,0.20852547,0.11653033
810.00000000,0.16182098,0.20861185,0.11747096
840.00000000,0.16320598,0.21294249,0.12318660
870.00000000,0.16810223,0.21345036,0.12859071
900.00000000,0.17131753,0.21819362,0.13011867
930.00000000,0.17380917,0.22091641,0.13533310
960.00000000,0.17751660,0.23153547,0.14965958
990.00000000,0.18687086,0.23184161,0.15870769
1020.00000000,0.18962113,0.23246990,0.16208627
1050.00000000,0.19101440,0.23354863,0.16240079
1080.00000000,0.19234882,0.23404901,0.16323484
1110.00000000,0.19483599,0.23687543,0.16854843
1140.00000000,0.19528801,0.23809727,0.17022228
1170.00000000,0.20074032,0.24577706,0.17244976
1200.00000000,0.20834059,0.24972003,0.17610706
1230.00000000,0.21354037,0.25151634,0.17951053
1260.00000000,0.21946090,0.25222172,0.18613643
1290.00000000,0.22310332,0.25335409,0.19091123
1320.00000000,0.22532505,0.25576514,0.19110055
1350.00000000,0.23020769,0.25622986,0.19644790
1380.00000000,0.23637809,0.26217052,0.19667763
1410.00000000,0.23850453,0.26478003,0.19716070
1440.00000000,0.24143401,0.26540950,0.20071966
1470.00000000,0.24495363,0.26886251,0.20769230
1500.00000000,0.24920232,0.27370828,0.20828938
1530.00000000,0.25118805,0.27988904,0.21248442
1560.00000000,0.25183741,0.28061351,0.21385826
1590.00000000,0.25199997,0.28161420,0.21502151
1620.00000000,0.25420757,0.28225691,0.21787181
1650.00000000,0.25571797,0.28318028,0.22030559
1680.00000000,0.25729813,0.28761124,0.22631671
1710.00000000,0.26010080,0.29099759,0.23250574
1740.00000000,0.26387534,0.29728120,0.24256389
1770.00000000,0.26924991,0.30264719,0.25330445
1800.00000000,0.27686152,0.30315438,0.26142325
1830.00000000,0.28338578,0.30597708,0.26512481
1860.00000000,0.28863564,0.31182229,0.26572015
1890.00000000,0.29285804,0.31263957,0.26912527
1920.00000000,0.29316818,0.31507959,0.27187542
1950.00000000,0.29518815,0.31709617,0.27187883
1980.00000000,0.29709139,0.31793382,0.27461971
2010.00000000,0.30157909,0.32015828,0.28133187
2040.00000000,0.30502223,0.32817660,0.29279333
2070.00000000,0.31278325,0.32842856,0.30080631
2100.00000000,0.31323780,0.33135005,0.30418235
2130.00000000,0.31565310,0.33216177,0.30578593
2160.00000000,0.32092400,0.33296979,0.31186485
2190.00000000,0.32276168,0.33888008,0.31961282
2220.00000000,0.32529515,0.34007163,0.32333785
2250.00000000,0.32633207,0.34930200,0.33360514
2280.00000000,0.32936211,0.35895800,0.34023111
2310.00000000,0.33339661,0.36982315,0.34706175
2340.00000000,0.33350619,0.38082392,0.35795294
2370.00000000,0.33817597,0.39669467,0.36915390
2400.00000000,0.34662286,0.41224422,0.37625657
2430.00000000,0.35704995,0.42503803,0.37862328
2460.00000000,0.36503031,0.43234932,0.37929234
2490.00000000,0.37034549,0.43791130,0.37953915
2520.00000000,0.37637050,0.44466908,0.38027191
2550.00000000,0.38053057,0.45110345,0.38254623
2580.00000000,0.38604240,0.45592256,0.38323894
2610.00000000,0.39165861,0.45972353,0.38505418
2640.00000000,0.39416982,0.46111794,0.38617099
2670.00000000,0.39571884,0.46363409,0.38713813
2700.00000000,0.39592956,0.46421879,0.38751210
2730.00000000,0.39708658,0.46500471,0.38788320
2760.00000000,0.39765666,0.46781022,0.39125878
2790.00000000,0.39887883,0.47378433,0.39845507
2820.00000000,0.40334524,0.48186341,0.40206774
2850.00000000,0.40812168,0.49155557,0.40698346
2880.00000000,0.41423739,0.50089888,0.41021107
2910.00000000,0.42225098,0.50573906,0.41338448
2940.00000000,0.42950823,0.50989886,0.41648193
2970.00000000,0.43486532,0.51015713,0.42158075
3000.00000000,0.43744092,0.51237215,0.42194133
3030.00000000,0.43965545,0.51355748,0.42297054
3060.00000000,0.44133542,0.51446870,0.42373927
3090.00000000,0.44140349,0.51468425,0.42402290
3120.00000000,0.44365421,0.52020415,0.43179351
3150.00000000,0.44379920,0.52742794,0.43916230
3180.00000000,0.44477809,0.53666578,0.44742127
3210.00000000,0.44556279,0.54240298,0.45394317
3240.00000000,0.44688849,0.54799127,0.45820578
3270.00000000,0.44787174,0.54915310,0.45838435
3300.00000000,0.44827900,0.55121236,0.46003636
3330.00000000,0.45023724,0.55145262,0.46223485
3360.00000000,0.45192984,0.55210902,0.46458385
3390.00000000,0.45264881,0.55411765,0.46587350
3420.00000000,0.45304539,0.55746720,0.46961964
3450.00000000,0.45514063,0.56382299,0.47388018
3480.00000000,0.45539200,0.57102274,0.48133130
3510.00000000,0.45685632,0.57641052,0.48818341
3540.00000000,0.45738714,0.58107541,0.49231748
3570.00000000,0.46018723,0.58535295,0.49379492
3600.00000000,0.46070567,0.58556900,0.49409731
