times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00738589,0.00911174,0.00172584
60.00000000,0.02271997,0.02563737,0.00291739
90.00000000,0.03378476,0.03078540,0.00883415
120.00000000,0.03770522,0.03571878,0.00984707
150.00000000,0.04270339,0.04192061,0.01105072
180.00000000,0.04813562,0.05011250,0.01381040
210.00000000,0.05978130,0.05875987,0.01680871
240.00000000,0.08112780,0.06658305,0.03033202
270.00000000,0.08985361,0.07281382,0.03282705
300.00000000,0.10568740,0.07743938,0.04403528
330.00000000,0.11329527,0.08052021,0.04856232
360.00000000,0.11411045,0.08210984,0.05096714
390.00000000,0.12152272,0.08459561,0.05589365
420.00000000,0.12577192,0.09006403,0.05711286
450.00000000,0.12673655,0.09341538,0.05949958
480.00000000,0.12877853,0.09412373,0.06083321
510.00000000,0.13231107,0.09657305,0.06681507
540.00000000,0.14390487,0.10300463,0.08484045
570.00000000,0.15051162,0.11660799,0.10505056
600.00000000,0.15578418,0.12973400,0.12344914
630.00000000,0.16008042,0.13664181,0.13465319
660.00000000,0.16446626,0.14695423,0.14935144
690.00000000,0.17201355,0.16724491,0.17718942
720.00000000,0.17428942,0.17927594,0.19149632
750.00000000,0.17451501,0.19426743,0.20626222
780.00000000,0.18239796,0.20834302,0.21245485
810.00000000,0.19274354,0.22428331,0.21804956
840.00000000,0.20045604,0.22830060,0.22174476
870.00000000,0.20908293,0.22994779,0.23201885
900.00000000,0.21517884,0.23116544,0.23933240
930.00000000,0.22264729,0.23994414,0.25557957
960.00000000,0.22514705,0.25297713,0.27111233
990.00000000,0.22659199,0.26664839,0.28333864
1020.00000000,0.23305181,0.27037895,0.28606789
1050.00000000,0.23850899,0.27258190,0.29372802
1080.00000000,0.24434657,0.28127202,0.29658055
1110.00000000,0.25259931,0.28968411,0.29673991
1140.00000000,0.25891797,0.30178119,0.30251833
1170.00000000,0.26548270,0.31136973,0.30554214
1200.00000000,0.27499000,0.32740019,0.31206530
1230.00000000,0.28698063,0.34103494,0.31370941
1260.00000000,0.30555019,0.36102228,0.31512719
1290.00000000,0.32280832,0.38418335,0.32103013
1320.00000000,0.34243639,0.40916103,0.32637976
1350.00000000,0.35721533,0.42738237,0.32982215
1380.00000000,0.37468716,0.44781000,0.33277794
1410.00000000,0.39105930,0.46728145,0.33587726
1440.00000000,0.40973543,0.48603592,0.33595559
1470.00000000,0.42594247,0.50372217,0.33743480
1500.00000000,0.43341815,0.51913979,0.34537674
1530.00000000,0.44485884,0.53140132,0.34619759
1560.00000000,0.45614146,0.54428759,0.34780124
1590.00000000,0.46000891,0.55262465,0.35227086
1620.00000000,0.46539454,0.55637046,0.35391069
1650.00000000,0.47196181,0.56052025,0.35632818
1680.00000000,0.48169720,0.56459789,0.36198593
1710.00000000,0.48819205,0.56554069,0.36942358
1740.00000000,0.49207727,0.56791705,0.37568515
1770.00000000,0.49687457,0.57426042,0.38682584
1800.00000000,0.49842787,0.57898968,0.39000181
1830.00000000,0.49953352,0.58216457,0.39428236
1860.00000000,0.50561828,0.58789815,0.39463355
1890.00000000,0.51369584,0.59436138,0.39624787
1920.00000000,0.51868912,0.60053544,0.39742866
1950.00000000,0.52053487,0.60370969,0.39875717
1980.00000000,0.52184431,0.60514929,0.39888733
2010.00000000,0.52568118,0.60685844,0.40101505
2040.00000000,0.52804444,0.60721041,0.40373028
2070.00000000,0.53069635,0.61139756,0.41056934
2100.00000000,0.53172925,0.61547698,0.41568166
2130.00000000,0.53559568,0.62417572,0.42051397
2160.00000000,0.53950452,0.63111503,0.42354445
2190.00000000,0.54196774,0.63619909,0.42616529
2220.00000000,0.54255266,0.64016369,0.42954496
2250.00000000,0.54317862,0.64239521,0.43240245
2280.00000000,0.54989992,0.64466145,0.43685750
2310.00000000,0.55366531,0.64799315,0.43729119
2340.00000000,0.55436111,0.65147785,0.44008010
2370.00000000,0.55886920,0.65909593,0.44319009
2400.00000000,0.56764980,0.67189244,0.44720600
2430.00000000,0.57375032,0.67860983,0.44782287
2460.00000000,0.57856537,0.68166875,0.44957901
2490.00000000,0.58209984,0.68235119,0.45243103
2520.00000000,0.58330070,0.68296122,0.45424192
2550.00000000,0.58418278,0.68377145,0.45431377
2580.00000000,0.58612900,0.68419300,0.45583844
2610.00000000,0.58900665,0.68770086,0.45646865
2640.00000000,0.59335538,0.68917934,0.45933890
2670.00000000,0.59811012,0.69217741,0.46709171
2700.00000000,0.60353892,0.69288773,0.47181021
2730.00000000,0.60688436,0.69522759,0.47749551
2760.00000000,0.60976060,0.69627705,0.47932229
2790.00000000,0.61219942,0.69822388,0.47981427
2820.00000000,0.61253263,0.69869828,0.48062187
2850.00000000,0.61486014,0.70162491,0.48587601
2880.00000000,0.61507376,0.70563196,0.48966945
2910.00000000,0.61585075,0.70933018,0.49259069
2940.00000000,0.61913805,0.71238946,0.49281872
2970.00000000,0.61983359,0.71368846,0.49342217
3000.00000000,0.62231970,0.71758851,0.49483612
3030.00000000,0.62622327,0.71997448,0.50112565
3060.00000000,0.62895262,0.72507758,0.50895810
3090.00000000,0.62899437,0.73175931,0.51559808
3120.00000000,0.62931719,0.73895467,0.52311626
3150.00000000,0.62941126,0.74534209,0.52940962
3180.00000000,0.63076530,0.75046772,0.53318121
3210.00000000,0.63461241,0.75457059,0.53343696
3240.00000000,0.63818667,0.75633481,0.53524700
3270.00000000,0.64345815,0.75662514,0.54080881
3300.00000000,0.64564287,0.75714595,0.54351434
3330.00000000,0.64671837,0.75933725,0.54463013
3360.00000000,0.64694875,0.76238932,0.54791257
3390.00000000,0.64898540,0.76687948,0.55443938
3420.00000000,0.64923346,0.77177849,0.55958646
3450.00000000,0.64989580,0.77482276,0.56196838
3480.00000000,0.65090971,0.77838224,0.56451395
3510.00000000,0.65264791,0.78256896,0.57043888
3540.00000000,0.65341229,0.78373938,0.57237368
3570.00000000,0.65394009,0.78547084,0.57357734
3600.00000000,0.65469077,0.78776864,0.57662581
