times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
2490.00000000,0.71093010,0.70489975,0.68472820
2520.00000000,0.71586106,0.70821309,0.69297251
2550.00000000,0.71715079,0.71004233,0.69351202
2580.00000000,0.71930626,0.71099804,0.69471177
2610.00000000,0.72365659,0.71454972,0.69551041
2640.00000000,0.73034776,0.71467415,0.70232602
2670.00000000,0.73714032,0.71524995,0.70969436
2700.00000000,0.73845993,0.71614604,0.71191009
2730.00000000,0.73919594,0.71919992,0.71422796
2760.00000000,0.73974382,0.71988840,0.71436856
2790.00000000,0.74149951,0.72528962,0.71801408
2820.00000000,0.74295457,0.72809422,0.71936362
2850.00000000,0.74856907,0.73066984,0.72240248
2880.00000000,0.75365149,0.73364135,0.73045641
2910.00000000,0.75369538,0.74217312,0.73894428
2940.00000000,0.75524881,0.74725856,0.74247630
2970.00000000,0.75525679,0.75013689,0.74534664
3000.00000000,0.75714042,0.75253376,0.74962714
3030.00000000,0.76126517,0.75649806,0.75771618
3060.00000000,0.76254331,0.76234753,0.76228752
3090.00000000,0.76656192,0.77015733,0.76607871
3120.00000000,0.77656830,0.77618887,0.77005355
3150.00000000,0.78497838,0.78186359,0.77278891
3180.00000000,0.79275328,0.78613985,0.77628755
3210.00000000,0.79730585,0.78769840,0.78239867
3240.00000000,0.80126978,0.79065283,0.78931704
3270.00000000,0.80276595,0.79297779,0.79313818
3300.00000000,0.80298890,0.79304641,0.79329249
3330.00000000,0.80457334,0.79499080,0.79682132
3360.00000000,0.80591840,0.79929665,0.79978211
3390.00000000,0.81015211,0.80064271,0.80266976
3420.00000000,0.81016386,0.80301296,0.80505176
3450.00000000,0.81408568,0.80333103,0.80929165
3480.00000000,0.81658437,0.80860192,0.81706123
3510.00000000,0.81830625,0.81115447,0.82133565
3540.00000000,0.81928376,0.81570172,0.82490538
3570.00000000,0.82331710,0.82114699,0.82631730
3600.00000000,0.82685148,0.82527973,0.82691567
