times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00046365,0.00267879,0.00221515
60.00000000,0.01960959,0.01672949,0.00731039
90.00000000,0.03838979,0.02062865,0.02219144
120.00000000,0.05592012,0.03205924,0.02829117
150.00000000,0.06560961,0.03984948,0.03019043
180.00000000,0.07271219,0.04840080,0.03163918
210.00000000,0.08259254,0.05842981,0.03178784
240.00000000,0.09547246,0.07576607,0.03624419
270.00000000,0.10071107,0.08595337,0.04119287
300.00000000,0.10189804,0.08636478,0.04196843
330.00000000,0.11966273,0.09175087,0.05434703
360.00000000,0.14607072,0.10053351,0.08953766
390.00000000,0.15792867,0.10165843,0.10252053
420.00000000,0.17310976,0.11029956,0.12634276
450.00000000,0.18519932,0.11808354,0.14621631
480.00000000,0.18891154,0.13312841,0.16497340
510.00000000,0.19335204,0.16198701,0.18939149
540.00000000,0.19886629,0.18858722,0.21047746
570.00000000,0.21724648,0.22136470,0.22487473
600.00000000,0.25251101,0.25909859,0.22734409
630.00000000,0.28476694,0.28964121,0.22905740
660.00000000,0.31264989,0.30453899,0.24204256
690.00000000,0.34029040,0.31659875,0.25762331
720.00000000,0.35841518,0.31916980,0.27317704
750.00000000,0.36391829,0.32864248,0.28815282
780.00000000,0.36921030,0.33786472,0.30266707
810.00000000,0.37379632,0.36364275,0.33303114
840.00000000,0.37716377,0.38194389,0.35469973
870.00000000,0.38333842,0.40029682,0.37922732
900.00000000,0.38729146,0.40168776,0.38457130
930.00000000,0.39628221,0.40532949,0.38992032
960.00000000,0.40948003,0.40620434,0.40224329
990.00000000,0.42020601,0.40756309,0.41161052
1020.00000000,0.42992985,0.40804305,0.42181431
1050.00000000,0.43308585,0.41798081,0.43490807
1080.00000000,0.43761685,0.42753653,0.43993277
1110.00000000,0.44724986,0.43836181,0.44112504
1140.00000000,0.44849333,0.44110223,0.44262199
1170.00000000,0.45338453,0.44133141,0.44728400
1200.00000000,0.45758744,0.44625485,0.44800453
1230.00000000,0.46052954,0.45650826,0.45531583
1260.00000000,0.46124219,0.45724874,0.45534365
1290.00000000,0.46210710,0.46484418,0.46207418
1320.00000000,0.47179397,0.47489885,0.46244197
1350.00000000,0.47814832,0.48415496,0.46534374
1380.00000000,0.48529255,0.48951145,0.46713149
1410.00000000,0.49163760,0.49405062,0.46893736
1440.00000000,0.49914979,0.49651971,0.47398047
1470.00000000,0.50428590,0.51375594,0.48608059
1500.00000000,0.50749870,0.52024329,0.48935514
1530.00000000,0.51276897,0.52853654,0.49237814
1560.00000000,0.51635031,0.53977428,0.50003453
1590.00000000,0.52738596,0.55216396,0.50138856
1620.00000000,0.54042571,0.55766181,0.50893047
1650.00000000,0.55082396,0.56650759,0.51048294
1680.00000000,0.56162452,0.57007953,0.52485545
1710.00000000,0.56982540,0.57011772,0.53301814
1740.00000000,0.57292488,0.57426229,0.53406324
1770.00000000,0.57491383,0.57827504,0.54006494
1800.00000000,0.57939396,0.58090715,0.54191296
1830.00000000,0.58919836,0.58417946,0.54844504
1860.00000000,0.60310655,0.58881110,0.55772159
1890.00000000,0.60955005,0.59290297,0.56007322
1920.00000000,0.61802499,0.60384389,0.56253919
1950.00000000,0.62540837,0.61267986,0.56399178
1980.00000000,0.63321475,0.62664781,0.57015335
2010.00000000,0.64504903,0.63193517,0.57670028
2040.00000000,0.65521410,0.63533429,0.58346623
2070.00000000,0.66087360,0.63781363,0.58664639
2100.00000000,0.66665587,0.64672829,0.60134332
2130.00000000,0.67468204,0.65309289,0.61573409
2160.00000000,0.67603892,0.66257811,0.62657618
2190.00000000,0.67809714,0.67013113,0.63618741
2220.00000000,0.68348683,0.67049719,0.64194317
2250.00000000,0.68728264,0.67443735,0.64208752
2280.00000000,0.68966914,0.67637607,0.64641275
2310.00000000,0.69092052,0.67939124,0.65067930
2340.00000000,0.69445812,0.67956562,0.65404252
2370.00000000,0.69570014,0.69008574,0.66332062
2400.00000000,0.70001834,0.69586482,0.66478149
2430.00000000,0.70296190,0.69878789,0.67064814
2460.00000000,0.70486896,0.70425862,0.67802593
