times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00696456,0.01164129,0.00467672
60.00000000,0.03600362,0.03631540,0.00904167
90.00000000,0.04966829,0.04162498,0.01739674
120.00000000,0.06087807,0.04999977,0.02023174
150.00000000,0.06387325,0.05940483,0.02664161
180.00000000,0.07167504,0.06418731,0.03922587
210.00000000,0.07183274,0.07924390,0.05444016
240.00000000,0.08433619,0.08080121,0.06538630
270.00000000,0.10008781,0.09812438,0.06695787
300.00000000,0.10258481,0.10154610,0.06788259
330.00000000,0.13607064,0.10223997,0.10206228
360.00000000,0.15425469,0.11516127,0.10732503
390.00000000,0.17260285,0.11787485,0.12295960
420.00000000,0.20966342,0.11959871,0.15829632
450.00000000,0.23570067,0.12897789,0.19371275
480.00000000,0.24793720,0.15630148,0.23327287
510.00000000,0.25528821,0.18262332,0.26694572
540.00000000,0.27305179,0.23839953,0.30495835
570.00000000,0.30034915,0.28790720,0.32716867
600.00000000,0.33251651,0.32138860,0.32848270
630.00000000,0.37355400,0.34090570,0.35000308
660.00000000,0.43139416,0.36249966,0.38624928
690.00000000,0.48354879,0.39881845,0.40208512
720.00000000,0.52221384,0.40420119,0.43536740
750.00000000,0.54003900,0.41490305,0.46389442
780.00000000,0.57161887,0.41925404,0.49982528
810.00000000,0.59825402,0.43381421,0.51190027
840.00000000,0.62524782,0.43564415,0.54072400
870.00000000,0.65377942,0.44085296,0.57446441
900.00000000,0.66424188,0.44711257,0.59118649
930.00000000,0.66886280,0.44984473,0.59307525
960.00000000,0.67112011,0.46703068,0.61251852
990.00000000,0.67537557,0.48712995,0.63687323
1020.00000000,0.69244115,0.51545908,0.64813678
1050.00000000,0.71122852,0.55013108,0.66402141
1080.00000000,0.74758673,0.57818905,0.67232165
1110.00000000,0.78451648,0.60108660,0.68635387
1140.00000000,0.81019422,0.61012212,0.70299609
1170.00000000,0.81963886,0.61590007,0.71821869
