times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
1200.00000000,0.82874027,0.61876141,0.73018144
1230.00000000,0.83079280,0.62922753,0.74270008
1260.00000000,0.83280032,0.63299664,0.74446168
1290.00000000,0.84462695,0.63590751,0.75337744
1320.00000000,0.85295685,0.64311284,0.75450202
1350.00000000,0.86235257,0.64907630,0.75793427
1380.00000000,0.86557946,0.66555162,0.77763648
1410.00000000,0.87809409,0.68320266,0.80780215
1440.00000000,0.88620003,0.69486704,0.82757247
1470.00000000,0.89789738,0.71125279,0.83226087
1500.00000000,0.90015046,0.72858586,0.84734086
1530.00000000,0.90395086,0.74270676,0.85766135
1560.00000000,0.91309291,0.75755780,0.86337034
1590.00000000,0.91840871,0.75759992,0.86872825
1620.00000000,0.91941527,0.76541336,0.87553514
1650.00000000,0.92405753,0.76775832,0.88252234
1680.00000000,0.92728250,0.77889007,0.89042912
1710.00000000,0.92989049,0.77892610,0.89300109
1740.00000000,0.93976018,0.78951876,0.89372405
1770.00000000,0.94525009,0.79925266,0.89796805
1800.00000000,0.95601114,0.80363464,0.90434711
1830.00000000,0.96245929,0.80802214,0.91518276
1860.00000000,0.96548974,0.81318885,0.92337992
1890.00000000,0.96596478,0.83125843,0.94097446
1920.00000000,0.97460541,0.85184435,0.95291974
1950.00000000,0.98608089,0.87213793,0.96173784
1980.00000000,0.98991419,0.88875831,0.97452492
2010.00000000,0.99778052,0.90391183,0.98181212
2040.00000000,1.00324609,0.92874463,1.00117934
2070.00000000,1.00635180,0.94198367,1.01131268
2100.00000000,1.01189330,0.94841307,1.01220059
2130.00000000,1.01413513,0.95223149,1.01377718
2160.00000000,1.01523675,0.96045395,1.02089802
2190.00000000,1.01695259,0.97308649,1.03524638
2220.00000000,1.02345313,0.98637620,1.05503664
2250.00000000,1.02805524,0.99886809,1.07213063
2280.00000000,1.02939756,1.00686389,1.08146874
2310.00000000,1.03851261,1.02644361,1.09193340
2340.00000000,1.04069018,1.04804041,1.11135263
2370.00000000,1.04450422,1.07173104,1.13122923
2400.00000000,1.05344800,1.10260859,1.15316298
2430.00000000,1.07288114,1.13376370,1.16488495
2460.00000000,1.09117163,1.15980311,1.17263388
2490.00000000,1.10689858,1.17575891,1.17286274
2520.00000000,1.12747316,1.20328323,1.17981248
2550.00000000,1.14713937,1.22819733,1.18506038
2580.00000000,1.17811592,1.24800188,1.19623238
2610.00000000,1.19580754,1.25897595,1.20294991
2640.00000000,1.21697559,1.27098170,1.21211220
2670.00000000,1.23042112,1.27678231,1.21975713
2700.00000000,1.23115660,1.27894791,1.22118724
2730.00000000,1.23500731,1.28033174,1.22642179
2760.00000000,1.23630888,1.28973578,1.23452426
2790.00000000,1.24323341,1.29319815,1.24491117
2820.00000000,1.24860354,1.30165528,1.24799817
2850.00000000,1.25282265,1.31346165,1.25558543
2880.00000000,1.25908861,1.32334075,1.25919858
2910.00000000,1.26309667,1.32391423,1.26378011
2940.00000000,1.27237400,1.33319192,1.26378048
2970.00000000,1.28175695,1.33356165,1.27353315
3000.00000000,1.28557341,1.33742596,1.28121391
3030.00000000,1.29285489,1.33928272,1.28663863
3060.00000000,1.29716634,1.34311520,1.28711759
3090.00000000,1.30109403,1.34547138,1.28868912
3120.00000000,1.30771953,1.34974176,1.29958500
3150.00000000,1.30783896,1.35557412,1.30529793
3180.00000000,1.31289884,1.35949269,1.31427638
3210.00000000,1.31925052,1.35965008,1.32078545
3240.00000000,1.33082580,1.36210372,1.33481437
3270.00000000,1.33628664,1.36306959,1.34124107
3300.00000000,1.33991807,1.36822958,1.35003249
3330.00000000,1.34348787,1.37075408,1.35612680
3360.00000000,1.34925305,1.37337231,1.35927375
3390.00000000,1.35662950,1.37633005,1.36369248
3420.00000000,1.35709090,1.37871277,1.36653660
3450.00000000,1.35762594,1.38107561,1.36836439
3480.00000000,1.36114812,1.38518801,1.36895460
3510.00000000,1.36230846,1.39360206,1.37620831
3540.00000000,1.36417948,1.39955934,1.38029456
3570.00000000,1.36613001,1.40289031,1.38167500
3600.00000000,1.36833322,1.40477084,1.38575874
