times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01914861,0.01844213,0.00070647
60.00000000,0.03189438,0.03248766,0.00200623
90.00000000,0.03517669,0.03306043,0.00471577
120.00000000,0.03951076,0.04141652,0.00873778
150.00000000,0.05498335,0.04400667,0.02162022
180.00000000,0.07026424,0.05172125,0.02918653
210.00000000,0.08626997,0.05699379,0.03991972
240.00000000,0.09124222,0.05841143,0.04630960
270.00000000,0.09464725,0.06236955,0.05367276
300.00000000,0.10331477,0.08144002,0.06407571
330.00000000,0.10485785,0.09370252,0.07479513
360.00000000,0.11469212,0.11499185,0.08625019
390.00000000,0.12524399,0.13400498,0.09471145
420.00000000,0.13721077,0.14716787,0.09590757
450.00000000,0.14037627,0.15851756,0.10409176
480.00000000,0.14747438,0.16098804,0.10871940
510.00000000,0.15310948,0.16515838,0.11852483
540.00000000,0.16276370,0.17117852,0.13419920
570.00000000,0.16633087,0.18099505,0.14758290
600.00000000,0.16911735,0.18394427,0.15331860
630.00000000,0.17353590,0.19232481,0.15728058
660.00000000,0.17416311,0.20241761,0.16800058
690.00000000,0.17976326,0.22430173,0.18428456
720.00000000,0.18407892,0.22958121,0.18524838
750.00000000,0.19171927,0.24344494,0.19147176
780.00000000,0.19998115,0.25947390,0.19923883
810.00000000,0.21428890,0.27114899,0.20187147
840.00000000,0.21771439,0.28089593,0.20819291
870.00000000,0.22361327,0.29393410,0.21533221
900.00000000,0.23299547,0.30043491,0.21821360
930.00000000,0.23921838,0.30183624,0.22303518
960.00000000,0.24780106,0.30561809,0.23539969
990.00000000,0.25998727,0.30770108,0.24966890
1020.00000000,0.26493746,0.31105770,0.25797571
1050.00000000,0.26831692,0.31945506,0.26975254
1080.00000000,0.27012915,0.32674724,0.27523249
1110.00000000,0.27731419,0.33003320,0.27913157
1140.00000000,0.28866872,0.33884380,0.28167549
1170.00000000,0.29826907,0.34658973,0.28352991
1200.00000000,0.30367576,0.34990510,0.28562123
1230.00000000,0.30511986,0.35347700,0.28774902
1260.00000000,0.30560187,0.35499322,0.28974725
1290.00000000,0.31138646,0.36324370,0.29221314
1320.00000000,0.31893562,0.37368215,0.29510244
1350.00000000,0.32509634,0.38580103,0.30106060
1380.00000000,0.33002030,0.39306068,0.30339628
1410.00000000,0.33155005,0.40209869,0.31090455
1440.00000000,0.33454029,0.40592534,0.31174096
1470.00000000,0.33540406,0.40928890,0.31424075
1500.00000000,0.34054854,0.41173650,0.31693762
1530.00000000,0.34306476,0.41384553,0.32156286
1560.00000000,0.34515983,0.41931837,0.32913078
1590.00000000,0.34590939,0.42424345,0.33480542
1620.00000000,0.34917353,0.42438221,0.33820832
1650.00000000,0.34998959,0.42781204,0.34245421
1680.00000000,0.35221132,0.43332536,0.35018925
1710.00000000,0.35538427,0.43684639,0.35688323
1740.00000000,0.35803253,0.44218606,0.36487117
1770.00000000,0.36005356,0.44486570,0.36957185
1800.00000000,0.36093686,0.44586767,0.37145711
1830.00000000,0.36196221,0.45097706,0.37554115
1860.00000000,0.36533184,0.46264653,0.38384099
1890.00000000,0.37437970,0.47972344,0.39187004
1920.00000000,0.38398867,0.49309922,0.39563685
1950.00000000,0.39471227,0.50564826,0.39746229
1980.00000000,0.40386334,0.51582454,0.39848750
2010.00000000,0.40467049,0.51634074,0.39877845
2040.00000000,0.40491382,0.52298653,0.40566758
2070.00000000,0.40553803,0.52646903,0.40977429
2100.00000000,0.40572015,0.53039799,0.41352114
2130.00000000,0.40641832,0.53385532,0.41767664
2160.00000000,0.40769817,0.53655128,0.41909274
2190.00000000,0.40968136,0.54011162,0.42066989
2220.00000000,0.41434481,0.54213234,0.42331260
2250.00000000,0.41707989,0.54719302,0.42563820
2280.00000000,0.42402303,0.55731221,0.42881425
2310.00000000,0.42924659,0.55869802,0.43265200
2340.00000000,0.43321286,0.56540047,0.43538819
2370.00000000,0.43665623,0.57263799,0.43918235
2400.00000000,0.43948345,0.58253502,0.44625215
2430.00000000,0.44392044,0.59103949,0.45031961
2460.00000000,0.44814354,0.60029040,0.45534743
2490.00000000,0.45310402,0.60789203,0.45798858
2520.00000000,0.45921554,0.61784530,0.46183033
2550.00000000,0.46854830,0.62568410,0.46332430
2580.00000000,0.47847298,0.63164493,0.46728815
2610.00000000,0.48316119,0.63198961,0.47163168
2640.00000000,0.48757448,0.63246341,0.47651876
2670.00000000,0.49277530,0.63323356,0.48248973
2700.00000000,0.49561534,0.63545331,0.48754951
2730.00000000,0.49609952,0.63630163,0.48888201
2760.00000000,0.49991820,0.63851363,0.49048870
2790.00000000,0.50330073,0.64132922,0.49668684
2820.00000000,0.50431392,0.64509669,0.50146749
2850.00000000,0.50470454,0.64809496,0.50485638
2880.00000000,0.50483524,0.64864724,0.50527796
2910.00000000,0.50684459,0.64883265,0.50747272
2940.00000000,0.50744774,0.65081753,0.51006074
2970.00000000,0.50795576,0.65454825,0.51429948
3000.00000000,0.50897027,0.66311765,0.52185439
3030.00000000,0.50917601,0.66977590,0.52830688
3060.00000000,0.51141325,0.67634682,0.53264056
3090.00000000,0.51150735,0.67955765,0.53575728
3120.00000000,0.51210061,0.68514730,0.54194020
3150.00000000,0.51347714,0.69396367,0.54938004
3180.00000000,0.51688743,0.69746287,0.54946894
3210.00000000,0.51709711,0.69795416,0.55016991
3240.00000000,0.51785802,0.69858467,0.55156134
3270.00000000,0.52037628,0.70257034,0.55302874
3300.00000000,0.52326613,0.70701758,0.55458613
3330.00000000,0.52558382,0.71031485,0.55556571
3360.00000000,0.52564356,0.71200856,0.55731916
3390.00000000,0.53028525,0.71448234,0.55948709
3420.00000000,0.53233861,0.71466275,0.56136003
3450.00000000,0.53392229,0.71691262,0.56202623
3480.00000000,0.53562928,0.71771175,0.56293407
3510.00000000,0.53882020,0.71962820,0.56420855
3540.00000000,0.54041926,0.72020476,0.56523105
3570.00000000,0.54173011,0.72069000,0.56605665
3600.00000000,0.54277459,0.72283361,0.56715578
