times, Ki67_negative_absolute_error, Ki67_positive_premitotic_absolute_error, Ki67_positive_postmitotic_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00487352,0.00428709,0.00058644
60.00000000,0.00745539,0.00663538,0.00082001
90.00000000,0.01180576,0.01178009,0.00161436
120.00000000,0.01949964,0.01280732,0.00828101
150.00000000,0.03567590,0.01486540,0.02239920
180.00000000,0.05008903,0.03068012,0.02380079
210.00000000,0.06472842,0.05024427,0.02872553
240.00000000,0.07423064,0.05492703,0.03354499
270.00000000,0.07574034,0.05714686,0.03425513
300.00000000,0.07632635,0.06242575,0.03894801
330.00000000,0.07729894,0.06786026,0.04340993
360.00000000,0.07880028,0.07187127,0.04591960
390.00000000,0.08044006,0.07711321,0.04952176
420.00000000,0.08252303,0.09430311,0.06462869
450.00000000,0.09318317,0.10692003,0.06658546
480.00000000,0.11433825,0.11753889,0.07712167
510.00000000,0.12824593,0.11845149,0.09011674
540.00000000,0.14000758,0.12386738,0.09646251
570.00000000,0.14454098,0.12721138,0.10433991
600.00000000,0.15078242,0.12912626,0.11249624
630.00000000,0.16009230,0.13218506,0.12486491
660.00000000,0.16376714,0.14042785,0.13678255
690.00000000,0.17373990,0.14491735,0.15124482
720.00000000,0.17750886,0.14930750,0.15186600
750.00000000,0.18371889,0.15142367,0.15595986
780.00000000,0.18508580,0.15474970,0.15791899
810.00000000,0.18635346,0.15708075,0.16151770
840.00000000,0.18863674,0.16797404,0.17469427
870.00000000,0.18992938,0.17565815,0.18108575
900.00000000,0.19251730,0.17982327,0.18783879
930.00000000,0.19648658,0.18542563,0.18947186
960.00000000,0.19795879,0.18691984,0.18949387
990.00000000,0.19985466,0.19824576,0.19892392
1020.00000000,0.20728949,0.20368678,0.20091773
1050.00000000,0.21812851,0.21354577,0.20189776
1080.00000000,0.22236766,0.22122867,0.20534150
1110.00000000,0.23269371,0.23196603,0.20575282
1140.00000000,0.24709828,0.24572070,0.20640271
1170.00000000,0.25626817,0.26126823,0.21278037
1200.00000000,0.26568573,0.28082634,0.22292092
1230.00000000,0.27812084,0.29482963,0.22448909
1260.00000000,0.29082946,0.29841738,0.23360996
1290.00000000,0.30024563,0.30105722,0.24038630
1320.00000000,0.30502601,0.30193705,0.24428684
1350.00000000,0.30964456,0.30591282,0.24492962
1380.00000000,0.31298474,0.30737972,0.24680291
1410.00000000,0.31428582,0.31074672,0.24886883
1440.00000000,0.31556472,0.31402582,0.25086903
1470.00000000,0.31792689,0.32046703,0.25494807
1500.00000000,0.32127225,0.32336455,0.25539591
1530.00000000,0.32628592,0.32647022,0.25730389
1560.00000000,0.33136877,0.33401028,0.25976108
1590.00000000,0.34080013,0.33725575,0.26594698
1620.00000000,0.34861527,0.33918725,0.27183061
1650.00000000,0.35432187,0.34365568,0.27306878
1680.00000000,0.35574463,0.34477044,0.27560630
1710.00000000,0.36291581,0.34680657,0.28074134
1740.00000000,0.36878223,0.35101578,0.28239855
1770.00000000,0.37274262,0.35626399,0.28368637
1800.00000000,0.37775829,0.36744562,0.28985233
1830.00000000,0.38225126,0.37328974,0.29120348
1860.00000000,0.38249598,0.37475986,0.29242888
1890.00000000,0.38505663,0.37840627,0.29351464
1920.00000000,0.39230734,0.38771778,0.29557543
1950.00000000,0.39554788,0.38813650,0.29923469
1980.00000000,0.39876041,0.39165683,0.29954249
2010.00000000,0.40095000,0.39568287,0.30137895
2040.00000000,0.40152877,0.39965161,0.30476892
2070.00000000,0.40520426,0.40304936,0.30504666
2100.00000000,0.40916290,0.40810920,0.30614786
2130.00000000,0.41273274,0.41351443,0.30798325
2160.00000000,0.41504992,0.42299782,0.31514946
2190.00000000,0.41750418,0.42995268,0.32455858
2220.00000000,0.41935975,0.43334974,0.32981122
2250.00000000,0.41962146,0.43963860,0.33636180
2280.00000000,0.42029547,0.44746699,0.34351619
2310.00000000,0.42592363,0.45872676,0.34914780
2340.00000000,0.43464970,0.47109198,0.35278695
2370.00000000,0.44523638,0.48484947,0.35595776
2400.00000000,0.45742247,0.49425158,0.35874175
2430.00000000,0.47334139,0.50423074,0.36468150
2460.00000000,0.48612378,0.51116977,0.37052486
2490.00000000,0.49796483,0.52142920,0.37210649
2520.00000000,0.50616859,0.52947322,0.37226625
2550.00000000,0.51067134,0.53726527,0.37555555
2580.00000000,0.51312968,0.54256892,0.37840087
2610.00000000,0.51312989,0.54505786,0.38089002
2640.00000000,0.51469881,0.54542805,0.38282913
2670.00000000,0.51523412,0.54837713,0.38631352
2700.00000000,0.51844928,0.55468831,0.38940953
2730.00000000,0.52223277,0.55880519,0.38974294
2760.00000000,0.52442509,0.56427889,0.39740896
2790.00000000,0.52717531,0.56809786,0.39847770
2820.00000000,0.53071446,0.57012343,0.39999128
