times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000222,0.00000020,0.00000132,0.00000001
60.00000000,0.00026102,0.00033003,0.00000317,0.00000052
90.00000000,0.00031431,0.00048702,0.00001357,0.00000454
120.00000000,0.00072244,0.00103531,0.00001854,0.00000551
150.00000000,0.00084971,0.00130208,0.00003903,0.00000579
180.00000000,0.00091086,0.00130350,0.00014945,0.00000803
210.00000000,0.00098750,0.00130368,0.00018771,0.00001262
240.00000000,0.00100515,0.00131329,0.00026702,0.00001519
270.00000000,0.00111781,0.00131368,0.00046245,0.00003110
300.00000000,0.00139148,0.00162499,0.00046528,0.00003143
330.00000000,0.00149968,0.00171641,0.00047286,0.00003509
360.00000000,0.00156468,0.00174359,0.00052695,0.00005540
390.00000000,0.00190251,0.00181633,0.00088334,0.00013688
420.00000000,0.00197812,0.00188701,0.00151295,0.00020072
450.00000000,0.00209460,0.00191450,0.00192319,0.00021852
480.00000000,0.00227616,0.00193232,0.00227090,0.00021942
510.00000000,0.00232813,0.00203725,0.00277396,0.00024418
540.00000000,0.00247635,0.00205424,0.00290132,0.00026929
570.00000000,0.00249427,0.00207886,0.00302461,0.00027293
600.00000000,0.00256159,0.00208666,0.00302498,0.00029605
630.00000000,0.00263933,0.00211408,0.00303001,0.00029784
660.00000000,0.00283815,0.00217773,0.00308238,0.00029908
690.00000000,0.00291664,0.00217776,0.00330840,0.00033512
720.00000000,0.00298803,0.00222519,0.00384244,0.00039553
750.00000000,0.00319357,0.00224594,0.00421040,0.00039561
780.00000000,0.00324708,0.00235284,0.00463239,0.00040395
810.00000000,0.00352986,0.00237908,0.00487091,0.00041801
840.00000000,0.00378747,0.00247762,0.00492529,0.00041958
870.00000000,0.00387687,0.00248055,0.00501494,0.00042245
900.00000000,0.00419840,0.00252764,0.00503015,0.00047385
930.00000000,0.00435274,0.00252832,0.00504789,0.00052838
960.00000000,0.00435729,0.00259390,0.00517275,0.00052927
990.00000000,0.00436433,0.00266371,0.00542577,0.00055325
1020.00000000,0.00438374,0.00292427,0.00547083,0.00057849
1050.00000000,0.00438386,0.00292907,0.00549054,0.00062726
1080.00000000,0.00438396,0.00295777,0.00549336,0.00063855
