times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00030586,0.00027051,0.00000132,0.00000001
60.00000000,0.00064022,0.00039954,0.00003313,0.00000167
90.00000000,0.00084698,0.00043078,0.00009390,0.00000266
120.00000000,0.00160755,0.00095432,0.00010753,0.00000367
150.00000000,0.00226587,0.00148407,0.00011235,0.00000387
180.00000000,0.00279557,0.00179843,0.00011592,0.00001538
210.00000000,0.00349308,0.00211579,0.00012903,0.00004014
240.00000000,0.00404762,0.00222324,0.00022171,0.00005279
270.00000000,0.00461853,0.00257886,0.00022961,0.00011435
300.00000000,0.00504488,0.00302490,0.00028769,0.00016547
330.00000000,0.00520847,0.00315075,0.00029185,0.00017852
360.00000000,0.00530687,0.00326863,0.00029225,0.00018097
390.00000000,0.00532811,0.00330881,0.00040478,0.00018109
420.00000000,0.00536471,0.00333214,0.00056496,0.00018424
450.00000000,0.00543049,0.00336607,0.00085758,0.00019430
480.00000000,0.00559404,0.00344233,0.00156079,0.00021927
510.00000000,0.00574062,0.00344261,0.00177839,0.00022374
540.00000000,0.00574784,0.00364796,0.00207825,0.00022383
570.00000000,0.00582789,0.00378861,0.00248805,0.00022415
600.00000000,0.00596518,0.00384289,0.00291185,0.00022640
630.00000000,0.00598110,0.00389698,0.00322366,0.00026626
660.00000000,0.00599139,0.00406632,0.00354419,0.00026910
690.00000000,0.00606758,0.00443381,0.00375100,0.00028462
720.00000000,0.00621973,0.00470721,0.00391181,0.00035654
750.00000000,0.00629244,0.00508873,0.00402927,0.00035657
780.00000000,0.00633778,0.00541226,0.00404562,0.00040853
810.00000000,0.00633974,0.00548074,0.00405836,0.00058392
840.00000000,0.00642993,0.00571156,0.00407180,0.00058804
870.00000000,0.00654462,0.00579238,0.00407194,0.00058986
900.00000000,0.00655987,0.00589905,0.00420913,0.00059621
930.00000000,0.00681790,0.00637723,0.00422819,0.00059828
960.00000000,0.00704697,0.00721074,0.00435337,0.00060476
990.00000000,0.00722525,0.00799943,0.00451663,0.00060858
1020.00000000,0.00730986,0.00836451,0.00453835,0.00063612
1050.00000000,0.00738129,0.00872481,0.00456067,0.00066983
1080.00000000,0.00788917,0.00902147,0.00457592,0.00067181
1110.00000000,0.00794105,0.00903669,0.00459527,0.00067301
1140.00000000,0.00796161,0.00903973,0.00461056,0.00067863
1170.00000000,0.00796319,0.00908214,0.00461274,0.00072400
1200.00000000,0.00797367,0.00915076,0.00463700,0.00072402
1230.00000000,0.00804201,0.00920884,0.00463845,0.00072433
1260.00000000,0.00838953,0.00927728,0.00468367,0.00073762
1290.00000000,0.00874302,0.00935330,0.00474996,0.00074138
1320.00000000,0.00884695,0.00935817,0.00479619,0.00074280
1350.00000000,0.00894272,0.00936707,0.00485093,0.00074315
1380.00000000,0.00944345,0.00948385,0.00502573,0.00074588
1410.00000000,0.01012577,0.00960071,0.00507571,0.00081380
1440.00000000,0.01081177,0.00980884,0.00507647,0.00097350
1470.00000000,0.01092132,0.00984058,0.00507665,0.00099294
1500.00000000,0.01092222,0.00995519,0.00514399,0.00099535
1530.00000000,0.01092942,0.00999748,0.00514679,0.00099995
1560.00000000,0.01095099,0.01000900,0.00514728,0.00100025
1590.00000000,0.01095923,0.01005607,0.00514905,0.00100732
1620.00000000,0.01096232,0.01007719,0.00515040,0.00103423
1650.00000000,0.01096272,0.01007750,0.00515905,0.00105132
1680.00000000,0.01096688,0.01008899,0.00516671,0.00106828
1710.00000000,0.01098321,0.01008909,0.00522553,0.00107920
1740.00000000,0.01099038,0.01008909,0.00529623,0.00111133
1770.00000000,0.01099878,0.01011770,0.00529688,0.00111402
1800.00000000,0.01100037,0.01015109,0.00529813,0.00114578
1830.00000000,0.01110040,0.01016168,0.00532831,0.00114736
1860.00000000,0.01121166,0.01022852,0.00532872,0.00115647
1890.00000000,0.01123441,0.01023410,0.00534410,0.00116678
1920.00000000,0.01123445,0.01024088,0.00537491,0.00117435
1950.00000000,0.01127578,0.01024832,0.00540575,0.00117779
1980.00000000,0.01134195,0.01027295,0.00558271,0.00117783
2010.00000000,0.01136331,0.01027519,0.00558276,0.00118903
2040.00000000,0.01143024,0.01030820,0.00558796,0.00118905
2070.00000000,0.01147169,0.01031827,0.00559253,0.00119033
2100.00000000,0.01148199,0.01031893,0.00559740,0.00119036
2130.00000000,0.01148347,0.01032168,0.00560143,0.00119111
2160.00000000,0.01152706,0.01032217,0.00562040,0.00119981
2190.00000000,0.01152734,0.01042473,0.00566137,0.00121008
2220.00000000,0.01153212,0.01055927,0.00572224,0.00121267
