times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
1650.00000000,0.00376340,0.00330599,0.00155098,0.00029843
1680.00000000,0.00381556,0.00330729,0.00159568,0.00029880
1710.00000000,0.00389725,0.00330886,0.00164971,0.00030744
1740.00000000,0.00390662,0.00333049,0.00168122,0.00031184
1770.00000000,0.00393026,0.00333344,0.00168521,0.00033286
1800.00000000,0.00394444,0.00333691,0.00169988,0.00033609
1830.00000000,0.00394966,0.00333763,0.00173406,0.00034347
1860.00000000,0.00396026,0.00334147,0.00182625,0.00036269
1890.00000000,0.00406527,0.00334155,0.00192130,0.00036274
1920.00000000,0.00423572,0.00334612,0.00208889,0.00036780
1950.00000000,0.00427718,0.00340433,0.00220394,0.00037896
1980.00000000,0.00428140,0.00354859,0.00232570,0.00038815
2010.00000000,0.00431953,0.00389064,0.00242333,0.00039409
2040.00000000,0.00435441,0.00412778,0.00248406,0.00039699
2070.00000000,0.00449394,0.00437425,0.00249910,0.00039699
2100.00000000,0.00453097,0.00441138,0.00249989,0.00039776
2130.00000000,0.00454837,0.00441569,0.00250014,0.00040449
2160.00000000,0.00455276,0.00445196,0.00250016,0.00041883
2190.00000000,0.00458787,0.00449224,0.00250791,0.00042912
2220.00000000,0.00473884,0.00455197,0.00251526,0.00043253
2250.00000000,0.00488427,0.00463286,0.00252552,0.00043255
2280.00000000,0.00501539,0.00471593,0.00252665,0.00043418
2310.00000000,0.00514619,0.00475374,0.00257103,0.00043607
2340.00000000,0.00546261,0.00478629,0.00266778,0.00044112
2370.00000000,0.00561852,0.00478735,0.00276133,0.00044430
2400.00000000,0.00567635,0.00479037,0.00283499,0.00045169
2430.00000000,0.00569427,0.00479098,0.00285862,0.00045367
2460.00000000,0.00569863,0.00479184,0.00286193,0.00045411
2490.00000000,0.00569875,0.00479406,0.00286193,0.00045549
2520.00000000,0.00570652,0.00480173,0.00286273,0.00045631
2550.00000000,0.00570728,0.00480905,0.00286332,0.00046311
2580.00000000,0.00570767,0.00481519,0.00286627,0.00046313
2610.00000000,0.00570773,0.00481519,0.00286737,0.00046476
2640.00000000,0.00571181,0.00481727,0.00286886,0.00048667
2670.00000000,0.00572567,0.00481792,0.00288053,0.00048790
2700.00000000,0.00573191,0.00482086,0.00288363,0.00048885
2730.00000000,0.00577499,0.00482884,0.00288866,0.00049109
2760.00000000,0.00578924,0.00482942,0.00291824,0.00049190
2790.00000000,0.00579315,0.00483367,0.00292563,0.00049364
2820.00000000,0.00581119,0.00483402,0.00293352,0.00049436
2850.00000000,0.00581417,0.00483419,0.00294822,0.00049726
2880.00000000,0.00581515,0.00488130,0.00298617,0.00049734
2910.00000000,0.00581516,0.00488840,0.00299720,0.00049766
2940.00000000,0.00581772,0.00491185,0.00300042,0.00049976
2970.00000000,0.00582167,0.00495050,0.00300826,0.00050179
3000.00000000,0.00583785,0.00496487,0.00300932,0.00050243
3030.00000000,0.00589934,0.00502029,0.00300944,0.00050244
3060.00000000,0.00600200,0.00507746,0.00303508,0.00050865
3090.00000000,0.00612854,0.00514555,0.00304287,0.00050869
3120.00000000,0.00621345,0.00515808,0.00307311,0.00050872
3150.00000000,0.00633435,0.00518334,0.00310394,0.00050890
3180.00000000,0.00652362,0.00524847,0.00311439,0.00051492
3210.00000000,0.00658623,0.00525952,0.00313962,0.00051511
3240.00000000,0.00660804,0.00526457,0.00314988,0.00051572
3270.00000000,0.00662200,0.00527165,0.00316230,0.00052171
3300.00000000,0.00666147,0.00527928,0.00317397,0.00052172
3330.00000000,0.00669059,0.00528376,0.00318065,0.00052221
3360.00000000,0.00671866,0.00529834,0.00318069,0.00052385
3390.00000000,0.00673481,0.00534160,0.00319682,0.00052597
3420.00000000,0.00679540,0.00546529,0.00320535,0.00052615
3450.00000000,0.00689555,0.00561237,0.00320719,0.00052673
3480.00000000,0.00696066,0.00564634,0.00321522,0.00052709
3510.00000000,0.00698125,0.00567081,0.00322725,0.00054212
3540.00000000,0.00702777,0.00570300,0.00325031,0.00055548
3570.00000000,0.00711856,0.00571263,0.00328910,0.00055552
3600.00000000,0.00718292,0.00571380,0.00331021,0.00056102
