times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00001559,0.00002251,0.00000047,0.00000001
60.00000000,0.00003349,0.00004786,0.00000087,0.00000004
90.00000000,0.00003384,0.00006665,0.00001613,0.00000007
120.00000000,0.00005231,0.00006801,0.00002453,0.00000012
150.00000000,0.00006557,0.00006871,0.00003209,0.00000012
180.00000000,0.00014396,0.00008163,0.00006766,0.00000062
210.00000000,0.00022754,0.00008210,0.00017034,0.00000343
240.00000000,0.00023403,0.00008214,0.00020036,0.00001326
270.00000000,0.00023422,0.00008795,0.00020681,0.00001357
300.00000000,0.00023862,0.00009959,0.00021001,0.00001379
330.00000000,0.00024115,0.00010191,0.00021439,0.00001788
360.00000000,0.00025475,0.00012685,0.00021685,0.00002616
390.00000000,0.00026477,0.00014247,0.00021829,0.00003011
420.00000000,0.00034098,0.00026270,0.00021870,0.00003266
450.00000000,0.00043291,0.00041130,0.00021883,0.00003770
480.00000000,0.00086552,0.00073663,0.00028572,0.00006703
510.00000000,0.00132001,0.00101967,0.00032522,0.00007023
540.00000000,0.00155350,0.00110303,0.00039945,0.00007632
570.00000000,0.00204091,0.00134966,0.00042647,0.00007770
600.00000000,0.00212461,0.00151739,0.00042649,0.00009113
630.00000000,0.00213755,0.00157324,0.00042887,0.00009659
660.00000000,0.00214398,0.00163821,0.00045504,0.00009675
690.00000000,0.00214402,0.00169494,0.00051028,0.00009676
720.00000000,0.00216619,0.00172862,0.00051664,0.00009880
750.00000000,0.00217253,0.00174791,0.00054639,0.00011161
780.00000000,0.00225858,0.00175880,0.00065180,0.00011694
810.00000000,0.00231212,0.00178711,0.00080398,0.00011704
840.00000000,0.00233774,0.00178712,0.00081566,0.00012009
870.00000000,0.00235053,0.00178713,0.00082240,0.00012085
900.00000000,0.00235700,0.00179713,0.00083281,0.00012700
930.00000000,0.00241740,0.00183801,0.00083925,0.00012835
960.00000000,0.00253294,0.00184365,0.00086655,0.00013827
990.00000000,0.00255441,0.00184446,0.00091700,0.00014966
1020.00000000,0.00265542,0.00185144,0.00099226,0.00015126
1050.00000000,0.00269717,0.00185150,0.00102502,0.00015219
1080.00000000,0.00271009,0.00185542,0.00102590,0.00015870
1110.00000000,0.00272744,0.00186219,0.00106025,0.00015952
1140.00000000,0.00272783,0.00189121,0.00107642,0.00016347
1170.00000000,0.00272869,0.00197209,0.00116032,0.00016467
1200.00000000,0.00276917,0.00199303,0.00116204,0.00016489
1230.00000000,0.00286214,0.00203648,0.00116323,0.00018201
1260.00000000,0.00298406,0.00209080,0.00116344,0.00019230
1290.00000000,0.00301937,0.00212567,0.00116726,0.00019627
1320.00000000,0.00302060,0.00212873,0.00116794,0.00020985
1350.00000000,0.00303029,0.00220427,0.00122774,0.00021448
1380.00000000,0.00308044,0.00223625,0.00133502,0.00022014
1410.00000000,0.00310143,0.00228882,0.00138704,0.00024149
1440.00000000,0.00310201,0.00238784,0.00142782,0.00024933
1470.00000000,0.00312581,0.00261734,0.00144987,0.00028042
1500.00000000,0.00321657,0.00278865,0.00146467,0.00028050
1530.00000000,0.00327420,0.00293273,0.00147542,0.00028178
1560.00000000,0.00349469,0.00313971,0.00148174,0.00028599
1590.00000000,0.00360922,0.00325115,0.00148261,0.00028662
1620.00000000,0.00370475,0.00330597,0.00151205,0.00029596
