times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000399,0.00000797,0.00000087,0.00000001
60.00000000,0.00001391,0.00005977,0.00001198,0.00000052
90.00000000,0.00002019,0.00007628,0.00001238,0.00000137
120.00000000,0.00013372,0.00022222,0.00002778,0.00000761
150.00000000,0.00013978,0.00026131,0.00005661,0.00001011
180.00000000,0.00014105,0.00026321,0.00006088,0.00001340
210.00000000,0.00034540,0.00043519,0.00006191,0.00001824
240.00000000,0.00064192,0.00062171,0.00007558,0.00007094
270.00000000,0.00077727,0.00063646,0.00007660,0.00011697
300.00000000,0.00081406,0.00068098,0.00008132,0.00011942
330.00000000,0.00084520,0.00068118,0.00010264,0.00011968
360.00000000,0.00085179,0.00068148,0.00011226,0.00012084
390.00000000,0.00087255,0.00068231,0.00012154,0.00012119
420.00000000,0.00089688,0.00072871,0.00012793,0.00012161
450.00000000,0.00101025,0.00085644,0.00012824,0.00012162
480.00000000,0.00124486,0.00088040,0.00038917,0.00015447
510.00000000,0.00125114,0.00089057,0.00047867,0.00016865
540.00000000,0.00125412,0.00092598,0.00051224,0.00017219
570.00000000,0.00125717,0.00093054,0.00051305,0.00017386
600.00000000,0.00137436,0.00097174,0.00051386,0.00020204
630.00000000,0.00148130,0.00103311,0.00051478,0.00021405
660.00000000,0.00151448,0.00106655,0.00054480,0.00024384
690.00000000,0.00151605,0.00110835,0.00056729,0.00024406
720.00000000,0.00152709,0.00111369,0.00057263,0.00030716
750.00000000,0.00157512,0.00114438,0.00060841,0.00032824
780.00000000,0.00174788,0.00119808,0.00066102,0.00033030
810.00000000,0.00187534,0.00124097,0.00067318,0.00033188
840.00000000,0.00208025,0.00125687,0.00069976,0.00035862
870.00000000,0.00209826,0.00126130,0.00074896,0.00035906
900.00000000,0.00209838,0.00127092,0.00077357,0.00036391
930.00000000,0.00212492,0.00127234,0.00078199,0.00036504
960.00000000,0.00217665,0.00127415,0.00078338,0.00038678
990.00000000,0.00222105,0.00130855,0.00078777,0.00039515
1020.00000000,0.00233340,0.00137325,0.00079279,0.00041816
1050.00000000,0.00236351,0.00139740,0.00079572,0.00042338
1080.00000000,0.00236771,0.00143776,0.00081191,0.00042346
1110.00000000,0.00241450,0.00144242,0.00081217,0.00049547
1140.00000000,0.00242151,0.00148225,0.00081222,0.00051045
1170.00000000,0.00242537,0.00151193,0.00081233,0.00052032
1200.00000000,0.00244101,0.00158923,0.00082075,0.00052407
1230.00000000,0.00245138,0.00158934,0.00082144,0.00053782
1260.00000000,0.00252872,0.00162913,0.00086360,0.00055387
1290.00000000,0.00260090,0.00172159,0.00086475,0.00055388
1320.00000000,0.00275833,0.00184626,0.00088110,0.00058332
1350.00000000,0.00285048,0.00191636,0.00089151,0.00060314
1380.00000000,0.00289973,0.00193540,0.00090358,0.00060381
1410.00000000,0.00304591,0.00202111,0.00091030,0.00060387
1440.00000000,0.00315551,0.00206421,0.00093427,0.00060485
1470.00000000,0.00320175,0.00207273,0.00095292,0.00060504
1500.00000000,0.00321073,0.00207584,0.00096479,0.00060677
1530.00000000,0.00321092,0.00211262,0.00099151,0.00060852
1560.00000000,0.00321824,0.00220595,0.00104641,0.00060872
1590.00000000,0.00322208,0.00225095,0.00109695,0.00061115
1620.00000000,0.00324033,0.00227763,0.00110531,0.00065401
1650.00000000,0.00324351,0.00240560,0.00113242,0.00071626
1680.00000000,0.00329803,0.00250022,0.00113278,0.00071929
1710.00000000,0.00342929,0.00263856,0.00113414,0.00072002
1740.00000000,0.00346263,0.00266769,0.00113511,0.00072039
1770.00000000,0.00352017,0.00268672,0.00114279,0.00072060
1800.00000000,0.00353826,0.00269047,0.00114451,0.00072161
1830.00000000,0.00354736,0.00270123,0.00114534,0.00072202
1860.00000000,0.00354759,0.00270127,0.00115323,0.00072842
1890.00000000,0.00355179,0.00270389,0.00116489,0.00074321
1920.00000000,0.00355484,0.00271048,0.00116619,0.00074331
1950.00000000,0.00361349,0.00276046,0.00118472,0.00076725
1980.00000000,0.00362303,0.00282277,0.00123099,0.00077124
2010.00000000,0.00364083,0.00288814,0.00127941,0.00078080
2040.00000000,0.00364135,0.00291729,0.00137097,0.00080473
2070.00000000,0.00367312,0.00292924,0.00141170,0.00081208
2100.00000000,0.00367393,0.00293594,0.00141341,0.00081686
2130.00000000,0.00367428,0.00295031,0.00141341,0.00082679
2160.00000000,0.00367930,0.00296245,0.00141380,0.00083027
2190.00000000,0.00374518,0.00296873,0.00142289,0.00083701
2220.00000000,0.00388209,0.00301421,0.00143424,0.00083953
2250.00000000,0.00401012,0.00307001,0.00144101,0.00084108
2280.00000000,0.00410872,0.00314253,0.00144103,0.00084271
2310.00000000,0.00420302,0.00317194,0.00144462,0.00084843
2340.00000000,0.00431850,0.00320713,0.00144613,0.00086127
2370.00000000,0.00435980,0.00322451,0.00144837,0.00086186
2400.00000000,0.00436839,0.00322812,0.00144885,0.00086197
2430.00000000,0.00438106,0.00323220,0.00144887,0.00086487
2460.00000000,0.00438936,0.00323554,0.00145247,0.00086558
2490.00000000,0.00444029,0.00323889,0.00148521,0.00086575
2520.00000000,0.00449428,0.00324707,0.00151479,0.00086666
2550.00000000,0.00452226,0.00325182,0.00153597,0.00086888
2580.00000000,0.00457094,0.00325250,0.00157536,0.00086890
2610.00000000,0.00464048,0.00325813,0.00160202,0.00086954
2640.00000000,0.00471261,0.00325880,0.00162544,0.00088955
2670.00000000,0.00475157,0.00326187,0.00164233,0.00090465
2700.00000000,0.00476398,0.00328032,0.00166423,0.00091450
2730.00000000,0.00478621,0.00331678,0.00166501,0.00091936
2760.00000000,0.00480476,0.00334921,0.00168067,0.00094793
2790.00000000,0.00492786,0.00339292,0.00170528,0.00094816
2820.00000000,0.00494332,0.00339985,0.00170530,0.00094956
2850.00000000,0.00494367,0.00340541,0.00170776,0.00095148
2880.00000000,0.00494493,0.00340556,0.00170776,0.00095205
2910.00000000,0.00494505,0.00341951,0.00171441,0.00095270
2940.00000000,0.00495065,0.00343944,0.00171441,0.00095682
2970.00000000,0.00500309,0.00355508,0.00172339,0.00095709
3000.00000000,0.00511110,0.00373230,0.00173006,0.00095720
3030.00000000,0.00515504,0.00377931,0.00173298,0.00096095
3060.00000000,0.00521610,0.00381479,0.00175620,0.00096972
3090.00000000,0.00533497,0.00386486,0.00178605,0.00097240
3120.00000000,0.00539628,0.00386974,0.00183449,0.00097418
3150.00000000,0.00544579,0.00386993,0.00191351,0.00097943
3180.00000000,0.00551380,0.00388104,0.00195352,0.00098143
3210.00000000,0.00560847,0.00388109,0.00202565,0.00098247
3240.00000000,0.00570507,0.00388391,0.00208323,0.00098278
3270.00000000,0.00580692,0.00388569,0.00213126,0.00098612
3300.00000000,0.00583892,0.00389600,0.00217677,0.00099062
3330.00000000,0.00586233,0.00391819,0.00222264,0.00099832
3360.00000000,0.00586770,0.00395223,0.00225955,0.00100264
3390.00000000,0.00586772,0.00402232,0.00228417,0.00101516
3420.00000000,0.00588669,0.00409378,0.00228474,0.00102634
3450.00000000,0.00589078,0.00411637,0.00228496,0.00103658
3480.00000000,0.00593459,0.00413841,0.00228504,0.00103926
3510.00000000,0.00596962,0.00415419,0.00228513,0.00104199
3540.00000000,0.00597082,0.00416049,0.00229855,0.00104199
3570.00000000,0.00597136,0.00417316,0.00230840,0.00104333
3600.00000000,0.00597176,0.00417448,0.00230841,0.00104640
