times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000319,0.00000417,0.00000002,0.00000001
60.00000000,0.00033755,0.00071474,0.00005866,0.00000052
90.00000000,0.00052956,0.00114825,0.00008325,0.00000454
120.00000000,0.00075994,0.00147938,0.00008416,0.00002034
150.00000000,0.00085984,0.00167261,0.00008417,0.00003487
180.00000000,0.00086063,0.00167666,0.00008572,0.00005205
210.00000000,0.00098988,0.00168489,0.00026115,0.00007456
240.00000000,0.00136355,0.00168925,0.00040099,0.00010390
270.00000000,0.00194135,0.00177065,0.00051917,0.00012108
300.00000000,0.00194143,0.00183742,0.00067536,0.00014233
330.00000000,0.00203815,0.00185915,0.00126061,0.00023632
360.00000000,0.00283369,0.00191551,0.00171718,0.00023677
390.00000000,0.00476039,0.00213736,0.00209023,0.00033057
420.00000000,0.00517473,0.00216220,0.00257966,0.00037617
450.00000000,0.00517917,0.00235851,0.00379819,0.00072921
480.00000000,0.00534447,0.00268833,0.00388776,0.00074651
510.00000000,0.00561894,0.00270159,0.00399104,0.00084741
540.00000000,0.00569563,0.00276553,0.00403919,0.00094373
570.00000000,0.00569575,0.00280390,0.00404025,0.00100102
600.00000000,0.00569671,0.00287947,0.00418437,0.00101946
630.00000000,0.00580881,0.00325676,0.00437802,0.00104526
660.00000000,0.00617836,0.00328328,0.00472926,0.00106705
690.00000000,0.00646545,0.00360366,0.00529401,0.00118978
720.00000000,0.00646546,0.00385450,0.00529602,0.00140102
750.00000000,0.00666104,0.00417026,0.00529848,0.00140594
780.00000000,0.00687396,0.00418736,0.00537265,0.00140934
810.00000000,0.00688780,0.00418738,0.00537347,0.00143230
840.00000000,0.00715907,0.00451577,0.00537405,0.00143812
870.00000000,0.00743069,0.00504313,0.00548033,0.00145275
900.00000000,0.00746650,0.00516278,0.00549088,0.00152002
930.00000000,0.00777428,0.00589607,0.00554582,0.00152453
960.00000000,0.00799950,0.00675265,0.00555170,0.00166461
990.00000000,0.00808207,0.00684912,0.00593792,0.00208027
1020.00000000,0.00824517,0.00685183,0.00634009,0.00216001
1050.00000000,0.00831677,0.00685979,0.00650703,0.00216269
1080.00000000,0.00867730,0.00690165,0.00658023,0.00217839
1110.00000000,0.01011473,0.00705542,0.00670632,0.00238242
1140.00000000,0.01028167,0.00706379,0.00695595,0.00238242
1170.00000000,0.01056687,0.00707791,0.00706079,0.00239078
1200.00000000,0.01102272,0.00708549,0.00715154,0.00247306
1230.00000000,0.01174205,0.00743230,0.00718464,0.00247904
1260.00000000,0.01205133,0.00743299,0.00744329,0.00248449
1290.00000000,0.01228460,0.00745709,0.00816162,0.00252831
1320.00000000,0.01272466,0.00748115,0.00923758,0.00257617
1350.00000000,0.01316326,0.00756722,0.01032544,0.00258381
1380.00000000,0.01341179,0.00761629,0.01063135,0.00261168
1410.00000000,0.01345527,0.00769467,0.01075604,0.00263001
1440.00000000,0.01358323,0.00773948,0.01084963,0.00265557
1470.00000000,0.01402607,0.00804439,0.01096124,0.00270433
1500.00000000,0.01417716,0.00817854,0.01099665,0.00273180
1530.00000000,0.01445518,0.00853825,0.01099665,0.00273693
1560.00000000,0.01451464,0.00881908,0.01099790,0.00284022
1590.00000000,0.01477259,0.00942672,0.01104104,0.00284431
1620.00000000,0.01512207,0.01017407,0.01104135,0.00292899
1650.00000000,0.01619702,0.01107317,0.01114557,0.00298386
1680.00000000,0.01790608,0.01190325,0.01122421,0.00299727
1710.00000000,0.01955552,0.01250113,0.01131972,0.00303809
1740.00000000,0.01986889,0.01256220,0.01143914,0.00303917
1770.00000000,0.02023230,0.01266223,0.01144360,0.00308746
1800.00000000,0.02035220,0.01273530,0.01144365,0.00309222
1830.00000000,0.02082968,0.01315466,0.01145534,0.00309641
1860.00000000,0.02116417,0.01334584,0.01145725,0.00313058
1890.00000000,0.02153132,0.01347181,0.01145741,0.00318742
1920.00000000,0.02170929,0.01374961,0.01149894,0.00319714
1950.00000000,0.02201680,0.01438644,0.01159727,0.00320205
1980.00000000,0.02221087,0.01487440,0.01162070,0.00321307
2010.00000000,0.02286509,0.01497063,0.01177352,0.00322467
2040.00000000,0.02337358,0.01504915,0.01181068,0.00328231
2070.00000000,0.02338697,0.01505350,0.01182127,0.00328513
2100.00000000,0.02338712,0.01509935,0.01185900,0.00328619
2130.00000000,0.02338896,0.01512368,0.01188210,0.00328838
2160.00000000,0.02340615,0.01515816,0.01198507,0.00328840
2190.00000000,0.02341137,0.01518927,0.01205018,0.00328844
2220.00000000,0.02341191,0.01519425,0.01220242,0.00340596
2250.00000000,0.02369439,0.01522884,0.01232319,0.00340597
2280.00000000,0.02388776,0.01531069,0.01232745,0.00345388
2310.00000000,0.02420367,0.01550914,0.01236512,0.00355041
2340.00000000,0.02433390,0.01560699,0.01236608,0.00355664
2370.00000000,0.02472812,0.01577750,0.01238948,0.00356048
2400.00000000,0.02506901,0.01585112,0.01251085,0.00356177
2430.00000000,0.02583619,0.01601911,0.01252819,0.00367356
2460.00000000,0.02604927,0.01601951,0.01257418,0.00374484
2490.00000000,0.02604942,0.01611647,0.01262996,0.00374883
2520.00000000,0.02611712,0.01615271,0.01272754,0.00376793
2550.00000000,0.02613068,0.01615284,0.01279615,0.00378598
2580.00000000,0.02614391,0.01620883,0.01286116,0.00379533
2610.00000000,0.02617209,0.01621216,0.01287157,0.00381061
2640.00000000,0.02620507,0.01622359,0.01287880,0.00395016
2670.00000000,0.02623789,0.01623974,0.01289420,0.00413707
2700.00000000,0.02624926,0.01630231,0.01289493,0.00415061
2730.00000000,0.02639060,0.01634513,0.01290499,0.00415533
2760.00000000,0.02661420,0.01644388,0.01291727,0.00415762
2790.00000000,0.02674392,0.01672556,0.01298712,0.00416641
2820.00000000,0.02674449,0.01684283,0.01302679,0.00418071
2850.00000000,0.02675270,0.01688757,0.01303985,0.00421600
2880.00000000,0.02676450,0.01692560,0.01309979,0.00421946
2910.00000000,0.02679997,0.01698230,0.01314149,0.00424332
2940.00000000,0.02684324,0.01698644,0.01325098,0.00424675
2970.00000000,0.02701650,0.01714582,0.01325880,0.00425787
3000.00000000,0.02712155,0.01729626,0.01328872,0.00426979
3030.00000000,0.02720228,0.01747209,0.01330869,0.00426983
3060.00000000,0.02730148,0.01772035,0.01331723,0.00427809
3090.00000000,0.02751905,0.01797705,0.01331736,0.00427892
3120.00000000,0.02767148,0.01809835,0.01331750,0.00428182
3150.00000000,0.02771443,0.01810134,0.01339211,0.00429637
3180.00000000,0.02780046,0.01810160,0.01359745,0.00432732
3210.00000000,0.02795767,0.01813119,0.01389032,0.00432806
3240.00000000,0.02824264,0.01813124,0.01417423,0.00432813
3270.00000000,0.02854819,0.01813133,0.01434326,0.00434564
3300.00000000,0.02885493,0.01813283,0.01445902,0.00437618
3330.00000000,0.02902596,0.01815303,0.01455784,0.00443440
3360.00000000,0.02910104,0.01819315,0.01463254,0.00447482
3390.00000000,0.02911853,0.01830628,0.01464255,0.00448565
3420.00000000,0.02918018,0.01835628,0.01464530,0.00448642
3450.00000000,0.02922818,0.01835628,0.01465339,0.00450232
3480.00000000,0.02923016,0.01836914,0.01466973,0.00458398
3510.00000000,0.02926625,0.01837530,0.01472796,0.00460085
3540.00000000,0.02940429,0.01850775,0.01472877,0.00460129
3570.00000000,0.02946587,0.01861352,0.01472882,0.00460625
3600.00000000,0.02948199,0.01861365,0.01477300,0.00461523
