times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00018255,0.00017038,0.00000012,0.00000001
60.00000000,0.00030832,0.00025393,0.00000830,0.00000063
90.00000000,0.00051366,0.00038918,0.00000973,0.00000290
120.00000000,0.00080120,0.00070428,0.00001739,0.00000680
150.00000000,0.00107824,0.00083672,0.00006107,0.00000897
180.00000000,0.00127015,0.00096052,0.00006832,0.00000897
210.00000000,0.00159176,0.00099605,0.00011940,0.00003226
240.00000000,0.00177515,0.00101404,0.00013959,0.00005537
270.00000000,0.00178798,0.00101663,0.00015079,0.00005877
300.00000000,0.00180227,0.00102239,0.00015873,0.00007008
330.00000000,0.00181722,0.00104948,0.00019177,0.00008112
360.00000000,0.00182581,0.00112948,0.00019432,0.00018674
390.00000000,0.00197083,0.00125628,0.00022915,0.00021295
420.00000000,0.00220538,0.00132399,0.00024708,0.00022108
450.00000000,0.00247941,0.00139132,0.00024806,0.00027522
480.00000000,0.00251443,0.00139491,0.00029897,0.00027568
510.00000000,0.00252788,0.00142737,0.00038877,0.00027569
540.00000000,0.00257812,0.00144372,0.00042326,0.00028369
570.00000000,0.00258789,0.00144986,0.00045882,0.00028382
600.00000000,0.00270126,0.00152896,0.00047933,0.00029152
630.00000000,0.00274238,0.00153115,0.00050466,0.00029969
660.00000000,0.00285086,0.00154409,0.00054401,0.00029999
690.00000000,0.00311755,0.00155738,0.00056080,0.00037371
720.00000000,0.00327786,0.00159374,0.00057049,0.00046865
750.00000000,0.00327963,0.00161529,0.00057926,0.00050801
780.00000000,0.00329805,0.00161925,0.00058637,0.00058810
810.00000000,0.00329919,0.00166806,0.00058786,0.00063912
840.00000000,0.00335697,0.00173056,0.00065045,0.00070661
870.00000000,0.00351312,0.00177361,0.00082498,0.00075957
900.00000000,0.00402409,0.00193989,0.00090703,0.00075999
930.00000000,0.00429275,0.00208535,0.00096496,0.00077075
960.00000000,0.00469642,0.00237684,0.00097929,0.00077134
990.00000000,0.00513046,0.00276859,0.00097929,0.00077242
1020.00000000,0.00545200,0.00301029,0.00097930,0.00077773
1050.00000000,0.00571717,0.00319885,0.00098449,0.00077780
1080.00000000,0.00614711,0.00334491,0.00100994,0.00079079
1110.00000000,0.00617691,0.00335044,0.00103006,0.00079269
1140.00000000,0.00632067,0.00339704,0.00106321,0.00079305
1170.00000000,0.00658804,0.00344375,0.00121296,0.00080045
1200.00000000,0.00707129,0.00360887,0.00133497,0.00080411
1230.00000000,0.00742729,0.00375885,0.00139237,0.00080502
1260.00000000,0.00764835,0.00379142,0.00145248,0.00080700
1290.00000000,0.00786424,0.00383260,0.00149660,0.00080967
1320.00000000,0.00797438,0.00383278,0.00153143,0.00082707
