times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
1350.00000000,0.00798364,0.00389903,0.00158331,0.00084290
1380.00000000,0.00798388,0.00401396,0.00166548,0.00084754
1410.00000000,0.00802041,0.00420540,0.00170793,0.00084917
1440.00000000,0.00820302,0.00449918,0.00172086,0.00084918
1470.00000000,0.00831428,0.00479980,0.00175618,0.00084989
1500.00000000,0.00833499,0.00495475,0.00177960,0.00085924
1530.00000000,0.00833846,0.00498398,0.00178246,0.00086268
1560.00000000,0.00834702,0.00500659,0.00178306,0.00086379
1590.00000000,0.00837707,0.00506833,0.00178561,0.00087955
1620.00000000,0.00863691,0.00524796,0.00181146,0.00088516
1650.00000000,0.00891919,0.00538262,0.00185880,0.00088799
1680.00000000,0.00907473,0.00539054,0.00197695,0.00088947
1710.00000000,0.00918560,0.00539243,0.00207311,0.00088989
1740.00000000,0.00922309,0.00543488,0.00224859,0.00089026
1770.00000000,0.00928048,0.00549631,0.00246541,0.00089073
1800.00000000,0.00933402,0.00558709,0.00256544,0.00093757
1830.00000000,0.00938110,0.00562484,0.00259461,0.00099539
1860.00000000,0.00941879,0.00570145,0.00259640,0.00099702
1890.00000000,0.00944220,0.00584039,0.00262665,0.00099912
1920.00000000,0.00948167,0.00600292,0.00263407,0.00101312
1950.00000000,0.00961253,0.00630263,0.00264337,0.00102109
1980.00000000,0.00978160,0.00660278,0.00265696,0.00102150
2010.00000000,0.00984674,0.00674379,0.00266522,0.00102236
2040.00000000,0.00993706,0.00690588,0.00269072,0.00102568
2070.00000000,0.01008856,0.00714635,0.00272214,0.00103147
2100.00000000,0.01028461,0.00736802,0.00272765,0.00103360
2130.00000000,0.01040366,0.00746710,0.00273106,0.00103440
2160.00000000,0.01045203,0.00749777,0.00274621,0.00104053
2190.00000000,0.01050034,0.00750892,0.00275024,0.00104311
2220.00000000,0.01050344,0.00750896,0.00276063,0.00104590
2250.00000000,0.01052116,0.00751578,0.00277329,0.00104974
2280.00000000,0.01057191,0.00753387,0.00277547,0.00105169
2310.00000000,0.01062388,0.00753899,0.00278644,0.00105436
2340.00000000,0.01064073,0.00754034,0.00280475,0.00105534
2370.00000000,0.01066009,0.00754579,0.00280747,0.00106916
2400.00000000,0.01066333,0.00755037,0.00281788,0.00106967
2430.00000000,0.01066371,0.00756082,0.00282931,0.00107025
2460.00000000,0.01066597,0.00756593,0.00284028,0.00107678
2490.00000000,0.01066619,0.00757659,0.00286222,0.00108034
2520.00000000,0.01066788,0.00760543,0.00287179,0.00108130
2550.00000000,0.01067019,0.00765072,0.00287768,0.00108904
2580.00000000,0.01067378,0.00766772,0.00288760,0.00108989
2610.00000000,0.01067752,0.00766791,0.00288771,0.00109720
2640.00000000,0.01067797,0.00766791,0.00288791,0.00109725
2670.00000000,0.01067802,0.00767054,0.00289923,0.00109951
2700.00000000,0.01068143,0.00767304,0.00291133,0.00109952
2730.00000000,0.01068521,0.00768236,0.00293259,0.00109967
2760.00000000,0.01069480,0.00768406,0.00294701,0.00110003
2790.00000000,0.01072778,0.00769140,0.00295519,0.00110006
2820.00000000,0.01076460,0.00770197,0.00296236,0.00110008
2850.00000000,0.01078148,0.00770285,0.00296692,0.00110115
2880.00000000,0.01078364,0.00770293,0.00297012,0.00110115
2910.00000000,0.01078695,0.00770366,0.00297198,0.00110132
2940.00000000,0.01079952,0.00773228,0.00297567,0.00110133
2970.00000000,0.01080066,0.00774290,0.00297622,0.00110343
3000.00000000,0.01080068,0.00774944,0.00297675,0.00110629
3030.00000000,0.01080230,0.00775587,0.00298026,0.00110666
3060.00000000,0.01080701,0.00776995,0.00298997,0.00110902
3090.00000000,0.01080797,0.00777378,0.00300147,0.00110923
3120.00000000,0.01080843,0.00777619,0.00300151,0.00110965
3150.00000000,0.01080889,0.00777872,0.00300504,0.00110980
3180.00000000,0.01081129,0.00779124,0.00300584,0.00111100
3210.00000000,0.01081166,0.00779801,0.00301021,0.00111227
3240.00000000,0.01081299,0.00782132,0.00301851,0.00111291
3270.00000000,0.01082188,0.00783634,0.00301893,0.00111527
3300.00000000,0.01083120,0.00784067,0.00301954,0.00111531
3330.00000000,0.01083122,0.00784725,0.00302296,0.00111564
3360.00000000,0.01083199,0.00788191,0.00304339,0.00111587
3390.00000000,0.01083480,0.00789453,0.00307361,0.00111595
3420.00000000,0.01083780,0.00790164,0.00309123,0.00111599
3450.00000000,0.01083917,0.00791253,0.00311537,0.00112373
3480.00000000,0.01083927,0.00791514,0.00311936,0.00112374
3510.00000000,0.01083939,0.00791868,0.00312312,0.00112383
3540.00000000,0.01083966,0.00792274,0.00312527,0.00112383
3570.00000000,0.01084291,0.00792852,0.00313139,0.00112682
3600.00000000,0.01084383,0.00793579,0.00313217,0.00113368
