times, G0G1_phase_csse, S_phase_csse, G2_phase_csse, M_phase_csse
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00001310,0.00000044,0.00000813,0.00000001
60.00000000,0.00057435,0.00120902,0.00011546,0.00000052
90.00000000,0.00105682,0.00278827,0.00036414,0.00000454
120.00000000,0.00148051,0.00379383,0.00046126,0.00000616
150.00000000,0.00175402,0.00388123,0.00058230,0.00002069
180.00000000,0.00181688,0.00399610,0.00059733,0.00006513
210.00000000,0.00204915,0.00416727,0.00062940,0.00007742
240.00000000,0.00205816,0.00427045,0.00063020,0.00014225
270.00000000,0.00207430,0.00452217,0.00073546,0.00014477
300.00000000,0.00209781,0.00502881,0.00098418,0.00027901
330.00000000,0.00220675,0.00571649,0.00123200,0.00027901
360.00000000,0.00223689,0.00585239,0.00123351,0.00030341
390.00000000,0.00313574,0.00639583,0.00123448,0.00033575
420.00000000,0.00420977,0.00773674,0.00126031,0.00033728
450.00000000,0.00447390,0.00810360,0.00128817,0.00040419
480.00000000,0.00448063,0.00810490,0.00131389,0.00041726
510.00000000,0.00448628,0.00813460,0.00132165,0.00045157
540.00000000,0.00453627,0.00814217,0.00136460,0.00056978
570.00000000,0.00467263,0.00833707,0.00136503,0.00057243
600.00000000,0.00579570,0.00874610,0.00136599,0.00072390
630.00000000,0.00710023,0.00917908,0.00141354,0.00079471
660.00000000,0.00726172,0.00919643,0.00143901,0.00080694
690.00000000,0.00850295,0.00935478,0.00174556,0.00083334
720.00000000,0.01072288,0.01004660,0.00193983,0.00088061
750.00000000,0.01184569,0.01012871,0.00231292,0.00090694
780.00000000,0.01222610,0.01013064,0.00231554,0.00129651
810.00000000,0.01224836,0.01039165,0.00246640,0.00137032
840.00000000,0.01224838,0.01052249,0.00248441,0.00142024
870.00000000,0.01238582,0.01066810,0.00248441,0.00142035
900.00000000,0.01249738,0.01104298,0.00248943,0.00146339
930.00000000,0.01311531,0.01177700,0.00250376,0.00149963
960.00000000,0.01587053,0.01288550,0.00266837,0.00154016
990.00000000,0.01888095,0.01357063,0.00308244,0.00160977
1020.00000000,0.02208345,0.01419296,0.00342901,0.00177949
1050.00000000,0.02393032,0.01442209,0.00345970,0.00227670
1080.00000000,0.02440904,0.01461533,0.00349074,0.00246031
1110.00000000,0.02463317,0.01473489,0.00349074,0.00247634
1140.00000000,0.02496069,0.01481615,0.00349325,0.00259017
1170.00000000,0.02528086,0.01539310,0.00359723,0.00260674
1200.00000000,0.02595421,0.01562184,0.00362820,0.00263440
1230.00000000,0.02762671,0.01637373,0.00364260,0.00293265
1260.00000000,0.02849387,0.01684050,0.00365529,0.00295097
1290.00000000,0.02910911,0.01752041,0.00370228,0.00298215
1320.00000000,0.02912106,0.01755305,0.00386089,0.00299388
1350.00000000,0.02927016,0.01758664,0.00396061,0.00305821
1380.00000000,0.02932304,0.01759262,0.00399653,0.00305957
1410.00000000,0.02943335,0.01762414,0.00410293,0.00308902
1440.00000000,0.02989392,0.01780830,0.00419949,0.00309277
1470.00000000,0.03001159,0.01788773,0.00421063,0.00309474
1500.00000000,0.03019553,0.01808959,0.00424560,0.00313774
1530.00000000,0.03078001,0.01832064,0.00439433,0.00314811
1560.00000000,0.03082366,0.01832145,0.00439939,0.00317578
1590.00000000,0.03083727,0.01832840,0.00439951,0.00317627
1620.00000000,0.03084082,0.01834522,0.00440030,0.00317804
1650.00000000,0.03085191,0.01834944,0.00442996,0.00329533
1680.00000000,0.03086228,0.01837935,0.00443258,0.00340159
1710.00000000,0.03088756,0.01849703,0.00443533,0.00370912
1740.00000000,0.03090208,0.01875650,0.00451258,0.00372144
1770.00000000,0.03090230,0.01878577,0.00451288,0.00374997
1800.00000000,0.03093344,0.01878743,0.00456690,0.00375932
1830.00000000,0.03098900,0.01879899,0.00456784,0.00378457
1860.00000000,0.03100411,0.01880670,0.00457236,0.00379505
1890.00000000,0.03101002,0.01884821,0.00466587,0.00379568
1920.00000000,0.03111402,0.01886613,0.00478448,0.00380822
1950.00000000,0.03112938,0.01897288,0.00478886,0.00382687
1980.00000000,0.03124220,0.01920177,0.00479024,0.00385915
2010.00000000,0.03153638,0.01930106,0.00489252,0.00386771
2040.00000000,0.03169525,0.01930566,0.00510810,0.00388553
2070.00000000,0.03186728,0.01931161,0.00519336,0.00388761
2100.00000000,0.03191914,0.01939438,0.00528990,0.00392952
2130.00000000,0.03191984,0.01942257,0.00530062,0.00393775
2160.00000000,0.03194240,0.01945963,0.00530393,0.00401907
2190.00000000,0.03206424,0.01946567,0.00530547,0.00407295
2220.00000000,0.03207594,0.01947033,0.00530641,0.00407304
2250.00000000,0.03216242,0.01949824,0.00530968,0.00407792
2280.00000000,0.03222963,0.01955292,0.00530968,0.00407851
2310.00000000,0.03223871,0.01956775,0.00531668,0.00408178
2340.00000000,0.03231287,0.01956949,0.00534566,0.00408542
2370.00000000,0.03235898,0.01959842,0.00536015,0.00415535
2400.00000000,0.03243776,0.01967870,0.00537687,0.00417139
2430.00000000,0.03268910,0.01976125,0.00538669,0.00426942
2460.00000000,0.03276965,0.01983617,0.00540797,0.00429375
2490.00000000,0.03291662,0.01984175,0.00548096,0.00429523
2520.00000000,0.03293416,0.01988731,0.00558422,0.00429584
2550.00000000,0.03294880,0.01991467,0.00562779,0.00432285
2580.00000000,0.03294886,0.01991488,0.00565379,0.00434670
2610.00000000,0.03296402,0.01993117,0.00589310,0.00440354
2640.00000000,0.03296674,0.01995352,0.00608722,0.00446066
2670.00000000,0.03310613,0.01998274,0.00621538,0.00449537
2700.00000000,0.03311788,0.01998479,0.00624381,0.00449559
2730.00000000,0.03327806,0.01998479,0.00625882,0.00457308
2760.00000000,0.03334313,0.01998479,0.00627034,0.00459532
2790.00000000,0.03334359,0.01999998,0.00627044,0.00461341
2820.00000000,0.03345770,0.02002484,0.00631938,0.00461510
2850.00000000,0.03363672,0.02002669,0.00635527,0.00465143
2880.00000000,0.03391805,0.02004792,0.00637567,0.00470993
2910.00000000,0.03408732,0.02006025,0.00639705,0.00473370
2940.00000000,0.03423735,0.02007094,0.00642748,0.00474569
2970.00000000,0.03430662,0.02014045,0.00644875,0.00476682
3000.00000000,0.03440682,0.02024965,0.00647149,0.00478556
3030.00000000,0.03450190,0.02036197,0.00648461,0.00479326
3060.00000000,0.03480651,0.02049165,0.00648511,0.00482191
3090.00000000,0.03496350,0.02064723,0.00648965,0.00482668
3120.00000000,0.03509741,0.02074415,0.00649710,0.00484654
3150.00000000,0.03513683,0.02087075,0.00652459,0.00484662
3180.00000000,0.03521996,0.02118650,0.00656388,0.00485230
3210.00000000,0.03526233,0.02129263,0.00656442,0.00486165
3240.00000000,0.03535963,0.02135042,0.00657656,0.00486314
3270.00000000,0.03539024,0.02135911,0.00664245,0.00489376
3300.00000000,0.03550407,0.02137849,0.00669480,0.00489470
3330.00000000,0.03557937,0.02137855,0.00676829,0.00489481
3360.00000000,0.03557959,0.02138416,0.00676840,0.00489729
3390.00000000,0.03558200,0.02138417,0.00677219,0.00489752
3420.00000000,0.03558201,0.02140519,0.00677236,0.00491595
3450.00000000,0.03558633,0.02140789,0.00677526,0.00494536
3480.00000000,0.03559836,0.02143139,0.00688743,0.00495053
3510.00000000,0.03559837,0.02143312,0.00703398,0.00506830
3540.00000000,0.03563716,0.02144266,0.00711923,0.00510542
3570.00000000,0.03572492,0.02144270,0.00727081,0.00511287
3600.00000000,0.03581298,0.02144343,0.00729953,0.00512292
