times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00031135,0.00026962,0.00000150
60.00000000,0.00134730,0.00105656,0.00001859
90.00000000,0.00177271,0.00129089,0.00004686
120.00000000,0.00183076,0.00139659,0.00005395
150.00000000,0.00183366,0.00139745,0.00006086
180.00000000,0.00185294,0.00161172,0.00016585
210.00000000,0.00185579,0.00161833,0.00016663
240.00000000,0.00216454,0.00162178,0.00041357
270.00000000,0.00226621,0.00163745,0.00061073
300.00000000,0.00275531,0.00166851,0.00137741
330.00000000,0.00292975,0.00168717,0.00168462
360.00000000,0.00293488,0.00169958,0.00171810
390.00000000,0.00329397,0.00169978,0.00206017
420.00000000,0.00352710,0.00183397,0.00207375
450.00000000,0.00358418,0.00183488,0.00214613
480.00000000,0.00366452,0.00194425,0.00252333
510.00000000,0.00366461,0.00198284,0.00255827
540.00000000,0.00378717,0.00200713,0.00259600
570.00000000,0.00382547,0.00208342,0.00281870
600.00000000,0.00389942,0.00215598,0.00311171
630.00000000,0.00390249,0.00217355,0.00314704
660.00000000,0.00391108,0.00222765,0.00316660
690.00000000,0.00391145,0.00253087,0.00349123
720.00000000,0.00392544,0.00254961,0.00355634
750.00000000,0.00392560,0.00261426,0.00361475
780.00000000,0.00396269,0.00269283,0.00362244
810.00000000,0.00398798,0.00278505,0.00364337
840.00000000,0.00401776,0.00279714,0.00372319
870.00000000,0.00404896,0.00280769,0.00380124
900.00000000,0.00406658,0.00281815,0.00385646
930.00000000,0.00422199,0.00282783,0.00409916
960.00000000,0.00427506,0.00287837,0.00430635
990.00000000,0.00430120,0.00304016,0.00462431
1020.00000000,0.00430335,0.00304044,0.00462831
1050.00000000,0.00432349,0.00310248,0.00478119
1080.00000000,0.00434096,0.00327255,0.00485973
1110.00000000,0.00446334,0.00355176,0.00489162
1140.00000000,0.00454468,0.00454147,0.00539521
1170.00000000,0.00471119,0.00492068,0.00543837
1200.00000000,0.00486763,0.00536310,0.00551106
1230.00000000,0.00524617,0.00570999,0.00551175
1260.00000000,0.00593681,0.00644702,0.00551251
1290.00000000,0.00663720,0.00723391,0.00551502
1320.00000000,0.00762764,0.00835322,0.00551896
1350.00000000,0.00792101,0.00891749,0.00556287
1380.00000000,0.00824730,0.00963882,0.00564020
1410.00000000,0.00860251,0.01033031,0.00569570
1440.00000000,0.00911618,0.01120449,0.00574333
1470.00000000,0.00941350,0.01176736,0.00578535
1500.00000000,0.00963618,0.01215385,0.00580779
1530.00000000,0.01015150,0.01258727,0.00581133
1560.00000000,0.01046920,0.01277533,0.00582823
1590.00000000,0.01050035,0.01278012,0.00583974
1620.00000000,0.01052046,0.01278588,0.00588715
1650.00000000,0.01054878,0.01279026,0.00589758
1680.00000000,0.01060578,0.01279033,0.00595051
1710.00000000,0.01061078,0.01298251,0.00620965
1740.00000000,0.01061999,0.01320809,0.00635328
1770.00000000,0.01062071,0.01344599,0.00661824
1800.00000000,0.01064977,0.01355417,0.00664335
1830.00000000,0.01066452,0.01369459,0.00670750
1860.00000000,0.01080017,0.01408427,0.00677300
1890.00000000,0.01117051,0.01469376,0.00680263
1920.00000000,0.01152123,0.01513327,0.00680763
1950.00000000,0.01170101,0.01529704,0.00680801
1980.00000000,0.01193628,0.01538935,0.00684085
2010.00000000,0.01215185,0.01542019,0.00692419
2040.00000000,0.01219506,0.01542413,0.00694523
2070.00000000,0.01220222,0.01543217,0.00697559
2100.00000000,0.01220222,0.01543582,0.00697896
2130.00000000,0.01222262,0.01553169,0.00700678
2160.00000000,0.01222292,0.01557307,0.00704137
2190.00000000,0.01223771,0.01560533,0.00713210
2220.00000000,0.01226196,0.01560533,0.00715691
