times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000021,0.00000718,0.00000491
60.00000000,0.00036678,0.00020460,0.00003087
90.00000000,0.00071948,0.00021980,0.00025231
120.00000000,0.00102679,0.00035046,0.00028952
150.00000000,0.00112068,0.00041115,0.00029313
180.00000000,0.00117112,0.00048427,0.00029523
210.00000000,0.00126874,0.00058485,0.00029525
240.00000000,0.00143464,0.00088540,0.00031511
270.00000000,0.00146208,0.00098918,0.00033960
300.00000000,0.00146349,0.00098935,0.00034020
330.00000000,0.00177907,0.00101836,0.00049343
360.00000000,0.00247646,0.00109549,0.00173181
390.00000000,0.00261707,0.00109676,0.00190036
420.00000000,0.00284753,0.00117143,0.00246786
450.00000000,0.00299369,0.00123202,0.00286282
480.00000000,0.00300747,0.00145837,0.00321465
510.00000000,0.00302719,0.00229119,0.00381089
540.00000000,0.00305759,0.00299876,0.00425551
570.00000000,0.00339543,0.00407312,0.00446279
600.00000000,0.00463901,0.00549697,0.00446889
630.00000000,0.00567946,0.00642982,0.00447182
660.00000000,0.00645692,0.00665176,0.00464044
690.00000000,0.00722091,0.00679720,0.00488320
720.00000000,0.00754942,0.00680381,0.00512512
750.00000000,0.00757971,0.00689354,0.00534939
780.00000000,0.00760771,0.00697859,0.00556006
810.00000000,0.00762874,0.00764310,0.00648203
840.00000000,0.00764008,0.00797803,0.00695156
870.00000000,0.00767821,0.00831486,0.00755316
900.00000000,0.00769384,0.00831680,0.00758172
930.00000000,0.00777467,0.00833006,0.00761033
960.00000000,0.00794885,0.00833082,0.00776219
990.00000000,0.00806390,0.00833267,0.00784993
1020.00000000,0.00815845,0.00833290,0.00795405
1050.00000000,0.00816841,0.00843166,0.00812550
1080.00000000,0.00818894,0.00852297,0.00815074
1110.00000000,0.00828174,0.00864016,0.00815217
1140.00000000,0.00828328,0.00864767,0.00815441
1170.00000000,0.00830721,0.00864772,0.00817614
1200.00000000,0.00832487,0.00867196,0.00817666
1230.00000000,0.00833353,0.00877709,0.00823012
1260.00000000,0.00833404,0.00877764,0.00823012
1290.00000000,0.00833478,0.00883533,0.00827542
1320.00000000,0.00842862,0.00893643,0.00827555
1350.00000000,0.00846900,0.00902210,0.00828397
1380.00000000,0.00852004,0.00905080,0.00828717
1410.00000000,0.00856030,0.00907140,0.00829043
1440.00000000,0.00861673,0.00907750,0.00831586
1470.00000000,0.00864311,0.00937458,0.00846227
1500.00000000,0.00865343,0.00941667,0.00847300
1530.00000000,0.00868121,0.00948545,0.00848214
1560.00000000,0.00869403,0.00961173,0.00854076
1590.00000000,0.00881582,0.00976524,0.00854259
1620.00000000,0.00898585,0.00979546,0.00859947
1650.00000000,0.00909398,0.00987371,0.00860188
1680.00000000,0.00921063,0.00988647,0.00880845
1710.00000000,0.00927788,0.00988647,0.00887508
1740.00000000,0.00928749,0.00990365,0.00887617
1770.00000000,0.00929145,0.00991975,0.00891219
1800.00000000,0.00931152,0.00992668,0.00891561
1830.00000000,0.00940764,0.00993739,0.00895827
1860.00000000,0.00960108,0.00995884,0.00904433
1890.00000000,0.00964260,0.00997558,0.00904986
1920.00000000,0.00971443,0.01009529,0.00905594
1950.00000000,0.00976894,0.01017336,0.00905805
1980.00000000,0.00982988,0.01036847,0.00909602
2010.00000000,0.00996993,0.01039642,0.00913888
2040.00000000,0.01007326,0.01040798,0.00918466
2070.00000000,0.01010529,0.01041412,0.00919477
2100.00000000,0.01013872,0.01049359,0.00941077
2130.00000000,0.01020314,0.01053410,0.00961786
2160.00000000,0.01020498,0.01062407,0.00973541
2190.00000000,0.01020922,0.01068112,0.00982779
2220.00000000,0.01023827,0.01068125,0.00986092
2250.00000000,0.01025268,0.01069678,0.00986094
2280.00000000,0.01025837,0.01070054,0.00987965
2310.00000000,0.01025994,0.01070963,0.00989785
2340.00000000,0.01027245,0.01070966,0.00990916
2370.00000000,0.01027399,0.01082033,0.00999524
2400.00000000,0.01029264,0.01085373,0.00999738
2430.00000000,0.01030131,0.01086227,0.01003180
2460.00000000,0.01030494,0.01089220,0.01008623
2490.00000000,0.01034168,0.01089261,0.01013115
2520.00000000,0.01036599,0.01090359,0.01019912
2550.00000000,0.01036766,0.01090694,0.01019941
2580.00000000,0.01037230,0.01090785,0.01020085
2610.00000000,0.01039123,0.01092047,0.01020149
2640.00000000,0.01043600,0.01092048,0.01024794
2670.00000000,0.01048214,0.01092081,0.01030223
2700.00000000,0.01048388,0.01092162,0.01030714
2730.00000000,0.01048442,0.01093094,0.01031251
2760.00000000,0.01048472,0.01093142,0.01031253
2790.00000000,0.01048781,0.01096059,0.01032582
2820.00000000,0.01048992,0.01096845,0.01032764
2850.00000000,0.01052145,0.01097509,0.01033688
2880.00000000,0.01054728,0.01098392,0.01040174
