times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00004851,0.00013552,0.00002187
60.00000000,0.00089177,0.00074433,0.00004092
90.00000000,0.00107850,0.00077252,0.00011073
120.00000000,0.00120415,0.00084266,0.00011877
150.00000000,0.00121313,0.00093112,0.00015986
180.00000000,0.00127399,0.00095399,0.00031822
210.00000000,0.00127402,0.00118069,0.00054969
240.00000000,0.00143035,0.00118311,0.00066951
270.00000000,0.00167847,0.00148321,0.00067198
300.00000000,0.00168470,0.00149491,0.00067284
330.00000000,0.00280600,0.00149540,0.00184109
360.00000000,0.00313666,0.00166236,0.00186878
390.00000000,0.00347332,0.00166972,0.00211322
420.00000000,0.00484680,0.00167269,0.00336191
450.00000000,0.00552474,0.00176066,0.00461623
480.00000000,0.00567448,0.00250724,0.00618123
510.00000000,0.00572851,0.00320008,0.00731509
540.00000000,0.00604406,0.00631106,0.00876006
570.00000000,0.00678920,0.00876207,0.00925335
600.00000000,0.00782394,0.00988308,0.00925508
630.00000000,0.00950802,0.01026399,0.00971821
660.00000000,0.01285350,0.01073029,0.01103199
690.00000000,0.01557361,0.01204935,0.01128277
720.00000000,0.01706859,0.01207832,0.01239048
750.00000000,0.01738633,0.01219285,0.01320427
780.00000000,0.01838362,0.01221178,0.01449529
810.00000000,0.01909305,0.01242378,0.01464110
840.00000000,0.01982171,0.01242713,0.01547191
870.00000000,0.02063577,0.01245426,0.01661032
900.00000000,0.02074523,0.01249344,0.01688995
930.00000000,0.02076658,0.01250091,0.01689352
960.00000000,0.02077168,0.01279627,0.01727156
990.00000000,0.02078979,0.01320025,0.01786471
1020.00000000,0.02108102,0.01400279,0.01799158
1050.00000000,0.02143399,0.01520493,0.01824390
1080.00000000,0.02275591,0.01599218,0.01831279
1110.00000000,0.02411971,0.01651648,0.01850970
1140.00000000,0.02477906,0.01659812,0.01878666
1170.00000000,0.02486826,0.01663151,0.01901839
1200.00000000,0.02495110,0.01663969,0.01916150
1230.00000000,0.02495531,0.01674923,0.01931821
1260.00000000,0.02495934,0.01676344,0.01932132
1290.00000000,0.02509921,0.01677191,0.01940081
1320.00000000,0.02516860,0.01682383,0.01940207
1350.00000000,0.02525687,0.01685939,0.01941385
1380.00000000,0.02526729,0.01713083,0.01980203
1410.00000000,0.02542390,0.01744239,0.02071200
1440.00000000,0.02548961,0.01757845,0.02110286
1470.00000000,0.02562644,0.01784694,0.02112484
1500.00000000,0.02563151,0.01814737,0.02135225
1530.00000000,0.02564596,0.01834677,0.02145876
1560.00000000,0.02572953,0.01856733,0.02149135
1590.00000000,0.02575779,0.01856733,0.02152006
1620.00000000,0.02575881,0.01862838,0.02156640
1650.00000000,0.02578036,0.01863388,0.02161522
1680.00000000,0.02579076,0.01875779,0.02167773
1710.00000000,0.02579756,0.01875780,0.02168435
1740.00000000,0.02589497,0.01887000,0.02168487
1770.00000000,0.02592511,0.01896475,0.02170288
1800.00000000,0.02604091,0.01898395,0.02174357
1830.00000000,0.02608249,0.01900320,0.02186099
1860.00000000,0.02609167,0.01902990,0.02192818
1890.00000000,0.02609190,0.01935640,0.02223775
1920.00000000,0.02616656,0.01978018,0.02238044
1950.00000000,0.02629824,0.02019201,0.02245820
1980.00000000,0.02631294,0.02046825,0.02262171
2010.00000000,0.02637482,0.02069788,0.02267481
2040.00000000,0.02640469,0.02131455,0.02304990
2070.00000000,0.02641433,0.02148982,0.02315258
2100.00000000,0.02644504,0.02153116,0.02315337
2130.00000000,0.02645007,0.02154574,0.02315586
2160.00000000,0.02645128,0.02161335,0.02320656
2190.00000000,0.02645423,0.02177293,0.02341244
2220.00000000,0.02649648,0.02194954,0.02380409
2250.00000000,0.02651766,0.02210559,0.02409630
2280.00000000,0.02651946,0.02216952,0.02418350
2310.00000000,0.02660255,0.02255289,0.02429301
2340.00000000,0.02660729,0.02301931,0.02467011
2370.00000000,0.02662184,0.02358056,0.02506519
2400.00000000,0.02670183,0.02453398,0.02554628
2430.00000000,0.02707948,0.02550462,0.02568369
2460.00000000,0.02741402,0.02618267,0.02574373
2490.00000000,0.02766135,0.02643726,0.02574378
2520.00000000,0.02808467,0.02719485,0.02579208
2550.00000000,0.02847143,0.02781556,0.02581962
2580.00000000,0.02943097,0.02820778,0.02594444
2610.00000000,0.02974397,0.02832821,0.02598956
2640.00000000,0.03019205,0.02847235,0.02607351
2670.00000000,0.03037284,0.02850600,0.02613196
2700.00000000,0.03037338,0.02851069,0.02613400
2730.00000000,0.03038821,0.02851260,0.02616140
2760.00000000,0.03038990,0.02860104,0.02622705
2790.00000000,0.03043785,0.02861302,0.02633494
2820.00000000,0.03046669,0.02868455,0.02634447
2850.00000000,0.03048449,0.02882394,0.02640204
2880.00000000,0.03052375,0.02892154,0.02641509
2910.00000000,0.03053981,0.02892186,0.02643608
2940.00000000,0.03062588,0.02900794,0.02643608
2970.00000000,0.03071392,0.02900808,0.02653120
3000.00000000,0.03072849,0.02902301,0.02659019
3030.00000000,0.03078151,0.02902646,0.02661962
3060.00000000,0.03080010,0.02904114,0.02661985
3090.00000000,0.03081552,0.02904670,0.02662232
3120.00000000,0.03085942,0.02906493,0.02674104
3150.00000000,0.03085944,0.02909895,0.02677367
3180.00000000,0.03088504,0.02911430,0.02685429
3210.00000000,0.03092538,0.02911433,0.02689665
3240.00000000,0.03105937,0.02912035,0.02709346
3270.00000000,0.03108919,0.02912128,0.02713477
3300.00000000,0.03110238,0.02914791,0.02721206
3330.00000000,0.03111512,0.02915428,0.02724920
3360.00000000,0.03114836,0.02916114,0.02725910
3390.00000000,0.03120277,0.02916988,0.02727863
3420.00000000,0.03120298,0.02917556,0.02728671
3450.00000000,0.03120327,0.02918114,0.02729006
3480.00000000,0.03121567,0.02919806,0.02729040
3510.00000000,0.03121702,0.02926885,0.02734302
3540.00000000,0.03122052,0.02930434,0.02735972
3570.00000000,0.03122433,0.02931544,0.02736162
3600.00000000,0.03122918,0.02931897,0.02737830
