times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00002375,0.00001838,0.00000034
60.00000000,0.00003042,0.00002389,0.00000040
90.00000000,0.00004934,0.00005036,0.00000103
120.00000000,0.00010854,0.00005142,0.00004547
150.00000000,0.00037021,0.00005565,0.00024480
180.00000000,0.00057795,0.00030576,0.00024676
210.00000000,0.00079226,0.00068851,0.00027101
240.00000000,0.00088255,0.00071044,0.00029424
270.00000000,0.00088483,0.00071537,0.00029475
300.00000000,0.00088518,0.00074324,0.00031677
330.00000000,0.00088612,0.00077277,0.00033668
360.00000000,0.00088838,0.00078886,0.00034298
390.00000000,0.00089106,0.00081634,0.00035595
420.00000000,0.00089540,0.00111183,0.00058417
450.00000000,0.00100904,0.00127102,0.00058800
480.00000000,0.00145658,0.00138378,0.00069901
510.00000000,0.00165000,0.00138461,0.00086788
540.00000000,0.00178834,0.00141394,0.00090815
570.00000000,0.00180889,0.00142512,0.00097021
600.00000000,0.00184785,0.00142879,0.00103673
630.00000000,0.00193452,0.00143815,0.00118972
660.00000000,0.00194802,0.00150609,0.00133175
690.00000000,0.00204748,0.00152625,0.00154090
720.00000000,0.00206169,0.00154552,0.00154129
750.00000000,0.00210025,0.00155000,0.00155805
780.00000000,0.00210212,0.00156106,0.00156189
810.00000000,0.00210373,0.00156649,0.00157484
840.00000000,0.00210894,0.00168516,0.00174846
870.00000000,0.00211061,0.00174420,0.00178931
900.00000000,0.00211731,0.00176155,0.00183491
930.00000000,0.00213306,0.00179294,0.00183758
960.00000000,0.00213523,0.00179517,0.00183758
990.00000000,0.00213882,0.00192345,0.00192651
1020.00000000,0.00219410,0.00195305,0.00193048
1050.00000000,0.00231158,0.00205025,0.00193144
1080.00000000,0.00232956,0.00210928,0.00194330
1110.00000000,0.00243618,0.00222457,0.00194347
1140.00000000,0.00264367,0.00241376,0.00194389
1170.00000000,0.00272776,0.00265548,0.00198457
1200.00000000,0.00281645,0.00303800,0.00208740
1230.00000000,0.00297108,0.00323410,0.00208986
1260.00000000,0.00313259,0.00324697,0.00217305
1290.00000000,0.00322126,0.00325394,0.00221897
1320.00000000,0.00324411,0.00325471,0.00223418
1350.00000000,0.00326544,0.00327052,0.00223459
1380.00000000,0.00327660,0.00327267,0.00223810
1410.00000000,0.00327829,0.00328401,0.00224237
1440.00000000,0.00327993,0.00329476,0.00224637
1470.00000000,0.00328550,0.00333625,0.00226301
1500.00000000,0.00329670,0.00334464,0.00226321
1530.00000000,0.00332183,0.00335429,0.00226685
1560.00000000,0.00334767,0.00341114,0.00227289
1590.00000000,0.00343662,0.00342167,0.00231116
1620.00000000,0.00349770,0.00342541,0.00234577
1650.00000000,0.00353026,0.00344537,0.00234731
1680.00000000,0.00353229,0.00344661,0.00235374
1710.00000000,0.00358371,0.00345076,0.00238011
1740.00000000,0.00361813,0.00346848,0.00238286
1770.00000000,0.00363381,0.00349602,0.00238452
1800.00000000,0.00365897,0.00362105,0.00242254
1830.00000000,0.00367915,0.00365520,0.00242436
1860.00000000,0.00367921,0.00365737,0.00242586
1890.00000000,0.00368577,0.00367066,0.00242704
1920.00000000,0.00373834,0.00375737,0.00243129
1950.00000000,0.00374884,0.00375754,0.00244468
1980.00000000,0.00375917,0.00376993,0.00244477
2010.00000000,0.00376396,0.00378614,0.00244815
2040.00000000,0.00376429,0.00380189,0.00245964
2070.00000000,0.00377780,0.00381344,0.00245972
2100.00000000,0.00379347,0.00383904,0.00246093
2130.00000000,0.00380622,0.00386826,0.00246430
2160.00000000,0.00381159,0.00395819,0.00251565
2190.00000000,0.00381761,0.00400656,0.00260418
2220.00000000,0.00382105,0.00401810,0.00263177
2250.00000000,0.00382112,0.00405765,0.00267468
2280.00000000,0.00382158,0.00411894,0.00272587
2310.00000000,0.00385325,0.00424572,0.00275758
2340.00000000,0.00392940,0.00439862,0.00277083
2370.00000000,0.00404148,0.00458789,0.00278088
2400.00000000,0.00418998,0.00467628,0.00278863
2430.00000000,0.00444339,0.00477587,0.00282391
2460.00000000,0.00460678,0.00482402,0.00285806
2490.00000000,0.00474699,0.00492927,0.00286056
2520.00000000,0.00481429,0.00499398,0.00286058
2550.00000000,0.00483456,0.00505470,0.00287140
2580.00000000,0.00484061,0.00508283,0.00287950
2610.00000000,0.00484061,0.00508902,0.00288570
2640.00000000,0.00484307,0.00508916,0.00288946
2670.00000000,0.00484336,0.00509785,0.00290160
2700.00000000,0.00485369,0.00513769,0.00291118
2730.00000000,0.00486801,0.00515463,0.00291129
2760.00000000,0.00487281,0.00518460,0.00297006
2790.00000000,0.00488038,0.00519918,0.00297120
2820.00000000,0.00489290,0.00520328,0.00297349
2850.00000000,0.00492249,0.00522468,0.00307479
2880.00000000,0.00492271,0.00528785,0.00314571
2910.00000000,0.00492484,0.00531821,0.00316212
2940.00000000,0.00492802,0.00532758,0.00316375
2970.00000000,0.00494085,0.00535084,0.00316529
3000.00000000,0.00494096,0.00536110,0.00317361
3030.00000000,0.00494110,0.00537445,0.00318434
3060.00000000,0.00495052,0.00538891,0.00318488
3090.00000000,0.00496084,0.00539822,0.00318490
3120.00000000,0.00496517,0.00540503,0.00318518
3150.00000000,0.00497309,0.00542841,0.00318926
3180.00000000,0.00499259,0.00548651,0.00319955
3210.00000000,0.00504373,0.00553603,0.00319956
3240.00000000,0.00513416,0.00557663,0.00320941
3270.00000000,0.00517595,0.00560482,0.00321074
3300.00000000,0.00519076,0.00562630,0.00321136
3330.00000000,0.00520194,0.00563251,0.00321208
3360.00000000,0.00520363,0.00563616,0.00321245
3390.00000000,0.00520503,0.00565307,0.00322103
3420.00000000,0.00521738,0.00566658,0.00322106
3450.00000000,0.00523386,0.00566897,0.00322738
3480.00000000,0.00525543,0.00566906,0.00324632
3510.00000000,0.00529216,0.00567271,0.00326353
3540.00000000,0.00529606,0.00567726,0.00328040
3570.00000000,0.00529814,0.00567813,0.00328066
3600.00000000,0.00529848,0.00567816,0.00328083
