times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
1350.00000000,0.00399657,0.00575296,0.00421609
1380.00000000,0.00430184,0.00617025,0.00422483
1410.00000000,0.00456988,0.00654938,0.00423443
1440.00000000,0.00491868,0.00690111,0.00423444
1470.00000000,0.00518135,0.00721392,0.00423663
1500.00000000,0.00523724,0.00745162,0.00429970
1530.00000000,0.00536813,0.00760196,0.00430037
1560.00000000,0.00549542,0.00776802,0.00430295
1590.00000000,0.00551038,0.00783753,0.00432292
1620.00000000,0.00553939,0.00785156,0.00432561
1650.00000000,0.00558252,0.00786878,0.00433146
1680.00000000,0.00567729,0.00788541,0.00436347
1710.00000000,0.00571948,0.00788630,0.00441879
1740.00000000,0.00573457,0.00789194,0.00445799
1770.00000000,0.00575758,0.00793218,0.00458211
1800.00000000,0.00576000,0.00795455,0.00459219
1830.00000000,0.00576122,0.00796463,0.00461052
1860.00000000,0.00579824,0.00799750,0.00461064
1890.00000000,0.00586349,0.00803927,0.00461325
1920.00000000,0.00588842,0.00807739,0.00461464
1950.00000000,0.00589183,0.00808747,0.00461641
1980.00000000,0.00589355,0.00808954,0.00461642
2010.00000000,0.00590827,0.00809246,0.00462095
2040.00000000,0.00591385,0.00809259,0.00462832
2070.00000000,0.00592088,0.00811012,0.00467510
2100.00000000,0.00592195,0.00812676,0.00470123
2130.00000000,0.00593690,0.00820243,0.00472458
2160.00000000,0.00595218,0.00825058,0.00473377
2190.00000000,0.00595825,0.00827643,0.00474064
2220.00000000,0.00595859,0.00829215,0.00475206
2250.00000000,0.00595898,0.00829713,0.00476022
2280.00000000,0.00600416,0.00830226,0.00478007
2310.00000000,0.00601834,0.00831336,0.00478026
2340.00000000,0.00601882,0.00832551,0.00478804
2370.00000000,0.00603914,0.00838354,0.00479771
2400.00000000,0.00611624,0.00854729,0.00481384
2430.00000000,0.00615346,0.00859242,0.00481422
2460.00000000,0.00617664,0.00860177,0.00481730
2490.00000000,0.00618913,0.00860224,0.00482543
2520.00000000,0.00619058,0.00860261,0.00482871
2550.00000000,0.00619136,0.00860327,0.00482872
2580.00000000,0.00619514,0.00860344,0.00483104
2610.00000000,0.00620342,0.00861575,0.00483144
2640.00000000,0.00622234,0.00861794,0.00483968
2670.00000000,0.00624494,0.00862692,0.00489978
2700.00000000,0.00627441,0.00862743,0.00492205
2730.00000000,0.00628561,0.00863290,0.00495437
2760.00000000,0.00629388,0.00863401,0.00495771
2790.00000000,0.00629983,0.00863780,0.00495795
2820.00000000,0.00629994,0.00863802,0.00495860
2850.00000000,0.00630536,0.00864659,0.00498621
2880.00000000,0.00630540,0.00866264,0.00500060
2910.00000000,0.00630600,0.00867632,0.00500913
2940.00000000,0.00631681,0.00868568,0.00500919
2970.00000000,0.00631729,0.00868737,0.00500955
3000.00000000,0.00632348,0.00870258,0.00501155
3030.00000000,0.00633871,0.00870827,0.00505111
3060.00000000,0.00634616,0.00873431,0.00511245
3090.00000000,0.00634616,0.00877896,0.00515654
3120.00000000,0.00634627,0.00883073,0.00521307
3150.00000000,0.00634628,0.00887153,0.00525267
3180.00000000,0.00634811,0.00889780,0.00526690
3210.00000000,0.00636291,0.00891463,0.00526696
3240.00000000,0.00637569,0.00891775,0.00527024
3270.00000000,0.00640348,0.00891783,0.00530117
3300.00000000,0.00640825,0.00891810,0.00530849
3330.00000000,0.00640940,0.00892290,0.00530974
3360.00000000,0.00640946,0.00893222,0.00532051
3390.00000000,0.00641361,0.00895238,0.00536311
3420.00000000,0.00641367,0.00897638,0.00538960
3450.00000000,0.00641411,0.00898565,0.00539528
3480.00000000,0.00641513,0.00899832,0.00540176
3510.00000000,0.00641816,0.00901585,0.00543686
3540.00000000,0.00641874,0.00901722,0.00544061
3570.00000000,0.00641902,0.00902021,0.00544205
3600.00000000,0.00641958,0.00902549,0.00545135
