times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00005455,0.00008302,0.00000298
60.00000000,0.00028969,0.00035612,0.00000440
90.00000000,0.00041211,0.00038262,0.00003941
120.00000000,0.00042748,0.00040696,0.00004043
150.00000000,0.00045247,0.00044542,0.00004188
180.00000000,0.00048198,0.00051253,0.00004950
210.00000000,0.00061760,0.00058731,0.00005849
240.00000000,0.00107327,0.00064851,0.00024137
270.00000000,0.00114941,0.00068733,0.00024759
300.00000000,0.00140012,0.00070873,0.00037322
330.00000000,0.00145800,0.00071822,0.00039371
360.00000000,0.00145866,0.00072075,0.00039949
390.00000000,0.00151361,0.00072693,0.00042376
420.00000000,0.00153166,0.00075683,0.00042525
450.00000000,0.00153259,0.00076806,0.00043095
480.00000000,0.00153676,0.00076856,0.00043273
510.00000000,0.00154924,0.00077456,0.00046851
540.00000000,0.00168366,0.00081593,0.00079342
570.00000000,0.00172731,0.00100098,0.00120187
600.00000000,0.00175511,0.00117327,0.00154038
630.00000000,0.00177356,0.00122099,0.00166591
660.00000000,0.00179280,0.00132733,0.00188195
690.00000000,0.00184976,0.00173905,0.00265690
720.00000000,0.00185494,0.00188379,0.00286159
750.00000000,0.00185499,0.00210854,0.00307962
780.00000000,0.00191713,0.00230666,0.00311797
810.00000000,0.00202416,0.00256075,0.00314927
840.00000000,0.00208365,0.00257689,0.00316292
870.00000000,0.00215807,0.00257960,0.00326848
900.00000000,0.00219523,0.00258109,0.00332197
930.00000000,0.00225101,0.00265815,0.00358594
960.00000000,0.00225726,0.00282801,0.00382721
990.00000000,0.00225934,0.00301491,0.00397669
1020.00000000,0.00230107,0.00302883,0.00398414
1050.00000000,0.00233085,0.00303368,0.00404282
1080.00000000,0.00236493,0.00310920,0.00405095
1110.00000000,0.00243304,0.00317997,0.00405098
1140.00000000,0.00247296,0.00332630,0.00408437
1170.00000000,0.00251606,0.00341824,0.00409351
1200.00000000,0.00260645,0.00367522,0.00413606
1230.00000000,0.00275022,0.00386113,0.00413877
1260.00000000,0.00309505,0.00426062,0.00414078
1290.00000000,0.00339290,0.00479706,0.00417562
1320.00000000,0.00377816,0.00542094,0.00420424
