times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00036667,0.00034011,0.00000050
60.00000000,0.00052912,0.00053739,0.00000219
90.00000000,0.00053990,0.00053772,0.00000953
120.00000000,0.00055868,0.00060754,0.00002571
150.00000000,0.00079808,0.00061425,0.00019166
180.00000000,0.00103159,0.00067376,0.00024891
210.00000000,0.00128777,0.00070156,0.00036411
240.00000000,0.00131249,0.00070357,0.00040495
270.00000000,0.00132409,0.00071924,0.00045916
300.00000000,0.00139922,0.00108292,0.00056738
330.00000000,0.00140160,0.00123329,0.00068229
360.00000000,0.00149831,0.00168653,0.00081351
390.00000000,0.00160965,0.00204803,0.00088510
420.00000000,0.00175285,0.00222129,0.00088653
450.00000000,0.00176288,0.00235010,0.00095351
480.00000000,0.00181326,0.00235621,0.00097493
510.00000000,0.00184501,0.00237360,0.00107107
540.00000000,0.00193822,0.00240984,0.00131676
570.00000000,0.00195094,0.00250621,0.00149588
600.00000000,0.00195871,0.00251490,0.00152878
630.00000000,0.00197823,0.00258514,0.00154448
660.00000000,0.00197862,0.00268700,0.00165940
690.00000000,0.00200998,0.00316592,0.00192456
720.00000000,0.00202861,0.00319379,0.00192549
750.00000000,0.00208698,0.00338599,0.00196422
780.00000000,0.00215524,0.00364292,0.00202455
810.00000000,0.00235995,0.00377923,0.00203148
840.00000000,0.00237169,0.00387423,0.00207144
870.00000000,0.00240649,0.00404422,0.00212241
900.00000000,0.00249451,0.00408649,0.00213071
930.00000000,0.00253324,0.00408845,0.00215396
960.00000000,0.00260690,0.00410275,0.00230684
990.00000000,0.00275540,0.00410709,0.00251045
1020.00000000,0.00277991,0.00411836,0.00257946
1050.00000000,0.00279133,0.00418887,0.00271815
1080.00000000,0.00279461,0.00424205,0.00274818
1110.00000000,0.00284624,0.00425285,0.00276338
1140.00000000,0.00297516,0.00433047,0.00276985
1170.00000000,0.00306733,0.00439047,0.00277329
1200.00000000,0.00309656,0.00440146,0.00277767
1230.00000000,0.00309865,0.00441422,0.00278219
1260.00000000,0.00309888,0.00441652,0.00278619
1290.00000000,0.00313234,0.00448459,0.00279227
1320.00000000,0.00318933,0.00459355,0.00280062
1350.00000000,0.00322728,0.00474042,0.00283612
1380.00000000,0.00325153,0.00479312,0.00284157
1410.00000000,0.00325387,0.00487481,0.00289795
1440.00000000,0.00326281,0.00488945,0.00289864
1470.00000000,0.00326356,0.00490077,0.00290489
1500.00000000,0.00329002,0.00490676,0.00291217
1530.00000000,0.00329635,0.00491120,0.00293356
1560.00000000,0.00330074,0.00494116,0.00299083
1590.00000000,0.00330131,0.00496541,0.00302303
1620.00000000,0.00331196,0.00496543,0.00303461
1650.00000000,0.00331263,0.00497720,0.00305264
1680.00000000,0.00331756,0.00500759,0.00311247
1710.00000000,0.00332763,0.00501999,0.00315728
1740.00000000,0.00333464,0.00504850,0.00322109
1770.00000000,0.00333873,0.00505568,0.00324319
1800.00000000,0.00333951,0.00505669,0.00324674
1830.00000000,0.00334056,0.00508279,0.00326342
1860.00000000,0.00335191,0.00521897,0.00333231
1890.00000000,0.00343378,0.00551059,0.00339677
1920.00000000,0.00352611,0.00568950,0.00341096
1950.00000000,0.00364111,0.00584698,0.00341429
1980.00000000,0.00372485,0.00595054,0.00341534
2010.00000000,0.00372550,0.00595080,0.00341543
2040.00000000,0.00372556,0.00599497,0.00346289
2070.00000000,0.00372595,0.00600710,0.00347975
2100.00000000,0.00372598,0.00602253,0.00349379
2130.00000000,0.00372647,0.00603449,0.00351106
2160.00000000,0.00372811,0.00604175,0.00351307
2190.00000000,0.00373204,0.00605443,0.00351555
2220.00000000,0.00375379,0.00605851,0.00352254
2250.00000000,0.00376127,0.00608412,0.00352795
2280.00000000,0.00380947,0.00618652,0.00353803
2310.00000000,0.00383676,0.00618844,0.00355276
2340.00000000,0.00385249,0.00623337,0.00356025
2370.00000000,0.00386435,0.00628575,0.00357464
2400.00000000,0.00387234,0.00638370,0.00362463
2430.00000000,0.00389203,0.00645602,0.00364117
2460.00000000,0.00390986,0.00654160,0.00366645
2490.00000000,0.00393447,0.00659939,0.00367343
2520.00000000,0.00397182,0.00669846,0.00368818
2550.00000000,0.00405892,0.00675990,0.00369042
2580.00000000,0.00415742,0.00679543,0.00370613
2610.00000000,0.00417940,0.00679555,0.00372499
2640.00000000,0.00419888,0.00679578,0.00374888
2670.00000000,0.00422592,0.00679637,0.00378453
2700.00000000,0.00423399,0.00680130,0.00381013
2730.00000000,0.00423423,0.00680202,0.00381191
2760.00000000,0.00424881,0.00680691,0.00381449
2790.00000000,0.00426025,0.00681484,0.00385291
2820.00000000,0.00426128,0.00682903,0.00387576
2850.00000000,0.00426143,0.00683802,0.00388725
2880.00000000,0.00426145,0.00683833,0.00388742
2910.00000000,0.00426548,0.00683836,0.00389224
2940.00000000,0.00426585,0.00684230,0.00389894
2970.00000000,0.00426610,0.00685622,0.00391690
3000.00000000,0.00426713,0.00692965,0.00397398
3030.00000000,0.00426718,0.00697399,0.00401562
3060.00000000,0.00427218,0.00701716,0.00403440
3090.00000000,0.00427219,0.00702747,0.00404411
3120.00000000,0.00427254,0.00705872,0.00408234
3150.00000000,0.00427444,0.00713645,0.00413769
3180.00000000,0.00428607,0.00714869,0.00413770
3210.00000000,0.00428611,0.00714893,0.00413819
3240.00000000,0.00428669,0.00714933,0.00414013
3270.00000000,0.00429303,0.00716521,0.00414228
3300.00000000,0.00430138,0.00718499,0.00414470
3330.00000000,0.00430675,0.00719586,0.00414566
3360.00000000,0.00430676,0.00719873,0.00414874
3390.00000000,0.00432830,0.00720485,0.00415344
