times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00002140,0.00003683,0.00000208
60.00000000,0.00003725,0.00008657,0.00001151
90.00000000,0.00004337,0.00012740,0.00009005
120.00000000,0.00006763,0.00013539,0.00015017
150.00000000,0.00011609,0.00013616,0.00018718
180.00000000,0.00023037,0.00015324,0.00023019
210.00000000,0.00029685,0.00015461,0.00031715
240.00000000,0.00037279,0.00015526,0.00037968
270.00000000,0.00047311,0.00015817,0.00051709
300.00000000,0.00048762,0.00017282,0.00057539
330.00000000,0.00049104,0.00017963,0.00059529
360.00000000,0.00049294,0.00018011,0.00059958
390.00000000,0.00049689,0.00018039,0.00060171
420.00000000,0.00051806,0.00018413,0.00060883
450.00000000,0.00051818,0.00021444,0.00064304
480.00000000,0.00052082,0.00024803,0.00069808
510.00000000,0.00052092,0.00025002,0.00070109
540.00000000,0.00053111,0.00025813,0.00070121
570.00000000,0.00053987,0.00030839,0.00071826
600.00000000,0.00057532,0.00040672,0.00073396
630.00000000,0.00058394,0.00048583,0.00076945
660.00000000,0.00066610,0.00059340,0.00077116
690.00000000,0.00078752,0.00068467,0.00077331
720.00000000,0.00090209,0.00072009,0.00079589
750.00000000,0.00099576,0.00079945,0.00079649
780.00000000,0.00103096,0.00082108,0.00079813
810.00000000,0.00103128,0.00084393,0.00082677
840.00000000,0.00104676,0.00088367,0.00083239
870.00000000,0.00107135,0.00088367,0.00085663
900.00000000,0.00109652,0.00088523,0.00087085
930.00000000,0.00113162,0.00089049,0.00088402
960.00000000,0.00115541,0.00090424,0.00095773
990.00000000,0.00118630,0.00090916,0.00101820
1020.00000000,0.00124932,0.00095407,0.00123253
1050.00000000,0.00126691,0.00103875,0.00141200
1080.00000000,0.00136977,0.00110626,0.00174903
1110.00000000,0.00139963,0.00118890,0.00196088
1140.00000000,0.00140227,0.00128017,0.00208583
1170.00000000,0.00140594,0.00133442,0.00217197
1200.00000000,0.00141655,0.00141787,0.00232554
1230.00000000,0.00142589,0.00156572,0.00255707
1260.00000000,0.00142690,0.00173180,0.00269829
1290.00000000,0.00142770,0.00187725,0.00282301
1320.00000000,0.00142932,0.00200343,0.00292220
1350.00000000,0.00143357,0.00214778,0.00302125
1380.00000000,0.00143358,0.00219761,0.00307242
1410.00000000,0.00143367,0.00227272,0.00314231
1440.00000000,0.00143815,0.00234890,0.00318605
1470.00000000,0.00143848,0.00238588,0.00323036
1500.00000000,0.00144765,0.00241832,0.00323747
1530.00000000,0.00149874,0.00242221,0.00326424
1560.00000000,0.00150103,0.00243580,0.00329131
1590.00000000,0.00150182,0.00246889,0.00333541
1620.00000000,0.00150541,0.00253137,0.00337154
1650.00000000,0.00151940,0.00255022,0.00337190
1680.00000000,0.00155250,0.00259549,0.00337285
