times, Ki67_negative_csse, Ki67_positive_premitotic_csse, Ki67_positive_postmitotic_csse
1710.00000000,0.00157446,0.00263752,0.00337608
1740.00000000,0.00158354,0.00264049,0.00337774
1770.00000000,0.00158364,0.00264961,0.00338501
1800.00000000,0.00158413,0.00265565,0.00338811
1830.00000000,0.00158449,0.00265597,0.00338949
1860.00000000,0.00158885,0.00266218,0.00338966
1890.00000000,0.00159490,0.00268603,0.00339553
1920.00000000,0.00159771,0.00268616,0.00339966
1950.00000000,0.00159777,0.00269307,0.00340800
1980.00000000,0.00161946,0.00270039,0.00346221
2010.00000000,0.00161947,0.00270730,0.00346864
2040.00000000,0.00161961,0.00274866,0.00351489
2070.00000000,0.00161971,0.00277342,0.00353666
2100.00000000,0.00162304,0.00281838,0.00356047
2130.00000000,0.00163404,0.00284261,0.00356305
2160.00000000,0.00163994,0.00284347,0.00356530
2190.00000000,0.00164511,0.00284988,0.00356536
2220.00000000,0.00164512,0.00285894,0.00357388
2250.00000000,0.00164524,0.00287505,0.00358726
2280.00000000,0.00164561,0.00289690,0.00360379
2310.00000000,0.00164742,0.00293027,0.00362343
2340.00000000,0.00164853,0.00295413,0.00363813
2370.00000000,0.00167492,0.00308842,0.00367974
2400.00000000,0.00170275,0.00315693,0.00368875
2430.00000000,0.00173174,0.00318602,0.00368875
2460.00000000,0.00175815,0.00320032,0.00369059
2490.00000000,0.00176110,0.00320168,0.00369089
2520.00000000,0.00176505,0.00320954,0.00369156
2550.00000000,0.00176547,0.00321045,0.00369165
2580.00000000,0.00176610,0.00321756,0.00369517
2610.00000000,0.00176707,0.00322061,0.00369575
2640.00000000,0.00176924,0.00322064,0.00369849
2670.00000000,0.00177432,0.00324296,0.00370459
2700.00000000,0.00177453,0.00326100,0.00371899
2730.00000000,0.00177466,0.00327769,0.00373281
2760.00000000,0.00177703,0.00330423,0.00374587
2790.00000000,0.00179821,0.00335591,0.00375256
2820.00000000,0.00181284,0.00338740,0.00375576
2850.00000000,0.00181835,0.00339979,0.00375713
2880.00000000,0.00182075,0.00340426,0.00375745
2910.00000000,0.00185780,0.00344218,0.00375745
2940.00000000,0.00189118,0.00345866,0.00376041
2970.00000000,0.00190168,0.00346792,0.00376045
3000.00000000,0.00190326,0.00347511,0.00376249
3030.00000000,0.00190326,0.00347761,0.00376515
3060.00000000,0.00190332,0.00348540,0.00377167
3090.00000000,0.00190481,0.00351035,0.00378591
3120.00000000,0.00190582,0.00354889,0.00383794
3150.00000000,0.00190739,0.00359984,0.00387255
3180.00000000,0.00191373,0.00369540,0.00392523
3210.00000000,0.00192269,0.00379622,0.00397489
3240.00000000,0.00193223,0.00390681,0.00403007
3270.00000000,0.00194743,0.00402422,0.00407819
3300.00000000,0.00196777,0.00412531,0.00410892
3330.00000000,0.00199309,0.00421828,0.00413018
3360.00000000,0.00203127,0.00428353,0.00413378
3390.00000000,0.00204480,0.00431020,0.00413599
3420.00000000,0.00206346,0.00433895,0.00413708
3450.00000000,0.00208630,0.00435314,0.00413810
3480.00000000,0.00211810,0.00435846,0.00414921
3510.00000000,0.00213238,0.00435846,0.00416283
3540.00000000,0.00213684,0.00435858,0.00416886
3570.00000000,0.00213705,0.00435880,0.00416972
3600.00000000,0.00213868,0.00436377,0.00418201
