times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
2910.00000000,0.57377078,0.48821135,0.32136146,0.23220461
2940.00000000,0.57613673,0.49267514,0.32142830,0.23423562
2970.00000000,0.58337811,0.50342870,0.32442479,0.23475131
3000.00000000,0.59377109,0.51674113,0.32700848,0.23508706
3030.00000000,0.60039974,0.52359750,0.32871595,0.23702224
3060.00000000,0.60821350,0.52955420,0.33353449,0.23998373
3090.00000000,0.61911643,0.53663058,0.33899819,0.24162088
3120.00000000,0.62694626,0.53883808,0.34595793,0.24295828
3150.00000000,0.63398307,0.53927656,0.35484724,0.24524927
3180.00000000,0.64222939,0.54260964,0.36117247,0.24666126
3210.00000000,0.65195933,0.54282699,0.36966551,0.24768081
3240.00000000,0.66178807,0.54450817,0.37725366,0.24824020
3270.00000000,0.67188015,0.54584269,0.38418395,0.25006747
3300.00000000,0.67753724,0.54905311,0.39092995,0.25218898
3330.00000000,0.68237474,0.55376392,0.39770260,0.25496466
3360.00000000,0.68469376,0.55959766,0.40377856,0.25704145
3390.00000000,0.68482180,0.56796987,0.40873989,0.26058036
3420.00000000,0.68917685,0.57642342,0.40949526,0.26392351
3450.00000000,0.69120015,0.58117627,0.40996670,0.26712448
3480.00000000,0.69781913,0.58587046,0.41025577,0.26876020
3510.00000000,0.70373789,0.58984320,0.41054977,0.27041220
3540.00000000,0.70483123,0.59235408,0.41421305,0.27047127
3570.00000000,0.70556875,0.59591294,0.41735235,0.27162834
3600.00000000,0.70620236,0.59706048,0.41738084,0.27338100
