times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00199762,0.00282307,0.00093313,0.00010768
60.00000000,0.00514786,0.01002012,0.00426630,0.00082131
90.00000000,0.00765357,0.01408432,0.00490068,0.00174542
120.00000000,0.01830836,0.02616466,0.00882418,0.00424337
150.00000000,0.02077038,0.03241711,0.01419363,0.00582239
180.00000000,0.02189854,0.03379579,0.01625949,0.00763773
210.00000000,0.03619357,0.04690973,0.01727681,0.00983615
240.00000000,0.05341337,0.06056706,0.02097406,0.01709587
270.00000000,0.06504714,0.06440722,0.02198331,0.02388022
300.00000000,0.07111265,0.07107950,0.02415593,0.02544608
330.00000000,0.07669317,0.07153110,0.02877347,0.02595747
360.00000000,0.07926139,0.07207382,0.03187455,0.02703304
390.00000000,0.08381727,0.07298956,0.03492057,0.02762716
420.00000000,0.08874969,0.07980127,0.03744993,0.02827725
450.00000000,0.09939747,0.09110274,0.03800244,0.02837845
480.00000000,0.11471442,0.09599743,0.05415571,0.03410946
510.00000000,0.11721917,0.09918773,0.06361620,0.03787490
540.00000000,0.11894497,0.10513846,0.06940997,0.03975767
570.00000000,0.12069199,0.10727396,0.07031297,0.04104914
600.00000000,0.13151734,0.11369263,0.07121455,0.04635740
630.00000000,0.14185850,0.12152648,0.07217396,0.04982410
660.00000000,0.14761951,0.12730916,0.07765306,0.05528153
690.00000000,0.14887135,0.13377411,0.08239526,0.05575242
720.00000000,0.15219382,0.13608605,0.08470433,0.06369590
750.00000000,0.15912451,0.14162601,0.09068658,0.06828743
780.00000000,0.17226832,0.14895362,0.09793934,0.06972400
810.00000000,0.18355796,0.15550258,0.10142692,0.07097711
840.00000000,0.19787257,0.15949000,0.10658290,0.07614832
870.00000000,0.20211619,0.16159444,0.11359703,0.07681438
900.00000000,0.20246011,0.16469731,0.11855822,0.07901660
930.00000000,0.20761254,0.16588586,0.12145880,0.08007989
960.00000000,0.21480474,0.16723437,0.12263990,0.08474247
990.00000000,0.22146775,0.17309927,0.12473469,0.08763537
1020.00000000,0.23206766,0.18114287,0.12697574,0.09243274
1050.00000000,0.23755459,0.18605712,0.12868754,0.09471722
1080.00000000,0.23960279,0.19241035,0.13271094,0.09499883
1110.00000000,0.24644333,0.19456892,0.13322436,0.10348451
1140.00000000,0.24909093,0.20087993,0.13343184,0.10735539
1170.00000000,0.25105696,0.20632775,0.13377187,0.11049716
1200.00000000,0.25501149,0.21511949,0.13667326,0.11243297
1230.00000000,0.25823133,0.21545863,0.13750100,0.11614141
1260.00000000,0.26702592,0.22176660,0.14399408,0.12014789
1290.00000000,0.27552160,0.23138238,0.14506627,0.12019579
1320.00000000,0.28806882,0.24254762,0.14911020,0.12562169
1350.00000000,0.29766790,0.25092060,0.15233651,0.13007410
1380.00000000,0.30468589,0.25528364,0.15581048,0.13089312
1410.00000000,0.31677635,0.26454167,0.15840333,0.13113269
1440.00000000,0.32724558,0.27110686,0.16329893,0.13212426
1470.00000000,0.33404528,0.27402596,0.16761760,0.13256232
1500.00000000,0.33704313,0.27578859,0.17106327,0.13387714
1530.00000000,0.33746745,0.28185291,0.17623206,0.13519699
1560.00000000,0.34017381,0.29151366,0.18364191,0.13565244
1590.00000000,0.34213363,0.29822185,0.19075109,0.13721126
1620.00000000,0.34640543,0.30338748,0.19364171,0.14375806
1650.00000000,0.34818951,0.31469984,0.19884864,0.15164757
1680.00000000,0.35557335,0.32442730,0.19945179,0.15338806
1710.00000000,0.36703003,0.33618885,0.20061448,0.15424590
1740.00000000,0.37280463,0.34158654,0.20159934,0.15485384
1770.00000000,0.38038982,0.34594816,0.20437120,0.15530554
1800.00000000,0.38464328,0.34788448,0.20568344,0.15631044
1830.00000000,0.38766050,0.35116564,0.20659176,0.15695482
1860.00000000,0.38813745,0.35136129,0.20940169,0.15948345
1890.00000000,0.39018740,0.35297925,0.21281570,0.16332944
1920.00000000,0.39193394,0.35554656,0.21395688,0.16364986
1950.00000000,0.39959189,0.36261610,0.21826143,0.16854280
1980.00000000,0.40268130,0.37051004,0.22506371,0.17054056
2010.00000000,0.40689941,0.37859511,0.23202230,0.17363218
2040.00000000,0.40762181,0.38399414,0.24159091,0.17852416
2070.00000000,0.41325853,0.38745091,0.24797319,0.18123538
2100.00000000,0.41415900,0.39003988,0.24927781,0.18342019
2130.00000000,0.41474612,0.39383010,0.24932835,0.18657274
2160.00000000,0.41698773,0.39731513,0.24995030,0.18843811
2190.00000000,0.42510437,0.39982038,0.25296591,0.19103388
2220.00000000,0.43680500,0.40656437,0.25633550,0.19262092
2250.00000000,0.44812028,0.41403430,0.25893614,0.19386564
2280.00000000,0.45804978,0.42254999,0.25907246,0.19514312
2310.00000000,0.46776106,0.42797350,0.26096885,0.19753449
2340.00000000,0.47850680,0.43390567,0.26219884,0.20111808
2370.00000000,0.48493383,0.43807379,0.26369240,0.20188345
2400.00000000,0.48786459,0.43997469,0.26438628,0.20221942
2430.00000000,0.49142413,0.44199474,0.26454906,0.20392168
2460.00000000,0.49430500,0.44382260,0.26644685,0.20476646
2490.00000000,0.50144110,0.44565145,0.27216828,0.20518064
2520.00000000,0.50878947,0.44851299,0.27760732,0.20613284
2550.00000000,0.51407891,0.45069076,0.28220871,0.20762258
2580.00000000,0.52105579,0.45151645,0.28848530,0.20774797
2610.00000000,0.52939492,0.45388895,0.29364862,0.20855128
2640.00000000,0.53788780,0.45470812,0.29848790,0.21302404
2670.00000000,0.54412971,0.45646212,0.30259721,0.21691065
2700.00000000,0.54765248,0.46075729,0.30727720,0.22004858
2730.00000000,0.55236707,0.46679495,0.30815922,0.22225365
2760.00000000,0.55667419,0.47249018,0.31211635,0.22759891
2790.00000000,0.56776913,0.47910123,0.31707800,0.22807667
2820.00000000,0.57170136,0.48173444,0.31719320,0.22926049
2850.00000000,0.57229561,0.48409269,0.31876133,0.23064486
2880.00000000,0.57341586,0.48447610,0.31878268,0.23140305
