times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00148887,0.00044720,0.00114935,0.00010768
60.00000000,0.01757623,0.01860839,0.00250955,0.00082131
90.00000000,0.02487616,0.03113794,0.00573397,0.00282650
120.00000000,0.04507851,0.05455355,0.00796302,0.00381071
150.00000000,0.05635994,0.07088672,0.01249001,0.00433547
180.00000000,0.06417928,0.07207636,0.02299790,0.00583438
210.00000000,0.07293399,0.07250358,0.02918391,0.00797587
240.00000000,0.07713485,0.07560345,0.03808919,0.00958043
270.00000000,0.08774908,0.07622597,0.05206895,0.01356849
300.00000000,0.10429209,0.09387011,0.05374985,0.01414825
330.00000000,0.11469387,0.10343158,0.05650343,0.01606152
360.00000000,0.12275608,0.10864494,0.06385812,0.02056736
390.00000000,0.14113624,0.11717380,0.08273647,0.02959442
420.00000000,0.14983146,0.12558060,0.10782841,0.03758433
450.00000000,0.16062411,0.13082382,0.12808278,0.04180283
480.00000000,0.17409849,0.13504517,0.14672981,0.04275413
510.00000000,0.18130776,0.14528892,0.16915875,0.04773004
540.00000000,0.19348227,0.14941082,0.18044423,0.05274096
570.00000000,0.19771607,0.15437257,0.19154808,0.05464926
600.00000000,0.20592066,0.15716403,0.19215362,0.05945683
630.00000000,0.21473780,0.16240133,0.19439544,0.06079486
660.00000000,0.22883805,0.17037904,0.20163251,0.06190940
690.00000000,0.23769773,0.17055022,0.21666636,0.06791239
720.00000000,0.24614716,0.17743769,0.23977563,0.07568475
750.00000000,0.26048377,0.18199276,0.25895792,0.07597536
780.00000000,0.26779863,0.19233205,0.27950040,0.07886369
810.00000000,0.28461482,0.19745364,0.29494461,0.08261329
840.00000000,0.30066490,0.20738082,0.30231851,0.08386428
870.00000000,0.31012039,0.20909019,0.31178715,0.08556051
900.00000000,0.32805138,0.21595265,0.31568667,0.09272951
930.00000000,0.34047485,0.21677931,0.31989863,0.10011436
960.00000000,0.34260817,0.22487731,0.33107257,0.10105698
990.00000000,0.34526247,0.23323258,0.34697925,0.10595410
1020.00000000,0.34966739,0.24937441,0.35369222,0.11097804
1050.00000000,0.35002075,0.25156555,0.35813111,0.11796142
1080.00000000,0.35033902,0.25692256,0.35981072,0.12132056
