times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
1110.00000000,0.35785432,0.26042590,0.36075296,0.13139696
1140.00000000,0.36124034,0.26072263,0.36122948,0.13496278
1170.00000000,0.36338959,0.26368563,0.36582038,0.13548412
1200.00000000,0.37017044,0.27439996,0.36975849,0.13548876
1230.00000000,0.37284117,0.27907024,0.37909515,0.13748441
1260.00000000,0.37609929,0.28477202,0.38216541,0.13811101
1290.00000000,0.37662783,0.28871842,0.38392887,0.14082248
1320.00000000,0.37838803,0.29054338,0.38737074,0.14096578
1350.00000000,0.38131198,0.29206682,0.39455113,0.14369878
1380.00000000,0.39465312,0.29522826,0.40461407,0.14381555
1410.00000000,0.40589072,0.29603656,0.41286967,0.14598924
1440.00000000,0.41874859,0.30086612,0.41955696,0.14733026
1470.00000000,0.43328138,0.30900884,0.42404202,0.14923528
1500.00000000,0.44191850,0.31738773,0.42674638,0.15168141
1530.00000000,0.45643374,0.32585450,0.43761457,0.15650114
1560.00000000,0.46334636,0.33471200,0.43903505,0.15986650
1590.00000000,0.47287891,0.34213412,0.44199838,0.16071940
1620.00000000,0.48545112,0.34918517,0.44603656,0.16220239
1650.00000000,0.50069665,0.35795160,0.44838170,0.16633635
1680.00000000,0.51405968,0.36469839,0.44897330,0.17236097
1710.00000000,0.51434388,0.36566079,0.44949309,0.17355895
1740.00000000,0.51642952,0.37231685,0.45346472,0.17415775
1770.00000000,0.52747195,0.38467026,0.45548958,0.17749359
1800.00000000,0.54059785,0.39879309,0.45824045,0.17924753
1830.00000000,0.55216083,0.40817353,0.45851904,0.18170866
1860.00000000,0.55926429,0.41685323,0.46062644,0.18223981
1890.00000000,0.56764575,0.42447593,0.46204347,0.18441561
1920.00000000,0.57136230,0.43531970,0.46941428,0.18465920
1950.00000000,0.57246304,0.44853800,0.47821682,0.18797420
1980.00000000,0.57716675,0.46208464,0.48453441,0.19049955
2010.00000000,0.58481313,0.47664861,0.48872705,0.19322449
2040.00000000,0.59181205,0.48548070,0.49266677,0.19533105
2070.00000000,0.59187675,0.48664872,0.49744669,0.19887824
2100.00000000,0.59195600,0.49054887,0.50520728,0.20265945
2130.00000000,0.59436309,0.49121675,0.51074584,0.20512304
2160.00000000,0.59908076,0.49303445,0.51698197,0.20542229
2190.00000000,0.60282496,0.49612120,0.52104485,0.20819036
2220.00000000,0.61289873,0.49839500,0.52562996,0.21140523
2250.00000000,0.61490158,0.50299874,0.53261497,0.21578936
2280.00000000,0.61995722,0.50839019,0.54712499,0.21985229
2310.00000000,0.63426084,0.50934010,0.56082992,0.22140090
2340.00000000,0.64414873,0.51457709,0.57553518,0.22182052
2370.00000000,0.65649955,0.51471440,0.58601999,0.22382383
2400.00000000,0.66877299,0.51838577,0.59122926,0.22721665
2430.00000000,0.67743764,0.52127329,0.59403655,0.23018647
2460.00000000,0.68990335,0.52344108,0.59938752,0.23513343
2490.00000000,0.70035534,0.52361788,0.60436392,0.24043221
2520.00000000,0.70619308,0.52946803,0.61215391,0.24433012
2550.00000000,0.70926179,0.54043203,0.62158691,0.24892983
2580.00000000,0.71321739,0.55087544,0.62518120,0.25182336
2610.00000000,0.72339334,0.56422223,0.62564473,0.25453068
2640.00000000,0.72719399,0.57547113,0.62758559,0.26003806
2670.00000000,0.73044429,0.58738985,0.63132427,0.26496781
2700.00000000,0.73343746,0.59928119,0.63733116,0.26785908
2730.00000000,0.73429421,0.60680299,0.64158189,0.27198689
2760.00000000,0.73676607,0.60880881,0.64300202,0.27294099
2790.00000000,0.73819701,0.61019105,0.64520047,0.27355571
2820.00000000,0.74185224,0.61175096,0.64557509,0.27602566
2850.00000000,0.74299613,0.61662455,0.64868488,0.27664558
2880.00000000,0.74753591,0.62393944,0.65327644,0.27846203
2910.00000000,0.75000061,0.63368425,0.66250392,0.28040941
2940.00000000,0.75011720,0.64397805,0.67347734,0.28097242
2970.00000000,0.75130241,0.64938822,0.67984629,0.28119886
3000.00000000,0.75209738,0.65548170,0.68552684,0.28240675
3030.00000000,0.75284699,0.66149532,0.69237704,0.28249371
3060.00000000,0.75408171,0.66747910,0.69859201,0.28349724
3090.00000000,0.75830269,0.67046723,0.70364761,0.28565076
3120.00000000,0.75943536,0.67508293,0.70654812,0.28623329
3150.00000000,0.76156204,0.67813477,0.70888252,0.28949283
3180.00000000,0.76258766,0.67966574,0.71317666,0.29123037
3210.00000000,0.76463571,0.68191338,0.71757963,0.29133766
3240.00000000,0.76763380,0.68284939,0.72145070,0.29140068
3270.00000000,0.76776794,0.68544517,0.72537232,0.29259239
3300.00000000,0.76779371,0.68762217,0.72616190,0.29395403
3330.00000000,0.76954789,0.68929905,0.72703135,0.29474618
3360.00000000,0.77110775,0.69339862,0.72828072,0.29603652
3390.00000000,0.77409013,0.69497657,0.72909084,0.29825107
3420.00000000,0.77703739,0.69670686,0.72961961,0.29893926
3450.00000000,0.77860265,0.69801711,0.73175941,0.30082405
3480.00000000,0.78223965,0.69920960,0.73554143,0.30187152
3510.00000000,0.78557604,0.70173491,0.73746875,0.30580590
3540.00000000,0.78639295,0.70427849,0.73816194,0.30985958
3570.00000000,0.79068193,0.70806719,0.74173396,0.31293131
3600.00000000,0.79295314,0.70942946,0.74487637,0.31516478
