times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
1110.00000000,0.75354821,0.63385940,0.28047976,0.23863463
1140.00000000,0.77164566,0.64287378,0.28206582,0.24930377
1170.00000000,0.78953895,0.66689356,0.29226254,0.25337400
1200.00000000,0.81548802,0.68201778,0.29782794,0.25863345
1230.00000000,0.85638423,0.70943836,0.30162229,0.27590342
1260.00000000,0.88583186,0.73104310,0.30518456,0.28018404
1290.00000000,0.91063574,0.75711836,0.31203964,0.28576773
1320.00000000,0.91409307,0.76283111,0.32463372,0.28919174
1350.00000000,0.92630373,0.76862687,0.33461957,0.29721231
1380.00000000,0.93357588,0.77107161,0.34061360,0.29837894
1410.00000000,0.94407839,0.77668624,0.35092835,0.30380581
1440.00000000,0.96553946,0.79025690,0.36075482,0.30574188
1470.00000000,0.97638673,0.79916908,0.36409345,0.30714542
1500.00000000,0.98994942,0.81337688,0.37000627,0.31370336
1530.00000000,1.01412527,0.82857715,0.38220210,0.31692360
1560.00000000,1.02073213,0.82947883,0.38445062,0.32218362
1590.00000000,1.02442206,0.83211430,0.38480368,0.32288501
1620.00000000,1.02630654,0.83621499,0.38568911,0.32421579
1650.00000000,1.02963610,0.83826920,0.39113504,0.33504548
1680.00000000,1.03285593,0.84373900,0.39275389,0.34535397
1710.00000000,1.03788447,0.85458678,0.39441408,0.36289049
1740.00000000,1.04169408,0.87069501,0.40320328,0.36639990
1770.00000000,1.04216856,0.87610484,0.40374536,0.37174214
1800.00000000,1.04774916,0.87739223,0.41109504,0.37479862
1830.00000000,1.05520300,0.88079214,0.41206682,0.37982433
1860.00000000,1.05908971,0.88357001,0.41419389,0.38306024
1890.00000000,1.06152161,0.89001256,0.42386396,0.38385588
1920.00000000,1.07171945,0.89424634,0.43475456,0.38739690
1950.00000000,1.07563878,0.90457830,0.43684849,0.39171559
1980.00000000,1.08626059,0.91970743,0.43802266,0.39739708
2010.00000000,1.10341223,0.92967180,0.44813586,0.40032301
2040.00000000,1.11601649,0.93181534,0.46281852,0.40454495
2070.00000000,1.12913250,0.93425597,0.47205195,0.40598689
2100.00000000,1.13633427,0.94335324,0.48187756,0.41246033
2130.00000000,1.13716820,0.94866308,0.48515205,0.41532961
2160.00000000,1.14191830,0.95475072,0.48697229,0.42434713
2190.00000000,1.15295632,0.95720764,0.48821276,0.43168775
2220.00000000,1.15637702,0.95936657,0.48918269,0.43197959
2250.00000000,1.16567653,0.96464965,0.49098940,0.43418930
2280.00000000,1.17387450,0.97204447,0.49102523,0.43495662
2310.00000000,1.17688771,0.97589533,0.49367037,0.43676410
2340.00000000,1.18549960,0.97721440,0.49905368,0.43867361
2370.00000000,1.19228968,0.98259346,0.50286060,0.44703583
2400.00000000,1.20116526,0.99155297,0.50695032,0.45104161
2430.00000000,1.21701915,1.00063886,0.51008306,0.46094233
2460.00000000,1.22599396,1.00929441,0.51469654,0.46587509
2490.00000000,1.23811698,1.01165727,0.52323976,0.46709203
2520.00000000,1.24230542,1.01840718,0.53340131,0.46786882
2550.00000000,1.24613231,1.02363750,0.54000257,0.47306664
2580.00000000,1.24637178,1.02409195,0.54510124,0.47795034
2610.00000000,1.25026579,1.02812876,0.56057076,0.48548905
2640.00000000,1.25191326,1.03285602,0.57450357,0.49304713
2670.00000000,1.26371966,1.03826184,0.58582456,0.49893835
2700.00000000,1.26714794,1.03969202,0.59115637,0.49941170
2730.00000000,1.27980420,1.03971256,0.59503041,0.50821445
2760.00000000,1.28787035,1.03975593,0.59842381,0.51293058
2790.00000000,1.28855431,1.04365297,0.59875151,0.51718386
2820.00000000,1.29923610,1.04863911,0.60574696,0.51848365
2850.00000000,1.31261599,1.05000134,0.61173749,0.52451077
2880.00000000,1.32938905,1.05460818,0.61625470,0.53215977
2910.00000000,1.34239950,1.05811976,0.62087876,0.53703460
2940.00000000,1.35464787,1.06138936,0.62639505,0.54049708
2970.00000000,1.36297093,1.06972687,0.63100684,0.54509443
3000.00000000,1.37298079,1.08017684,0.63577511,0.54942260
3030.00000000,1.38273182,1.09077489,0.63939707,0.55219754
3060.00000000,1.40018491,1.10216231,0.64011012,0.55755015
3090.00000000,1.41271446,1.11463557,0.64223901,0.55973534
3120.00000000,1.42428621,1.12448037,0.64496890,0.56419217
3150.00000000,1.43056508,1.13573231,0.65021245,0.56446264
3180.00000000,1.43968284,1.15350161,0.65648043,0.56684619
3210.00000000,1.44619199,1.16380355,0.65721511,0.56990429
3240.00000000,1.45605576,1.17140534,0.66069886,0.57112606
3270.00000000,1.46158881,1.17435377,0.66881656,0.57665913
3300.00000000,1.47225788,1.17875626,0.67605157,0.57762755
3330.00000000,1.48093541,1.17898685,0.68462444,0.57796281
3360.00000000,1.48140654,1.18135666,0.68494874,0.57953719
3390.00000000,1.48295808,1.18144304,0.68689535,0.58001864
3420.00000000,1.48308103,1.18602749,0.68730919,0.58431219
3450.00000000,1.48515874,1.18767044,0.68901095,0.58973461
3480.00000000,1.48862755,1.19251789,0.69960227,0.59200966
3510.00000000,1.48868999,1.19383438,0.71170819,0.60286152
3540.00000000,1.49491839,1.19692253,0.72094118,0.60895425
3570.00000000,1.50428616,1.19713714,0.73325302,0.61168371
3600.00000000,1.51367067,1.19799212,0.73861196,0.61485430
