times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01351113,0.01305280,0.00035065,0.00010768
60.00000000,0.02472575,0.02219359,0.00321085,0.00089405
90.00000000,0.03905559,0.03382342,0.00440318,0.00240173
120.00000000,0.05601240,0.05157430,0.00717156,0.00437604
150.00000000,0.07265700,0.06308265,0.01378054,0.00584877
180.00000000,0.08651020,0.07420946,0.01647319,0.00588251
210.00000000,0.10444375,0.08017005,0.02362004,0.01070862
240.00000000,0.11798591,0.08441137,0.02811399,0.01551551
270.00000000,0.12156719,0.08602093,0.03146067,0.01735968
300.00000000,0.12534809,0.08841985,0.03427791,0.02072225
330.00000000,0.12921456,0.09362484,0.04002589,0.02404574
360.00000000,0.13214444,0.10256900,0.04162266,0.03432300
390.00000000,0.14418714,0.11382949,0.04752445,0.03944258
420.00000000,0.15950203,0.12205845,0.05175895,0.04229401
450.00000000,0.17605580,0.13026378,0.05274999,0.04965140
480.00000000,0.18197423,0.13215902,0.05988468,0.05033039
510.00000000,0.18564114,0.13785649,0.06936134,0.05044266
540.00000000,0.19272946,0.14189991,0.07523433,0.05327075
570.00000000,0.19585385,0.14437744,0.08119693,0.05363142
600.00000000,0.20650173,0.15327139,0.08572620,0.05640676
630.00000000,0.21291410,0.15475003,0.09075880,0.05926517
660.00000000,0.22332958,0.15834733,0.09703150,0.05981065
690.00000000,0.23966017,0.16199343,0.10112982,0.06839682
720.00000000,0.25232134,0.16802321,0.10424188,0.07814026
750.00000000,0.25365083,0.17266531,0.10720367,0.08441466
780.00000000,0.25794375,0.17465444,0.10987086,0.09336391
810.00000000,0.25900770,0.18164073,0.11109087,0.10050626
840.00000000,0.26660945,0.18954647,0.11900240,0.10872176
870.00000000,0.27910527,0.19610838,0.13221334,0.11599880
900.00000000,0.30171000,0.20900318,0.14127152,0.11665055
930.00000000,0.31810075,0.22106399,0.14888223,0.11993131
960.00000000,0.33819237,0.23813688,0.15266816,0.12069851
990.00000000,0.35902594,0.25792973,0.15267238,0.12173502
1020.00000000,0.37695745,0.27347640,0.15275280,0.12403942
1050.00000000,0.39324154,0.28720785,0.15503129,0.12431359
1080.00000000,0.41397658,0.29929364,0.16007599,0.12791812
1110.00000000,0.41943487,0.30164475,0.16456157,0.12929653
1140.00000000,0.43142509,0.30847098,0.17031927,0.12989022
1170.00000000,0.44777651,0.31530536,0.18255680,0.13261071
1200.00000000,0.46975937,0.32815553,0.19360243,0.13452365
1230.00000000,0.48862749,0.34040211,0.20117838,0.13547806
1260.00000000,0.50349566,0.34610879,0.20893187,0.13688606
1290.00000000,0.51818881,0.35252595,0.21557427,0.13851965
1320.00000000,0.52868328,0.35294814,0.22147556,0.14269063
1350.00000000,0.53172600,0.36108756,0.22867875,0.14666959
1380.00000000,0.53222479,0.37180833,0.23774326,0.14882462
1410.00000000,0.53826841,0.38564433,0.24425842,0.15010184
1440.00000000,0.55178194,0.40278441,0.24785460,0.15013221
