times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01748887,0.01644720,0.00114935,0.00010768
60.00000000,0.03577425,0.02780641,0.00678915,0.00139405
90.00000000,0.05015339,0.03339536,0.01458453,0.00238887
120.00000000,0.07773197,0.05627632,0.01827628,0.00339476
150.00000000,0.10338964,0.07929266,0.02047207,0.00384030
180.00000000,0.12640497,0.09702283,0.02236333,0.00723421
210.00000000,0.15281537,0.11483750,0.02598317,0.01221008
240.00000000,0.17636406,0.12520314,0.03561022,0.01576608
270.00000000,0.20025762,0.14406120,0.03842062,0.02361197
300.00000000,0.22090604,0.16518069,0.04604169,0.03076196
330.00000000,0.23369595,0.17639898,0.04808233,0.03437422
360.00000000,0.24361591,0.18725640,0.04871164,0.03594099
390.00000000,0.24822490,0.19359484,0.05931984,0.03628024
420.00000000,0.25427463,0.19842557,0.07197624,0.03805618
450.00000000,0.26238480,0.20425044,0.08908235,0.04122726
480.00000000,0.27517341,0.21298299,0.11560033,0.04622409
510.00000000,0.28728046,0.21351214,0.13035177,0.04833932
540.00000000,0.28996758,0.22784215,0.14766820,0.04863862
570.00000000,0.29891453,0.23970181,0.16791166,0.04920176
600.00000000,0.31063184,0.24706905,0.18849805,0.05070361
630.00000000,0.31462146,0.25442415,0.20615634,0.05701718
660.00000000,0.31782913,0.26743697,0.22405964,0.05870000
690.00000000,0.32655803,0.28660703,0.23844065,0.06263986
720.00000000,0.33889283,0.30314185,0.25112160,0.07112078
750.00000000,0.34741969,0.32267457,0.26195938,0.07128887
780.00000000,0.35415372,0.34066128,0.26600357,0.07849736
810.00000000,0.35555203,0.34893699,0.26957281,0.09174063
840.00000000,0.36504897,0.36412968,0.27323867,0.09377052
870.00000000,0.37575816,0.37311956,0.27361049,0.09511802
900.00000000,0.37966339,0.38344763,0.28532347,0.09763833
930.00000000,0.39572686,0.40531504,0.28968870,0.09907705
960.00000000,0.41086174,0.43418550,0.30087725,0.10162408
990.00000000,0.42421410,0.46226927,0.31365428,0.10357845
1020.00000000,0.43341211,0.48137636,0.31831547,0.10882634
1050.00000000,0.44186367,0.50035769,0.32303967,0.11463192
1080.00000000,0.46440002,0.51758152,0.32694512,0.11603899
1110.00000000,0.47160266,0.52148297,0.33134384,0.11713653
1140.00000000,0.47613719,0.52322804,0.33525365,0.11950633
1170.00000000,0.47739142,0.52973991,0.33673196,0.12624228
1200.00000000,0.48062864,0.53802389,0.34165661,0.12636439
1230.00000000,0.48889553,0.54564493,0.34286370,0.12692563
1260.00000000,0.50753761,0.55391750,0.34958792,0.13057093
1290.00000000,0.52633881,0.56263665,0.35773017,0.13251073
1320.00000000,0.53653329,0.56484243,0.36452942,0.13370017
1350.00000000,0.54631975,0.56782579,0.37192754,0.13429519
1380.00000000,0.56869677,0.57863262,0.38514901,0.13594646
1410.00000000,0.59481789,0.58944282,0.39221855,0.14418784
1440.00000000,0.62100964,0.60386936,0.39309056,0.15682508
1470.00000000,0.63147606,0.60950313,0.39351418,0.16123411
1500.00000000,0.63242291,0.62020889,0.40171993,0.16278728
1530.00000000,0.63510692,0.62671148,0.40339459,0.16493119
1560.00000000,0.63975128,0.63010591,0.40409149,0.16548423
1590.00000000,0.64262253,0.63696672,0.40542300,0.16814227
1620.00000000,0.64437837,0.64156222,0.40658632,0.17333030
1650.00000000,0.64501410,0.64211988,0.40952673,0.17746409
1680.00000000,0.64705231,0.64550914,0.41229412,0.18158253
1710.00000000,0.65109419,0.64583281,0.41996350,0.18488635
1740.00000000,0.65377112,0.64589623,0.42837197,0.19055447
1770.00000000,0.65666986,0.65124485,0.42918192,0.19219438
1800.00000000,0.65792980,0.65702324,0.43029986,0.19783077
1830.00000000,0.66793153,0.66027725,0.43579266,0.19908567
1860.00000000,0.67847915,0.66845283,0.43643822,0.20210327
1890.00000000,0.68324956,0.67081561,0.44035925,0.20531543
1920.00000000,0.68344677,0.67341874,0.44591059,0.20806642
1950.00000000,0.68987567,0.67614740,0.45146397,0.20991955
1980.00000000,0.69801016,0.68110933,0.46476654,0.21012570
2010.00000000,0.70263213,0.68260862,0.46499055,0.21347239
2040.00000000,0.71081285,0.68835396,0.46727126,0.21362707
2070.00000000,0.71725089,0.69152648,0.46940792,0.21475593
2100.00000000,0.72046132,0.69234343,0.47161569,0.21494163
2130.00000000,0.72167706,0.69399892,0.47362231,0.21580623
2160.00000000,0.72827938,0.69470116,0.47797719,0.21875592
2190.00000000,0.72880180,0.70482860,0.48437812,0.22196002
2220.00000000,0.73098848,0.71642749,0.49218033,0.22357002
2250.00000000,0.73274112,0.71787077,0.49386558,0.22845119
2280.00000000,0.73311077,0.72051860,0.50384060,0.23614805
