times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
2310.00000000,0.74089179,0.72168550,0.51000608,0.23659669
2340.00000000,0.75665531,0.72480800,0.52163938,0.23760440
2370.00000000,0.76549191,0.72646680,0.53062875,0.23941596
2400.00000000,0.77070089,0.72663665,0.53443768,0.24064615
2430.00000000,0.77366187,0.72687742,0.53555658,0.24272901
2460.00000000,0.77840554,0.73031067,0.53656680,0.24504964
2490.00000000,0.78526975,0.73566558,0.53660421,0.24659635
2520.00000000,0.78749699,0.73676032,0.53865569,0.24751531
2550.00000000,0.79081935,0.73676053,0.54047078,0.24902237
2580.00000000,0.79528486,0.74085844,0.54180594,0.25072514
2610.00000000,0.80251109,0.74595917,0.54530092,0.25634562
2640.00000000,0.80598864,0.74872025,0.54990216,0.26166333
2670.00000000,0.80983434,0.75069755,0.55005370,0.26368326
2700.00000000,0.81380466,0.75323265,0.55593327,0.26430911
2730.00000000,0.81512868,0.75983102,0.56019256,0.26797222
2760.00000000,0.81545668,0.76242364,0.56134213,0.27204240
2790.00000000,0.82067301,0.76702635,0.56160317,0.27239499
2820.00000000,0.82171043,0.77119717,0.56617495,0.27383337
2850.00000000,0.82330255,0.77530560,0.57311015,0.27506802
2880.00000000,0.82640112,0.77664430,0.57905559,0.27925360
2910.00000000,0.82923293,0.78027976,0.58355486,0.28294921
2940.00000000,0.83707130,0.78966878,0.59236359,0.29020731
2970.00000000,0.84044678,0.79269158,0.60046326,0.29190870
3000.00000000,0.84236721,0.80008429,0.60840049,0.29328462
3030.00000000,0.84549858,0.80480775,0.61545308,0.29408685
3060.00000000,0.84875674,0.81109259,0.62210241,0.29698053
3090.00000000,0.85082555,0.82350411,0.62891725,0.30050841
3120.00000000,0.85812269,0.83111731,0.62953441,0.30144162
3150.00000000,0.86637636,0.83858209,0.63181775,0.30293608
3180.00000000,0.87422403,0.85052116,0.63447952,0.30436570
3210.00000000,0.87444788,0.85747882,0.63901113,0.30656792
3240.00000000,0.87476070,0.86425275,0.64360762,0.30905816
3270.00000000,0.87656814,0.87048817,0.64860047,0.30962304
3300.00000000,0.87815256,0.87267616,0.65367536,0.31092552
3330.00000000,0.88053135,0.88021089,0.65919771,0.31129194
3360.00000000,0.88235129,0.88748655,0.66421283,0.31173253
3390.00000000,0.88286549,0.89628109,0.67578322,0.31399417
3420.00000000,0.88429092,0.90655802,0.68867199,0.31518059
3450.00000000,0.88452083,0.91794850,0.69929456,0.31617840
3480.00000000,0.88473797,0.92794673,0.70960444,0.31627291
3510.00000000,0.88521032,0.93765563,0.71857766,0.31748093
3540.00000000,0.88656967,0.94830254,0.72479887,0.32054727
3570.00000000,0.88878209,0.95721212,0.72846429,0.32357902
3600.00000000,0.88934806,0.96163056,0.73050791,0.32538787
