times, G0G1_phase_std, S_phase_std, G2M_phase_std, apoptotic_std, necrotic_std
930.00000000,31.21874437,20.22968116,11.62067124,7.97496081,0.00000000
960.00000000,30.42959086,18.21126025,13.57976436,7.10563157,0.00000000
990.00000000,25.67897973,15.24499918,10.71260939,7.33757453,0.00000000
1020.00000000,23.76467967,16.65412862,15.00699837,7.44378936,0.00000000
1050.00000000,16.86683136,23.76467967,16.38932579,9.09725233,0.00000000
1080.00000000,15.95023511,23.03236853,14.74075982,8.89100669,0.00000000
1110.00000000,18.20439507,26.78227025,13.93413076,9.46784030,0.00000000
1140.00000000,15.37693077,26.90074348,17.00029412,8.69540108,0.00000000
1170.00000000,16.66163257,17.53396704,16.66613332,7.12811335,0.00000000
1200.00000000,26.44919659,16.82973559,18.85205559,6.84178339,0.00000000
1230.00000000,28.93164358,21.08174566,17.26962652,6.43739078,0.00000000
1260.00000000,22.17656421,20.55456154,16.58312395,6.63626401,0.00000000
1290.00000000,29.26157890,27.32690981,22.28990803,6.54522727,0.00000000
1320.00000000,28.12543333,33.44488003,21.32228881,7.62627039,0.00000000
1350.00000000,31.95246469,34.51738692,19.61530015,7.43236167,0.00000000
1380.00000000,37.80264541,28.36987839,14.74991525,7.15262190,0.00000000
1410.00000000,35.16873612,27.12286858,15.13406753,7.03135833,0.00000000
1440.00000000,36.92966287,26.55579033,16.62798845,5.28772163,0.00000000
1470.00000000,37.40106950,22.29708501,21.64809460,5.45985348,0.00000000
1500.00000000,38.80837538,23.56777461,19.38685121,5.60713831,0.00000000
1530.00000000,35.19147624,28.24694674,20.45873896,6.19758017,0.00000000
1560.00000000,46.60729557,27.71209122,21.14142852,5.44426304,0.00000000
1590.00000000,43.95406693,23.80420131,29.86971711,6.51843540,0.00000000
1620.00000000,36.49438313,28.18669899,28.59790202,5.05568986,0.00000000
1650.00000000,32.37607141,28.95185659,26.33040068,6.62495283,0.00000000
1680.00000000,37.32947897,29.38111638,26.68632609,7.08872344,0.00000000
1710.00000000,39.42651392,28.86607005,27.34885738,7.17007671,0.00000000
1740.00000000,35.45997744,23.39423006,23.25102148,8.81419310,0.00000000
1770.00000000,44.45683300,24.23324163,24.39180190,8.83232699,0.00000000
1800.00000000,38.36991009,19.36207633,20.10969915,8.82553115,0.00000000
1830.00000000,20.03996008,25.98461083,29.59408725,8.72983390,0.00000000
1860.00000000,21.97271035,36.64478135,28.74386891,9.90757286,0.00000000
1890.00000000,33.00621154,40.41534362,25.97864508,10.36773842,0.00000000
1920.00000000,38.16398826,29.92256673,18.18488383,9.62548700,0.00000000
1950.00000000,46.13935414,30.77011537,13.75645303,9.73447482,0.00000000
1980.00000000,46.14108798,31.81210461,14.41700385,9.81631295,0.00000000
2010.00000000,45.21769565,27.34318928,20.66978471,9.28493403,0.00000000
2040.00000000,39.62877742,31.13454673,22.14158983,9.30644938,0.00000000
2070.00000000,46.20486987,33.57677769,25.45898663,7.65571682,0.00000000
2100.00000000,45.25936367,32.55595184,25.49686255,5.56417110,0.00000000
2130.00000000,47.90083507,31.68027778,31.10048231,6.09918027,0.00000000
2160.00000000,40.57092555,25.46939340,28.98689359,4.74236228,0.00000000
2190.00000000,41.25821130,24.63107793,26.82237872,5.14684369,0.00000000
2220.00000000,54.44713032,26.42044663,31.44837039,6.51536645,0.00000000
2250.00000000,64.72557454,31.38407239,22.14158983,6.24179461,0.00000000
2280.00000000,52.36601952,21.04281350,25.87450483,5.95734840,0.00000000
2310.00000000,45.42125053,23.34951820,23.97102418,4.70000000,0.00000000
2340.00000000,34.67001586,29.81291666,22.01363214,4.58693798,0.00000000
2370.00000000,33.58213811,26.94364489,25.29051205,5.28109837,0.00000000
2400.00000000,48.50577285,25.46762651,22.80548180,6.35924524,0.00000000
2430.00000000,53.33301042,29.95930573,24.19690063,7.35119038,0.00000000
2460.00000000,32.06306286,38.92505620,25.30296425,7.10563157,0.00000000
2490.00000000,36.23865340,52.01922721,26.10000000,6.63023378,0.00000000
2520.00000000,33.98838037,49.39929149,30.50508154,7.15541753,0.00000000
2550.00000000,48.13522619,54.94943130,38.16228505,9.10823803,0.00000000
2580.00000000,51.95536546,57.55562527,34.65097401,10.53612832,0.00000000
2610.00000000,46.24337790,62.16341368,29.12387337,9.47839649,0.00000000
2640.00000000,49.20934871,51.86183568,23.01847084,9.72059669,0.00000000
2670.00000000,44.93784597,60.80501624,20.54969586,12.48839461,0.00000000
2700.00000000,48.35286961,58.56142075,28.26676494,12.32233744,0.00000000
2730.00000000,46.70342600,55.97508374,33.86443562,12.12600511,0.00000000
2760.00000000,45.78252942,51.26216929,31.35920917,13.42534916,0.00000000
2790.00000000,43.03951673,49.53473529,41.18507011,12.94758665,0.00000000
2820.00000000,43.85897856,54.87157734,43.55685939,12.57338459,0.00000000
2850.00000000,48.06495605,44.06824253,44.05678154,12.13095215,0.00000000
2880.00000000,49.88997895,44.69955257,45.30827739,13.69525465,0.00000000
2910.00000000,35.04910841,44.82956614,44.57173993,12.14454610,0.00000000
2940.00000000,37.06062601,45.88681728,51.35260461,12.67320007,0.00000000
2970.00000000,45.93212384,47.81464211,40.57942829,12.24744871,0.00000000
3000.00000000,51.21484160,40.00112498,43.09582346,12.52996409,0.00000000
3030.00000000,59.39031908,46.39396512,40.37090537,12.85651586,0.00000000
3060.00000000,55.84836614,38.83052923,44.80848134,11.88107739,0.00000000
3090.00000000,65.82248856,35.24542524,49.66890375,10.20000000,0.00000000
3120.00000000,76.15937237,31.51571037,53.75360453,11.14629983,0.00000000
3150.00000000,74.03546447,31.37578684,39.63647310,11.59525765,0.00000000
3180.00000000,75.21063755,31.44026081,38.25245090,11.36837719,0.00000000
3210.00000000,89.62901316,30.93929540,35.80000000,10.68456831,0.00000000
