,mean,sd,hdi_3%,hdi_97%,mpv
c1,0.000326494762485,2.0708548557e-05,0.000292203640514,0.000362511008727,0.000341195444800434
c3,0.000648540755368,3.4103792267e-05,0.000592619009742,0.000706485247165,0.0006153630542126952
c5,0.001007611744078,1.6371877287e-05,0.000980433998529,0.001034844691046,0.0009986114011170688
c6,-0.000138106934553,1.3881839569e-05,-0.000161453780423,-0.000115552247953,-0.00013365343139932367
c10,0.000547041686175,1.4686286932e-05,0.000519428371694,0.000570933145733,0.0005576970561661168
c11,-0.000332502397581,2.8352673244e-05,-0.000377475855289,-0.000279642379529,-0.0003537877942210669
G0G10,36.8444951155838,0.320481047382105,36.216523109106824,37.422060584729174,36.82587653317309
S0,41.582966144991225,0.474007064033289,40.65859750405451,42.42512122525461,41.59325571507918
G2M0,20.739331970052238,0.447445483245894,19.894763759038614,21.53212827470254,20.69991668045935
std_deviation[0],2.803376179112411,0.185145832938308,2.464181382648506,3.149955147913356,2.79893190096164
std_deviation[1],2.684004850947398,0.175313952723462,2.355265874167297,3.013038260494148,2.6283240390667717
std_deviation[2],2.435953015997087,0.161159284785834,2.133099767385157,2.738679745907824,2.3995952654552366
