times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01256140,0.00233053,0.01489193
60.00000000,0.01914581,0.00379781,0.02000906
90.00000000,0.02501611,0.01078725,0.02112821
120.00000000,0.03968310,0.01948383,0.02709862
150.00000000,0.04203764,0.02900294,0.03897227
180.00000000,0.04556025,0.03811855,0.04456527
210.00000000,0.04903258,0.04176394,0.04473833
240.00000000,0.05102951,0.04893207,0.05390338
270.00000000,0.05530129,0.05448119,0.06372428
300.00000000,0.07118034,0.05786885,0.07621568
330.00000000,0.08020941,0.07229317,0.09966906
360.00000000,0.08157326,0.08670540,0.11544516
390.00000000,0.09179469,0.09342866,0.11894333
420.00000000,0.09634750,0.09359181,0.12333299
450.00000000,0.10309684,0.10150609,0.13799660
480.00000000,0.10821502,0.11461301,0.14598535
510.00000000,0.10888609,0.12655094,0.15859435
540.00000000,0.11549799,0.13567189,0.16110339
570.00000000,0.11643173,0.13799921,0.16436445
600.00000000,0.12957735,0.14373452,0.17177478
630.00000000,0.13051051,0.14905526,0.17802868
660.00000000,0.13745743,0.15362252,0.18954286
690.00000000,0.14105027,0.15515762,0.19467080
720.00000000,0.14586157,0.16503770,0.19973958
750.00000000,0.15305063,0.16730510,0.20466123
780.00000000,0.16625728,0.17033134,0.21484164
810.00000000,0.16684847,0.18152931,0.22663082
840.00000000,0.17259650,0.18981010,0.24065964
870.00000000,0.18108409,0.19798743,0.25732455
900.00000000,0.19142661,0.20532184,0.27500149
930.00000000,0.20527056,0.21169598,0.29521958
960.00000000,0.20800498,0.22175849,0.30801653
990.00000000,0.21060145,0.22759393,0.31644844
1020.00000000,0.22320053,0.22793847,0.32870298
1050.00000000,0.22886664,0.22992775,0.33237982
1080.00000000,0.23074406,0.23090522,0.33327977
1110.00000000,0.23541415,0.23578002,0.33348447
1140.00000000,0.24068106,0.23818429,0.34115566
1170.00000000,0.24617489,0.24198278,0.35044798
1200.00000000,0.24992075,0.24997760,0.35469695
1230.00000000,0.25436819,0.25357479,0.36274158
1260.00000000,0.26649965,0.25493242,0.37351540
1290.00000000,0.26670013,0.25654011,0.37532359
1320.00000000,0.27181777,0.25892173,0.37805960
1350.00000000,0.27638880,0.26005824,0.38149412
1380.00000000,0.28075411,0.26581813,0.38288871
1410.00000000,0.28775788,0.27259068,0.38311992
1440.00000000,0.29493395,0.27700149,0.38588518
1470.00000000,0.29965452,0.27734445,0.39094870
1500.00000000,0.30092889,0.28082922,0.39315910
1530.00000000,0.30830330,0.28826664,0.40797094
1560.00000000,0.31872485,0.29361920,0.42374505
1590.00000000,0.33072348,0.29741185,0.43953633
1620.00000000,0.33624504,0.30172676,0.44937280
1650.00000000,0.33705678,0.31344688,0.46028119
1680.00000000,0.33986699,0.32122201,0.47086653
1710.00000000,0.34246177,0.33487443,0.48192417
1740.00000000,0.34520774,0.34788536,0.49218912
1770.00000000,0.34775513,0.36733843,0.50909480
1800.00000000,0.35373921,0.38495448,0.52072678
