times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1860.00000000,0.76805730,0.70150202,0.59980508
1890.00000000,0.77060199,0.71436565,0.61012400
1920.00000000,0.77224780,0.72445893,0.61857148
1950.00000000,0.78892536,0.74229942,0.61973442
1980.00000000,0.80529047,0.76217813,0.62324800
2010.00000000,0.81212281,0.76451075,0.62774774
2040.00000000,0.82323253,0.76613899,0.63722921
2070.00000000,0.83020221,0.76971280,0.64062509
2100.00000000,0.85212067,0.77710186,0.65515447
2130.00000000,0.87150075,0.78407790,0.66755850
2160.00000000,0.89463233,0.79511088,0.67965711
2190.00000000,0.91855502,0.80322296,0.69546771
2220.00000000,0.92860515,0.80492828,0.70381252
2250.00000000,0.93252047,0.81262525,0.70759417
2280.00000000,0.93383863,0.82181861,0.71810569
2310.00000000,0.93837391,0.82865086,0.72947322
2340.00000000,0.95406847,0.82965881,0.74617574
2370.00000000,0.96830939,0.83690683,0.76766467
2400.00000000,0.97441277,0.85337110,0.77802556
2430.00000000,0.97876781,0.87202735,0.79232677
2460.00000000,0.99131158,0.89119071,0.79894636
2490.00000000,0.99661734,0.90425376,0.80670364
2520.00000000,1.00250823,0.92057287,0.82891364
2550.00000000,1.02053903,0.92760949,0.85398106
2580.00000000,1.02111890,0.94819207,0.87514349
2610.00000000,1.02520878,0.96798111,0.89084267
2640.00000000,1.03190685,0.98519600,0.90135948
2670.00000000,1.03308563,1.00109633,0.91608103
2700.00000000,1.03942142,1.01997227,0.92862118
2730.00000000,1.05110093,1.04207115,0.93904055
2760.00000000,1.05886428,1.06263993,0.95184598
2790.00000000,1.06782354,1.08142058,0.96166738
2820.00000000,1.07076860,1.09982456,0.97712628
2850.00000000,1.08515009,1.12291398,0.98583422
2880.00000000,1.09678063,1.14442255,0.99571224
2910.00000000,1.10395505,1.15612746,1.00024272
2940.00000000,1.10913114,1.15950077,1.00204550
2970.00000000,1.11731026,1.16876314,1.00312873
3000.00000000,1.12530341,1.17943109,1.00580353
3030.00000000,1.12705582,1.19050366,1.01512369
3060.00000000,1.12724035,1.19701824,1.02145374
3090.00000000,1.13431984,1.20496160,1.02231761
3120.00000000,1.14821472,1.21466289,1.02651120
3150.00000000,1.15342810,1.21886366,1.02752379
3180.00000000,1.15985037,1.22363994,1.02916978
3210.00000000,1.16283168,1.22670853,1.02925705
3240.00000000,1.16355176,1.22785444,1.03112305
3270.00000000,1.16888818,1.22882057,1.03742559
3300.00000000,1.17385263,1.23268675,1.04625622
3330.00000000,1.17629019,1.24008681,1.05609384
3360.00000000,1.17719709,1.24708976,1.06218990
3390.00000000,1.17869024,1.25501426,1.06862125
3420.00000000,1.18360642,1.26429212,1.07298293
3450.00000000,1.19281144,1.26824178,1.07823830
3480.00000000,1.19719236,1.26875015,1.08312759
3510.00000000,1.19813538,1.27120800,1.08464242
3540.00000000,1.20171570,1.27123927,1.08825400
3570.00000000,1.20207557,1.27440614,1.09106099
3600.00000000,1.20346930,1.27469820,1.09274677
