times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00288315,0.00333217,0.00044902
60.00000000,0.01584258,0.00822720,0.00851342
90.00000000,0.02796959,0.02789765,0.01605685
120.00000000,0.03499924,0.04974009,0.03086964
150.00000000,0.05247342,0.06621101,0.03187288
180.00000000,0.07230958,0.07525631,0.04266376
210.00000000,0.09843189,0.08687372,0.05716866
240.00000000,0.13315913,0.09087408,0.08789553
270.00000000,0.14832961,0.09996981,0.09397028
300.00000000,0.16706721,0.11106343,0.10161426
330.00000000,0.18459490,0.11696531,0.11324006
360.00000000,0.19209892,0.12874215,0.13252093
390.00000000,0.21577779,0.12955930,0.15701696
420.00000000,0.22876959,0.13646289,0.17691236
450.00000000,0.24067330,0.15304625,0.20539942
480.00000000,0.24913783,0.16591859,0.22673629
510.00000000,0.25551613,0.19074899,0.24518839
540.00000000,0.26378787,0.20939972,0.25556738
570.00000000,0.27125932,0.22682490,0.28046403
600.00000000,0.29193582,0.26014314,0.29310577
630.00000000,0.31444375,0.28077955,0.29497730
660.00000000,0.33508085,0.29912263,0.29727133
690.00000000,0.34842878,0.30299172,0.30675017
720.00000000,0.36898619,0.32212320,0.30817610
750.00000000,0.38005608,0.32574209,0.32286488
780.00000000,0.38182577,0.32734637,0.32623885
810.00000000,0.38471677,0.33206052,0.32806200
840.00000000,0.39495331,0.33303896,0.33927698
870.00000000,0.40659405,0.33717653,0.34678013
900.00000000,0.43242408,0.34840748,0.36137921
930.00000000,0.44827641,0.35631900,0.36932002
960.00000000,0.46763533,0.36376565,0.38123227
990.00000000,0.46967024,0.36911339,0.38454510
1020.00000000,0.47421122,0.37297478,0.38522469
1050.00000000,0.48830772,0.38123085,0.39106512
1080.00000000,0.50978256,0.38980769,0.40396312
1110.00000000,0.51587922,0.39057103,0.40929645
1140.00000000,0.52574524,0.39333603,0.41639748
1170.00000000,0.53037475,0.40070414,0.42839509
1200.00000000,0.53438212,0.41974351,0.44342710
1230.00000000,0.55149215,0.44698283,0.45355637
1260.00000000,0.57101826,0.47765437,0.46470180
1290.00000000,0.59673900,0.50954580,0.47087249
1320.00000000,0.61514573,0.53191452,0.47483448
1350.00000000,0.63386701,0.53378043,0.49168985
1380.00000000,0.65867988,0.53680618,0.51347696
1410.00000000,0.67107049,0.55166302,0.51594319
1440.00000000,0.68825830,0.56799743,0.51679659
1470.00000000,0.69703601,0.57247873,0.52109300
1500.00000000,0.69855000,0.57318801,0.52189771
1530.00000000,0.70110940,0.57350811,0.52477721
1560.00000000,0.70900423,0.58076835,0.52541180
1590.00000000,0.71072780,0.59091525,0.53383512
1620.00000000,0.71608677,0.60457233,0.54213324
1650.00000000,0.71989753,0.62039820,0.55414836
1680.00000000,0.73187593,0.64649694,0.56826869
1710.00000000,0.75022364,0.67005425,0.57347829
1740.00000000,0.75503788,0.67644939,0.57505919
1770.00000000,0.76001322,0.68051646,0.57596746
1800.00000000,0.76546130,0.68424604,0.58514511
1830.00000000,0.76593809,0.68887880,0.58930108
