times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00707007,0.00410901,0.00296106
60.00000000,0.01204949,0.00883960,0.00320989
90.00000000,0.01780798,0.02138142,0.00999322
120.00000000,0.01991788,0.02624728,0.01696899
150.00000000,0.02102645,0.03132744,0.02315772
180.00000000,0.02854783,0.04473792,0.02904683
210.00000000,0.02866436,0.05001609,0.03420847
240.00000000,0.03185539,0.05004371,0.03742712
270.00000000,0.03277217,0.05108342,0.03938361
300.00000000,0.03735631,0.05299414,0.04587847
330.00000000,0.03806791,0.05662652,0.05022245
360.00000000,0.03845364,0.05848015,0.05246181
390.00000000,0.04403951,0.05922554,0.05730228
420.00000000,0.04654858,0.06139364,0.05764325
450.00000000,0.05374007,0.06693898,0.05928940
480.00000000,0.05948636,0.07152889,0.06044577
510.00000000,0.06678224,0.07580290,0.06346764
540.00000000,0.07659988,0.08486219,0.06422599
570.00000000,0.08444897,0.08981256,0.06712471
600.00000000,0.08594769,0.08996035,0.06877121
630.00000000,0.08961000,0.09310568,0.06928819
660.00000000,0.08973636,0.09844360,0.07449975
690.00000000,0.09039644,0.10319893,0.07859498
720.00000000,0.09209253,0.10390023,0.07958976
750.00000000,0.09320426,0.10845846,0.08303625
780.00000000,0.09378288,0.11368214,0.08883853
810.00000000,0.09517001,0.11608031,0.09262384
840.00000000,0.10091669,0.12116066,0.09329017
870.00000000,0.10746108,0.12722145,0.09377377
900.00000000,0.10815037,0.12756642,0.09480803
930.00000000,0.11112516,0.13123716,0.09550397
960.00000000,0.11112893,0.13249887,0.09676946
990.00000000,0.11279387,0.13682471,0.10276023
1020.00000000,0.11303985,0.14284613,0.10902763
1050.00000000,0.11318517,0.15044374,0.11647992
1080.00000000,0.11523432,0.15691756,0.12090461
1110.00000000,0.12040567,0.16259379,0.12140948
1140.00000000,0.12657192,0.16992312,0.12257257
1170.00000000,0.13171153,0.17495404,0.12268125
1200.00000000,0.13212521,0.17916778,0.12648130
1230.00000000,0.13480697,0.18494979,0.12958155
1260.00000000,0.13537421,0.18605805,0.13012258
1290.00000000,0.13896841,0.19081813,0.13128847
1320.00000000,0.14130326,0.19453479,0.13267026
1350.00000000,0.14497743,0.19815257,0.13272665
