times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1380.00000000,0.14501596,0.19950444,0.13403998
1410.00000000,0.15022393,0.20143422,0.13731817
1440.00000000,0.15378219,0.20480718,0.13750346
1470.00000000,0.15726166,0.20641115,0.14258691
1500.00000000,0.15785769,0.21006018,0.14683196
1530.00000000,0.15860058,0.21166116,0.14769005
1560.00000000,0.15894736,0.21385328,0.15022894
1590.00000000,0.15944115,0.21727813,0.15414757
1620.00000000,0.16071718,0.22128095,0.15942643
1650.00000000,0.16130016,0.22489454,0.16245704
1680.00000000,0.16312836,0.23042049,0.16615481
1710.00000000,0.16322098,0.23568913,0.17133083
1740.00000000,0.16622513,0.24111894,0.17375647
1770.00000000,0.16685630,0.24456292,0.17656928
1800.00000000,0.16779690,0.24793916,0.17900492
1830.00000000,0.16913869,0.25185771,0.18158168
1860.00000000,0.17078106,0.25553018,0.18361179
1890.00000000,0.17102963,0.25842718,0.18675737
1920.00000000,0.17160257,0.26068305,0.18844030
1950.00000000,0.17217234,0.26080612,0.18888701
1980.00000000,0.17231018,0.26196189,0.18990493
2010.00000000,0.17509281,0.26347809,0.19420376
2040.00000000,0.17637278,0.26474302,0.19674866
2070.00000000,0.17816412,0.26641646,0.19686655
2100.00000000,0.17840378,0.26801739,0.19822782
2130.00000000,0.18112895,0.26899278,0.19997760
2160.00000000,0.18351951,0.26936088,0.20200006
2190.00000000,0.18436704,0.26976232,0.20244615
2220.00000000,0.18484993,0.27058848,0.20278941
2250.00000000,0.18676897,0.27293195,0.20321385
2280.00000000,0.18709536,0.27437863,0.20433414
2310.00000000,0.19068200,0.27798301,0.20435188
2340.00000000,0.19697223,0.28429477,0.20437340
2370.00000000,0.20438165,0.29105770,0.20501988
2400.00000000,0.21023171,0.29638497,0.20554267
2430.00000000,0.21626962,0.30301066,0.20613046
2460.00000000,0.22236395,0.30830233,0.20693311
2490.00000000,0.22551994,0.31019704,0.20819439
2520.00000000,0.22989424,0.31196882,0.21079692
2550.00000000,0.23501196,0.31370942,0.21417403
2580.00000000,0.23976740,0.31390117,0.21912122
2610.00000000,0.24487269,0.31638218,0.22670753
2640.00000000,0.25049977,0.31948431,0.23543674
2670.00000000,0.25286456,0.32261666,0.24093388
2700.00000000,0.25684101,0.32546045,0.24775412
2730.00000000,0.26113891,0.32713467,0.25372624
2760.00000000,0.26320423,0.32995908,0.25861597
2790.00000000,0.26362097,0.33165528,0.26072891
2820.00000000,0.26488788,0.33367511,0.26401565
2850.00000000,0.26605872,0.33650918,0.26802056
2880.00000000,0.26749234,0.33947009,0.27241510
2910.00000000,0.26807746,0.34297912,0.27533902
2940.00000000,0.26809770,0.34621842,0.27855809
2970.00000000,0.26854805,0.34996192,0.28275193
3000.00000000,0.27389204,0.35066718,0.28739066
3030.00000000,0.28284229,0.35291418,0.29409392
3060.00000000,0.28571604,0.35490001,0.29895350
3090.00000000,0.28779835,0.35530801,0.30062782
3120.00000000,0.29117319,0.35695406,0.30235661
3150.00000000,0.29335088,0.35881075,0.30267760
3180.00000000,0.29533840,0.36053187,0.30294401
3210.00000000,0.29741651,0.36330424,0.30363827
3240.00000000,0.29827142,0.36599667,0.30547579
3270.00000000,0.30360065,0.37098436,0.30581733
3300.00000000,0.30804227,0.37469631,0.30654701
3330.00000000,0.31255913,0.37654590,0.30921428
3360.00000000,0.31640951,0.37813712,0.31147344
3390.00000000,0.31982093,0.37922960,0.31379238
3420.00000000,0.32330158,0.37937126,0.31741469
3450.00000000,0.32496753,0.38102580,0.32073516
3480.00000000,0.32596513,0.38212626,0.32283323
3510.00000000,0.32794625,0.38256955,0.32525765
3540.00000000,0.33085929,0.38279649,0.32839763
3570.00000000,0.33323770,0.38295252,0.33062002
3600.00000000,0.33350495,0.38334940,0.33074966
