times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
1980.00000000,0.53402625,0.45470968,0.37891379
2010.00000000,0.53961680,0.46073300,0.37934656
2040.00000000,0.54371721,0.46808063,0.38259377
2070.00000000,0.55022846,0.47486623,0.38286812
2100.00000000,0.55325866,0.47523948,0.38627157
2130.00000000,0.55771391,0.47722120,0.38874511
2160.00000000,0.56225164,0.47848933,0.39201471
2190.00000000,0.56896247,0.48141459,0.39580027
2220.00000000,0.56912055,0.48211601,0.39634361
2250.00000000,0.56953273,0.48327292,0.39791272
2280.00000000,0.57270273,0.48468443,0.39967120
2310.00000000,0.57644481,0.48685571,0.40124200
2340.00000000,0.58243502,0.48964831,0.40443961
2370.00000000,0.58829250,0.49240491,0.40754049
2400.00000000,0.59107132,0.49537458,0.41328898
2430.00000000,0.59310862,0.50168294,0.42163465
2460.00000000,0.59814448,0.51017668,0.42509254
2490.00000000,0.60072472,0.51339533,0.42573095
2520.00000000,0.60167577,0.51987621,0.43126078
2550.00000000,0.60561894,0.52451671,0.43984444
2580.00000000,0.60715446,0.53240734,0.44619956
2610.00000000,0.60738871,0.54093911,0.45496557
2640.00000000,0.60749677,0.54529082,0.45920923
2670.00000000,0.60891426,0.55071863,0.46321956
2700.00000000,0.61064948,0.55517028,0.46593598
2730.00000000,0.61236357,0.55787857,0.46693018
2760.00000000,0.61493229,0.56114109,0.46762398
2790.00000000,0.61937355,0.56679530,0.46883693
2820.00000000,0.62205904,0.57323962,0.47259576
2850.00000000,0.62568973,0.58068000,0.47640546
2880.00000000,0.62934259,0.58855745,0.48063004
2910.00000000,0.63049567,0.59323151,0.48415103
2940.00000000,0.63326722,0.59403289,0.48772394
2970.00000000,0.63618532,0.59411891,0.49055602
3000.00000000,0.63663481,0.59460747,0.49149406
3030.00000000,0.63829638,0.59798099,0.49320601
3060.00000000,0.64128475,0.59950548,0.49466987
3090.00000000,0.64444195,0.60026593,0.49858751
3120.00000000,0.64604694,0.60225484,0.50218141
3150.00000000,0.64724544,0.60354092,0.50466598
3180.00000000,0.64848982,0.60554253,0.50791198
3210.00000000,0.64953935,0.60651282,0.50799122
3240.00000000,0.64995657,0.60712120,0.50901682
3270.00000000,0.65443082,0.60771286,0.51289941
3300.00000000,0.65792577,0.60807942,0.51602780
3330.00000000,0.66318457,0.61122724,0.51813878
3360.00000000,0.67144479,0.61681741,0.52080883
3390.00000000,0.67929232,0.62313149,0.52234228
3420.00000000,0.68737497,0.62795092,0.52560550
3450.00000000,0.69423661,0.63103901,0.52937905
3480.00000000,0.70151895,0.63297160,0.53472880
3510.00000000,0.70571593,0.63360915,0.53828823
3540.00000000,0.70826404,0.63476957,0.53967592
3570.00000000,0.71096267,0.63527332,0.54187079
3600.00000000,0.71336402,0.63695423,0.54595305
