times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00057569,0.00064193,0.00121762
60.00000000,0.01068926,0.01096866,0.00143078
90.00000000,0.01627454,0.01461758,0.00336714
120.00000000,0.03046179,0.02214806,0.01002391
150.00000000,0.03685155,0.02770449,0.01085724
180.00000000,0.04871564,0.03454578,0.01588004
210.00000000,0.06794217,0.04916190,0.02049046
240.00000000,0.08866653,0.06743438,0.02294233
270.00000000,0.11119978,0.07902057,0.03388939
300.00000000,0.12554716,0.08399612,0.05321232
330.00000000,0.14322299,0.08547403,0.06941024
360.00000000,0.15482855,0.09623573,0.09177750
390.00000000,0.15730867,0.11288032,0.11090222
420.00000000,0.15894044,0.13495368,0.13460735
450.00000000,0.16570524,0.15610414,0.14899301
480.00000000,0.17994604,0.18211201,0.16076008
510.00000000,0.20420797,0.20993697,0.16432311
540.00000000,0.22528050,0.23010970,0.16522292
570.00000000,0.23611052,0.24307292,0.16735612
600.00000000,0.24439949,0.25299875,0.16899298
630.00000000,0.25467794,0.26757725,0.17329304
660.00000000,0.27202058,0.28276157,0.17545136
690.00000000,0.29081673,0.29434051,0.18266859
720.00000000,0.30859772,0.31233023,0.18287733
750.00000000,0.31738547,0.32336351,0.18512286
780.00000000,0.32247642,0.32533634,0.18824098
810.00000000,0.32941778,0.32846325,0.19830924
840.00000000,0.33422301,0.33820178,0.21285300
870.00000000,0.33445390,0.34296196,0.21784406
900.00000000,0.34105669,0.35565547,0.22393478
930.00000000,0.34997425,0.37642299,0.23578475
960.00000000,0.36724331,0.40053385,0.24262654
990.00000000,0.37978694,0.41742709,0.24697616
1020.00000000,0.39212274,0.42664504,0.25009400
1050.00000000,0.41263599,0.43431398,0.26293830
1080.00000000,0.42756185,0.43818128,0.28173146
1110.00000000,0.43291735,0.44127470,0.29018039
1140.00000000,0.43830756,0.45128057,0.29479605
1170.00000000,0.44875634,0.46037883,0.29614658
1200.00000000,0.46004731,0.46772791,0.30008846
1230.00000000,0.47323253,0.47908618,0.30191541
1260.00000000,0.48891526,0.48594343,0.31074090
1290.00000000,0.50871739,0.49510286,0.32138360
1320.00000000,0.52980663,0.50411625,0.33345945
1350.00000000,0.55036713,0.51347113,0.34466507
1380.00000000,0.56901241,0.51501232,0.36176915
1410.00000000,0.58443108,0.51902420,0.37317595
1440.00000000,0.59639610,0.51935196,0.38546873
1470.00000000,0.60376587,0.52575939,0.39924593
1500.00000000,0.61584440,0.52731846,0.40976537
1530.00000000,0.62102413,0.53365136,0.42127800
1560.00000000,0.62332357,0.54398830,0.43391437
1590.00000000,0.62576277,0.55594528,0.44343215
1620.00000000,0.63227520,0.56806622,0.44904066
1650.00000000,0.63947829,0.58129438,0.45506573
1680.00000000,0.64042636,0.58713084,0.46185026
1710.00000000,0.64151041,0.59479280,0.46842816
1740.00000000,0.64341218,0.60343202,0.47516560
1770.00000000,0.64674476,0.60587543,0.48094159
1800.00000000,0.64876455,0.60629172,0.48337766
1830.00000000,0.65449213,0.60693476,0.48846220
1860.00000000,0.66020348,0.60972914,0.49696793
1890.00000000,0.66485606,0.61548039,0.50737177
1920.00000000,0.66506115,0.62825703,0.52035349
1950.00000000,0.66733662,0.64034081,0.53471274
1980.00000000,0.68049635,0.64395607,0.55148775
2010.00000000,0.68994943,0.64468972,0.56167447
2040.00000000,0.69808019,0.65073370,0.57584921
2070.00000000,0.70306878,0.65724888,0.58735298
2100.00000000,0.70450811,0.66723638,0.59590117
2130.00000000,0.70497756,0.67579417,0.60398951
2160.00000000,0.70679317,0.68788145,0.61789239
2190.00000000,0.70792247,0.70233105,0.63121270
2220.00000000,0.71327919,0.71337540,0.63690031
2250.00000000,0.71804389,0.72138951,0.64014973
2280.00000000,0.72556528,0.72900791,0.64024673
2310.00000000,0.72887236,0.72904191,0.64358781
2340.00000000,0.73423981,0.72983547,0.64816171
2370.00000000,0.74030375,0.73843422,0.65069653
2400.00000000,0.75082474,0.74885936,0.65079238
2430.00000000,0.76186403,0.75889551,0.65179552
2460.00000000,0.77048394,0.76546961,0.65384133
2490.00000000,0.78045022,0.77013806,0.65913916
2520.00000000,0.78883443,0.77084285,0.66822815
2550.00000000,0.79192831,0.77162799,0.67210718
2580.00000000,0.79306743,0.77719683,0.67881514
2610.00000000,0.79432357,0.78421606,0.68709051
2640.00000000,0.79841693,0.79280989,0.69159098
2670.00000000,0.80151906,0.79868852,0.69436749
2700.00000000,0.80569141,0.80385210,0.69535871
2730.00000000,0.81675124,0.80884607,0.70142456
2760.00000000,0.82106557,0.80975469,0.70483029
2790.00000000,0.82120730,0.81299155,0.70820887
2820.00000000,0.82254067,0.81589618,0.70978012
2850.00000000,0.82372825,0.82083891,0.71591042
2880.00000000,0.82541349,0.82798517,0.72137145
2910.00000000,0.82891959,0.83530937,0.72518955
2940.00000000,0.83134348,0.84468652,0.73214280
2970.00000000,0.83259253,0.85255985,0.73876708
3000.00000000,0.83372975,0.85706053,0.74213055
3030.00000000,0.83394693,0.85721675,0.74219152
3060.00000000,0.83565950,0.86019026,0.74345246
3090.00000000,0.83691416,0.86115583,0.74374155
3120.00000000,0.83699175,0.86371411,0.74622225
3150.00000000,0.83937263,0.86772870,0.74785596
3180.00000000,0.84397985,0.87295656,0.74847659
3210.00000000,0.84980808,0.87639327,0.75086811
3240.00000000,0.85376730,0.88187963,0.75239525
3270.00000000,0.85704072,0.88582703,0.75306923
3300.00000000,0.85901727,0.88988252,0.75514815
3330.00000000,0.86021904,0.89133973,0.75540359
