times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01107569,0.01185807,0.00078238
60.00000000,0.02109025,0.02259075,0.00150050
90.00000000,0.02987617,0.03449943,0.00462326
120.00000000,0.04103470,0.04959905,0.00856435
150.00000000,0.05172271,0.06520867,0.01348595
180.00000000,0.06919237,0.07763423,0.01853005
210.00000000,0.08880231,0.09077810,0.02499612
240.00000000,0.10958671,0.10543716,0.03112146
270.00000000,0.12918213,0.11891909,0.03723495
300.00000000,0.14992129,0.12878538,0.04810783
330.00000000,0.17487403,0.13955750,0.06228844
360.00000000,0.20687682,0.15396672,0.07988201
390.00000000,0.24244828,0.16549378,0.10392641
420.00000000,0.26891805,0.17281321,0.12307674
450.00000000,0.29000606,0.17387039,0.14310757
480.00000000,0.30964870,0.17441380,0.16220680
510.00000000,0.32291177,0.17730385,0.17835992
540.00000000,0.32847735,0.18547094,0.19209259
570.00000000,0.32849689,0.19497791,0.20161910
600.00000000,0.33289479,0.21232998,0.21457325
630.00000000,0.33712689,0.22202495,0.22003612
660.00000000,0.34633465,0.23325826,0.22206167
690.00000000,0.36389699,0.24655480,0.22632747
720.00000000,0.36712847,0.24881208,0.22730167
750.00000000,0.37032877,0.24961369,0.22970036
780.00000000,0.37267813,0.25022082,0.23265685
810.00000000,0.37605859,0.25535621,0.23441178
840.00000000,0.37923714,0.25615224,0.23679432
870.00000000,0.38427373,0.25724853,0.24073461
900.00000000,0.39224458,0.26164782,0.24430616
930.00000000,0.39374888,0.26491192,0.24907457
960.00000000,0.39924242,0.27574568,0.25441479
990.00000000,0.40326379,0.28501162,0.25965935
1020.00000000,0.41027709,0.29268828,0.26032270
1050.00000000,0.41040220,0.29347940,0.26123893
1080.00000000,0.41178142,0.29675473,0.26589347
1110.00000000,0.41626589,0.30386154,0.27748476
1140.00000000,0.42495552,0.31247571,0.29478854
1170.00000000,0.42853497,0.32739595,0.30612934
1200.00000000,0.43048591,0.33871046,0.31939479
1230.00000000,0.43382886,0.34825217,0.32559355
1260.00000000,0.43426140,0.35463367,0.33240761
1290.00000000,0.43772932,0.35870839,0.33301441
1320.00000000,0.44082239,0.35926342,0.33666250
1350.00000000,0.44484079,0.36422705,0.33760772
1380.00000000,0.44841267,0.36691583,0.33849081
1410.00000000,0.45636365,0.37388053,0.33947709
1440.00000000,0.46163803,0.38281011,0.34313230
1470.00000000,0.46678666,0.38986286,0.34503643
1500.00000000,0.47726236,0.39208954,0.35328545
1530.00000000,0.48183782,0.39265275,0.35729769
1560.00000000,0.48259575,0.39334877,0.35875162
1590.00000000,0.48318063,0.39463229,0.36062003
1620.00000000,0.48698872,0.39753483,0.36733066
1650.00000000,0.48749313,0.39896826,0.36825968
1680.00000000,0.48984966,0.40155305,0.37320100
1710.00000000,0.49446440,0.40643479,0.38269747
1740.00000000,0.49683900,0.40951804,0.38815532
1770.00000000,0.49885963,0.41468122,0.39129787
1800.00000000,0.50298073,0.41554589,0.39455431
1830.00000000,0.50327466,0.41860515,0.39731964
1860.00000000,0.50451898,0.41968808,0.39748103
1890.00000000,0.50846730,0.42151395,0.39960347
1920.00000000,0.51496452,0.42819288,0.39978517
1950.00000000,0.51538534,0.42837923,0.40001965
1980.00000000,0.51980098,0.43400494,0.40122972
2010.00000000,0.52492527,0.43718269,0.40317627
2040.00000000,0.53139026,0.44119769,0.40562625
2070.00000000,0.53599251,0.44300174,0.40842444
2100.00000000,0.53959633,0.44447157,0.41349808
2130.00000000,0.54048383,0.44807748,0.41799148
2160.00000000,0.54289237,0.44818554,0.42050808
2190.00000000,0.54818885,0.45141717,0.42257294
2220.00000000,0.55290926,0.45344759,0.42526293
2250.00000000,0.55842986,0.45357996,0.43091590
2280.00000000,0.56149246,0.45779001,0.43818857
2310.00000000,0.56301549,0.46734330,0.44621882
2340.00000000,0.56556369,0.47732630,0.45875004
2370.00000000,0.56876554,0.48698168,0.47160725
2400.00000000,0.56898597,0.49902332,0.48386932
2430.00000000,0.57358901,0.51512715,0.49537011
2460.00000000,0.57408573,0.53121612,0.51096236
2490.00000000,0.57988665,0.54414707,0.51809239
2520.00000000,0.58662703,0.55354251,0.52074744
2550.00000000,0.59360278,0.55908713,0.52217858
2580.00000000,0.60347020,0.56903958,0.52226361
2610.00000000,0.61290975,0.57897946,0.52276395
2640.00000000,0.62028242,0.58308018,0.52603590
2670.00000000,0.62325470,0.58431199,0.52777636
2700.00000000,0.62635066,0.58530513,0.52987921
2730.00000000,0.62732803,0.58761711,0.53316855
2760.00000000,0.62778811,0.59059681,0.53568817
2790.00000000,0.62938014,0.59617044,0.53966977
2820.00000000,0.63007098,0.60037383,0.54318232
2850.00000000,0.63133116,0.60395507,0.54550337
2880.00000000,0.63318553,0.60490122,0.54830389
2910.00000000,0.63713420,0.60851161,0.54864218
2940.00000000,0.63905333,0.60970450,0.55175419
2970.00000000,0.64282733,0.61023332,0.55605703
3000.00000000,0.64332810,0.61253465,0.55785759
3030.00000000,0.64374514,0.61454319,0.56028317
3060.00000000,0.64542821,0.61770984,0.56176673
3090.00000000,0.64993127,0.62212883,0.56185081
3120.00000000,0.65387793,0.62860359,0.56437891
3150.00000000,0.65568158,0.63196487,0.56593654
3180.00000000,0.65982010,0.63690853,0.56674167
3210.00000000,0.66579150,0.64361452,0.56747627
3240.00000000,0.66879981,0.64648764,0.56761147
3270.00000000,0.66953614,0.64708810,0.56894827
3300.00000000,0.67043542,0.64914403,0.57190346
3330.00000000,0.67408588,0.64973291,0.57614280
3360.00000000,0.67637221,0.65307790,0.58177412
3390.00000000,0.67716236,0.65646418,0.58437025
3420.00000000,0.67962058,0.66096166,0.58640952
3450.00000000,0.68075650,0.66316034,0.58747228
3480.00000000,0.68426944,0.66848632,0.58928533
3510.00000000,0.68741563,0.67237284,0.59002567
3540.00000000,0.68818701,0.67299849,0.59142269
3570.00000000,0.69017640,0.67456149,0.59184908
3600.00000000,0.69538205,0.67672576,0.59489045
