times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
2160.00000000,0.45924744,0.35967705,0.39854287
2190.00000000,0.46903564,0.36631449,0.40169363
2220.00000000,0.47783418,0.37594606,0.40252668
2250.00000000,0.48624430,0.38440443,0.40257491
2280.00000000,0.49619366,0.39269317,0.40423553
2310.00000000,0.50718238,0.40106947,0.40684795
2340.00000000,0.51766781,0.40699306,0.41140979
2370.00000000,0.52310949,0.41189405,0.41195048
2400.00000000,0.53123365,0.42082014,0.41275241
2430.00000000,0.53825611,0.42897649,0.41388629
2460.00000000,0.54435099,0.43606492,0.41487985
2490.00000000,0.55158820,0.44367704,0.41525475
2520.00000000,0.55920984,0.45149447,0.41545053
2550.00000000,0.56484473,0.45802707,0.41634825
2580.00000000,0.57817972,0.46844332,0.41926699
2610.00000000,0.58760950,0.47376288,0.42337721
2640.00000000,0.59782363,0.47979047,0.42756376
2670.00000000,0.61108108,0.48476504,0.43584664
2700.00000000,0.62447451,0.49022538,0.44377973
2730.00000000,0.63197316,0.49221291,0.44929085
2760.00000000,0.63774834,0.49445991,0.45281904
2790.00000000,0.64285398,0.49615524,0.45622935
2820.00000000,0.64697054,0.50087308,0.45683064
2850.00000000,0.65202366,0.50519809,0.45755875
2880.00000000,0.65237923,0.50561321,0.45832944
2910.00000000,0.65462051,0.50830443,0.45877938
2940.00000000,0.65856380,0.51255522,0.45908689
2970.00000000,0.66340809,0.51585829,0.46062812
3000.00000000,0.66418458,0.51655980,0.46070310
3030.00000000,0.66562717,0.51896501,0.46166572
3060.00000000,0.66976161,0.52152533,0.46323983
3090.00000000,0.67447589,0.52348600,0.46599344
3120.00000000,0.67857592,0.52797413,0.46638155
3150.00000000,0.68592553,0.53376226,0.46794303
3180.00000000,0.69479539,0.53902316,0.47155199
3210.00000000,0.70228651,0.54278963,0.47527665
3240.00000000,0.70528891,0.54529038,0.47577830
3270.00000000,0.70553953,0.54583037,0.47606766
3300.00000000,0.70570578,0.54835728,0.47842831
3330.00000000,0.70676830,0.54942495,0.47843347
3360.00000000,0.70678772,0.55297599,0.48196509
3390.00000000,0.70981637,0.55875159,0.48471205
3420.00000000,0.71492268,0.56267975,0.48589021
3450.00000000,0.72116471,0.56516164,0.48965037
3480.00000000,0.72834327,0.56909751,0.49289305
3510.00000000,0.73533422,0.57343366,0.49554785
3540.00000000,0.74167138,0.57722676,0.49809191
3570.00000000,0.74441729,0.57811267,0.49995192
3600.00000000,0.74795976,0.57833460,0.50327245
