times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00000812,0.00099328,0.00100140
60.00000000,0.00591163,0.01007302,0.00417763
90.00000000,0.01023388,0.01490289,0.00468526
120.00000000,0.01422549,0.02130805,0.00709881
150.00000000,0.01564437,0.02320007,0.01040970
180.00000000,0.02197126,0.02490676,0.01502990
210.00000000,0.02501345,0.02579705,0.01718180
240.00000000,0.03433923,0.04044333,0.02250230
270.00000000,0.03808328,0.04236680,0.02816983
300.00000000,0.04582344,0.04812985,0.03014694
330.00000000,0.05433743,0.05480543,0.03198536
360.00000000,0.06586160,0.05582843,0.04248654
390.00000000,0.07552730,0.06086457,0.05718838
420.00000000,0.09000596,0.06136817,0.07116343
450.00000000,0.10504855,0.06162260,0.08595158
480.00000000,0.11482168,0.06189266,0.09599477
510.00000000,0.12364245,0.06713808,0.11006096
540.00000000,0.13394205,0.06803406,0.12125655
570.00000000,0.14833544,0.07116301,0.13252098
600.00000000,0.15214326,0.08120558,0.14637137
630.00000000,0.15753933,0.08880583,0.15936770
660.00000000,0.15754486,0.09376629,0.16432264
690.00000000,0.16096584,0.10218591,0.16932128
720.00000000,0.16392354,0.11218746,0.17636513
750.00000000,0.16781714,0.11755876,0.17784283
780.00000000,0.17196544,0.12297536,0.17911112
810.00000000,0.17447458,0.12644577,0.18007241
840.00000000,0.17591407,0.13168370,0.18674983
870.00000000,0.18435612,0.13975704,0.18711855
900.00000000,0.18663793,0.14678835,0.19186806
930.00000000,0.18857350,0.15277941,0.19592356
960.00000000,0.19350695,0.16075823,0.19896892
990.00000000,0.20176044,0.16682133,0.20115932
1020.00000000,0.21025974,0.17487482,0.20160514
1050.00000000,0.21622726,0.17554073,0.20690675
1080.00000000,0.22173430,0.18335640,0.20921538
1110.00000000,0.22508324,0.18530138,0.21061933
1140.00000000,0.22650113,0.19091604,0.21481609
1170.00000000,0.22803422,0.19985333,0.22222029
1200.00000000,0.23521512,0.21024025,0.22542631
1230.00000000,0.23893681,0.21452651,0.23343428
1260.00000000,0.23950356,0.22261348,0.24208801
1290.00000000,0.24212070,0.23074162,0.25283327
1320.00000000,0.24957466,0.23609949,0.26564511
1350.00000000,0.24983585,0.24205961,0.27134402
1380.00000000,0.25142002,0.24664337,0.27751194
1410.00000000,0.25190316,0.24871147,0.28006319
1440.00000000,0.25473835,0.25192023,0.28043676
1470.00000000,0.25568717,0.25517005,0.28273776
1500.00000000,0.26187907,0.25914317,0.28495655
1530.00000000,0.26554015,0.26010627,0.28765454
1560.00000000,0.27907186,0.26963298,0.29165954
1590.00000000,0.28471629,0.27196275,0.29497420
1620.00000000,0.28966868,0.27309018,0.30105402
1650.00000000,0.29458535,0.27497623,0.30408465
1680.00000000,0.30817938,0.28563563,0.30701929
1710.00000000,0.32890924,0.29879613,0.31458865
1740.00000000,0.34850751,0.30989043,0.32309261
1770.00000000,0.36852066,0.32166273,0.33133346
1800.00000000,0.38649752,0.33462799,0.33634507
1830.00000000,0.39818081,0.33755056,0.34510580
1860.00000000,0.40373748,0.33884032,0.35195223
1890.00000000,0.41086537,0.34150519,0.35641525
1920.00000000,0.41817567,0.34613914,0.35909160
1950.00000000,0.42598071,0.34633365,0.36670211
1980.00000000,0.43441386,0.34767788,0.37379104
2010.00000000,0.43857710,0.34816394,0.37844033
2040.00000000,0.44567733,0.34891630,0.38629292
2070.00000000,0.44758548,0.35257669,0.39186147
2100.00000000,0.45234759,0.35312749,0.39717437
2130.00000000,0.45361360,0.35353410,0.39803377
