times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01757569,0.01635807,0.00121762
60.00000000,0.02952095,0.02452640,0.00499455
90.00000000,0.04276493,0.03496216,0.00780278
120.00000000,0.06172138,0.05148725,0.01023413
150.00000000,0.08803011,0.07446184,0.01356828
180.00000000,0.12260659,0.09990171,0.02270489
210.00000000,0.15790668,0.13382290,0.02408381
240.00000000,0.19871668,0.17571309,0.02516400
270.00000000,0.23575864,0.22406282,0.03647177
300.00000000,0.27883235,0.27416899,0.04350422
330.00000000,0.31876977,0.31710071,0.04649853
360.00000000,0.36721755,0.35969635,0.05235066
390.00000000,0.41665515,0.39202867,0.06945595
420.00000000,0.45131983,0.41477871,0.08137058
450.00000000,0.47648467,0.42717845,0.09413568
480.00000000,0.49861406,0.44057447,0.10286905
510.00000000,0.51884343,0.44702409,0.11664880
540.00000000,0.53991893,0.45302657,0.13172181
570.00000000,0.55871461,0.45547455,0.14806951
600.00000000,0.56662125,0.46679443,0.16729604
630.00000000,0.57653035,0.47472692,0.18513762
660.00000000,0.57810208,0.48213816,0.19412059
690.00000000,0.59314284,0.49619599,0.19510352
720.00000000,0.59519878,0.49837523,0.19933870
750.00000000,0.59793235,0.50680530,0.20503519
780.00000000,0.60224502,0.51950832,0.21342555
810.00000000,0.60889882,0.53637052,0.22363395
840.00000000,0.61797916,0.55682643,0.23500952
870.00000000,0.64436260,0.57892822,0.23929118
900.00000000,0.66421519,0.59849053,0.23958145
930.00000000,0.68261635,0.61109157,0.24538157
960.00000000,0.68657437,0.61738813,0.25563615
990.00000000,0.69617906,0.62070171,0.26855441
1020.00000000,0.70071050,0.62769135,0.28007548
1050.00000000,0.71652809,0.62799648,0.29558793
1080.00000000,0.73186995,0.63652033,0.31945365
1110.00000000,0.74976756,0.64308265,0.34391359
1140.00000000,0.76756356,0.65422574,0.37285267
1170.00000000,0.77029094,0.67290686,0.39426118
1200.00000000,0.77975216,0.68929416,0.42010970
1230.00000000,0.78354550,0.70529950,0.43990838
1260.00000000,0.79029512,0.71734609,0.45870459
1290.00000000,0.79542007,0.72479102,0.46102457
1320.00000000,0.80151392,0.72775834,0.46415109
1350.00000000,0.80512740,0.73209995,0.46487923
1380.00000000,0.80769041,0.73351268,0.46885495
1410.00000000,0.81431908,0.73985705,0.46913926
1440.00000000,0.81746911,0.74913663,0.47526880
1470.00000000,0.81844561,0.75401959,0.47917526
1500.00000000,0.82522743,0.75702568,0.48295097
1530.00000000,0.82931994,0.76136677,0.48319954
1560.00000000,0.83282844,0.76267826,0.48801954
1590.00000000,0.83960170,0.76294822,0.49452285
1620.00000000,0.84083424,0.77018485,0.50299203
1650.00000000,0.84189632,0.77474740,0.50649249
1680.00000000,0.84747046,0.78189885,0.50806980
1710.00000000,0.85183328,0.78950682,0.52004058
1740.00000000,0.86410909,0.78979776,0.53260733
1770.00000000,0.86547699,0.79693938,0.54111685
1800.00000000,0.87524377,0.79809921,0.55204347
1830.00000000,0.87713459,0.80320989,0.55904497
1860.00000000,0.88043328,0.80991953,0.56245592
1890.00000000,0.88569032,0.81054298,0.56708951
1920.00000000,0.88672503,0.81129383,0.56737337
1950.00000000,0.89664102,0.82023058,0.56835262
1980.00000000,0.91040898,0.83198748,0.57036368
2010.00000000,0.91811028,0.83963789,0.57041457
2040.00000000,0.92774273,0.85081487,0.57195910
2070.00000000,0.93349700,0.86196010,0.57735005
2100.00000000,0.93989292,0.86986868,0.57886272
2130.00000000,0.94534741,0.87217863,0.58200726
2160.00000000,0.95159783,0.87506131,0.58537500
2190.00000000,0.95745938,0.87915319,0.58714466
2220.00000000,0.96822935,0.88158063,0.59548720
2250.00000000,0.98199305,0.88274036,0.61041063
2280.00000000,0.98970950,0.88664865,0.62203538
2310.00000000,0.99248161,0.89753693,0.63569576
2340.00000000,0.99447132,0.91064548,0.65079402
2370.00000000,0.99978681,0.92338601,0.66885006
2400.00000000,1.00243740,0.93609603,0.68421067
2430.00000000,1.00297702,0.95275846,0.70033348
2460.00000000,1.00779965,0.97415236,0.71690475
