times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
2490.00000000,1.02065626,0.99227861,0.72217438
2520.00000000,1.03239338,1.00534960,0.72350826
2550.00000000,1.04330499,1.01635289,0.72359995
2580.00000000,1.05483770,1.03323915,0.72895350
2610.00000000,1.05969859,1.04630064,0.73715409
2640.00000000,1.06075489,1.05235159,0.74214874
2670.00000000,1.06392527,1.05827549,0.74490226
2700.00000000,1.06988344,1.06670586,0.74737447
2730.00000000,1.07575942,1.07131565,0.74864066
2760.00000000,1.08066628,1.07280832,0.75205485
2790.00000000,1.08128280,1.07553849,0.75540153
2820.00000000,1.08411313,1.07867595,0.76136932
2850.00000000,1.08584605,1.08556218,0.76998847
2880.00000000,1.08608796,1.08791544,0.77209982
2910.00000000,1.08944115,1.09461317,0.77544437
2940.00000000,1.09279901,1.09746275,0.78165181
2970.00000000,1.09406061,1.10053209,0.78598274
3000.00000000,1.09808745,1.10560815,0.78703197
3030.00000000,1.10120248,1.10595797,0.78979718
3060.00000000,1.10238083,1.10841813,0.79107899
3090.00000000,1.10917711,1.11490719,0.79138621
3120.00000000,1.11573842,1.12255267,0.79247038
3150.00000000,1.11854792,1.12688753,0.79399573
3180.00000000,1.12397296,1.13374787,0.79543102
3210.00000000,1.13177236,1.14494216,0.79882591
3240.00000000,1.13845940,1.15090839,0.79954672
3270.00000000,1.14201553,1.15423484,0.79977641
3300.00000000,1.14517759,1.15428174,0.80298538
3330.00000000,1.15214410,1.15748674,0.80674689
3360.00000000,1.16059056,1.15794330,0.81473679
3390.00000000,1.16606710,1.15940123,0.82167124
3420.00000000,1.17123370,1.16046138,0.82789800
3450.00000000,1.17562864,1.16050800,0.83233955
3480.00000000,1.17719763,1.16586566,0.83926621
3510.00000000,1.17954230,1.16927205,0.84501727
3540.00000000,1.18591264,1.17111626,0.85323183
3570.00000000,1.18883412,1.17485214,0.85988917
3600.00000000,1.19083174,1.17857053,0.86160995
