times, G0G1_phase_absolute_error, S_phase_absolute_error, G2M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.00323512,0.00045274,0.00278238
60.00000000,0.02481430,0.03223519,0.01298565
90.00000000,0.04760027,0.07064970,0.02861418
120.00000000,0.06292901,0.09588843,0.03852418
150.00000000,0.07972182,0.10755760,0.04364782
180.00000000,0.10573686,0.13028409,0.04693637
210.00000000,0.11255709,0.14433963,0.05417166
240.00000000,0.11342116,0.14708364,0.05605160
270.00000000,0.11979923,0.15398594,0.05657581
300.00000000,0.12337893,0.15957423,0.06574379
330.00000000,0.14025887,0.17727136,0.10032086
360.00000000,0.14722137,0.19764609,0.12765809
390.00000000,0.16197032,0.23059149,0.14585454
420.00000000,0.18085693,0.27082476,0.16720120
450.00000000,0.20253832,0.29034461,0.16936274
480.00000000,0.23671939,0.32053471,0.17335371
510.00000000,0.27505725,0.35402581,0.17820046
540.00000000,0.29389538,0.38624327,0.19157980
570.00000000,0.30851014,0.41591106,0.20663281
600.00000000,0.31227124,0.43952658,0.22648724
630.00000000,0.31282478,0.45850012,0.24490724
660.00000000,0.31688785,0.48214751,0.26449156
690.00000000,0.32655477,0.51386509,0.28654222
720.00000000,0.33909828,0.54029654,0.30043017
750.00000000,0.36238149,0.56968327,0.30653368
780.00000000,0.37193312,0.58067986,0.32708191
810.00000000,0.38942801,0.59703268,0.32822399
840.00000000,0.40032643,0.59732009,0.33883500
870.00000000,0.40270329,0.60081778,0.34470955
900.00000000,0.40869555,0.60689640,0.34479590
930.00000000,0.41210957,0.60877003,0.34633629
960.00000000,0.43015299,0.60877839,0.36437133
990.00000000,0.45241018,0.61782026,0.37758666
1020.00000000,0.45399184,0.62175226,0.37993700
1050.00000000,0.45558246,0.62426056,0.38085467
1080.00000000,0.46866239,0.63124765,0.38694750
1110.00000000,0.48089909,0.63129212,0.39913974
1140.00000000,0.49990447,0.63736068,0.41207655
1170.00000000,0.50498021,0.63883990,0.41863151
1200.00000000,0.50878919,0.64321046,0.42681105
1230.00000000,0.51970607,0.65247600,0.42846239
1260.00000000,0.54141588,0.66463969,0.43800850
1290.00000000,0.55536633,0.67568876,0.44090989
1320.00000000,0.58259381,0.69238563,0.45144051
1350.00000000,0.60343125,0.70595689,0.45870668
1380.00000000,0.63023652,0.72603444,0.46543440
1410.00000000,0.65536680,0.74484419,0.47175494
