times, tumor_cell_fraction_error
720.00000000,0.00598564
750.00000000,0.00762436
780.00000000,0.01414486
810.00000000,0.01666087
840.00000000,0.01788554
870.00000000,0.01977710
900.00000000,0.02212828
930.00000000,0.03134632
960.00000000,0.04042886
990.00000000,0.04854076
1020.00000000,0.05534945
1050.00000000,0.06009507
1080.00000000,0.06109308
1110.00000000,0.06182235
1140.00000000,0.06316773
1170.00000000,0.07097112
1200.00000000,0.08186221
1230.00000000,0.09178629
1260.00000000,0.10324191
1290.00000000,0.11939793
1320.00000000,0.13516161
1350.00000000,0.15499704
1380.00000000,0.17647387
1410.00000000,0.19176827
1440.00000000,0.20618624
1470.00000000,0.22037561
1500.00000000,0.23259747
1530.00000000,0.24740075
1560.00000000,0.25705707
1590.00000000,0.26777225
1620.00000000,0.27919487
1650.00000000,0.28650248
1680.00000000,0.29269031
1710.00000000,0.29661278
1740.00000000,0.29975695
1770.00000000,0.30523355
1800.00000000,0.30962545
1830.00000000,0.31261725
1860.00000000,0.31431912
1890.00000000,0.31546140
1920.00000000,0.31802916
1950.00000000,0.32249910
1980.00000000,0.33010134
2010.00000000,0.33557721
2040.00000000,0.33588304
2070.00000000,0.33857444
2100.00000000,0.34815611
2130.00000000,0.35490075
2160.00000000,0.35786493
2190.00000000,0.36232227
2220.00000000,0.37078983
2250.00000000,0.37632036
2280.00000000,0.38074180
2310.00000000,0.38919693
2340.00000000,0.39348442
2370.00000000,0.39833921
2400.00000000,0.40812358
2430.00000000,0.41961017
2460.00000000,0.42591722
2490.00000000,0.42756041
2520.00000000,0.42817141
2550.00000000,0.43005616
2580.00000000,0.43186769
2610.00000000,0.43449441
2640.00000000,0.44370359
2670.00000000,0.45131368
2700.00000000,0.45366693
2730.00000000,0.45483896
2760.00000000,0.45584847
2790.00000000,0.45622304
2820.00000000,0.45900603
2850.00000000,0.46042055
2880.00000000,0.46249047
2910.00000000,0.46758582
2940.00000000,0.47130898
2970.00000000,0.47598226
3000.00000000,0.47703112
3030.00000000,0.47852941
3060.00000000,0.47882676
3090.00000000,0.48222226
3120.00000000,0.48433605
3150.00000000,0.48639999
3180.00000000,0.48914447
3210.00000000,0.49063740
3240.00000000,0.49064863
3270.00000000,0.49118369
3300.00000000,0.49289359
3330.00000000,0.49557509
3360.00000000,0.49765640
3390.00000000,0.49787618
3420.00000000,0.49851184
3450.00000000,0.49970786
3480.00000000,0.50045482
3510.00000000,0.50311044
3540.00000000,0.50655434
3570.00000000,0.51024837
3600.00000000,0.51123499
