times, tumor_cell_fraction_error
720.00000000,0.01854869
750.00000000,0.01872848
780.00000000,0.02709355
810.00000000,0.04287468
840.00000000,0.06765781
870.00000000,0.08468392
900.00000000,0.10300291
930.00000000,0.10660339
960.00000000,0.11349884
990.00000000,0.11919936
1020.00000000,0.12773398
1050.00000000,0.14033567
1080.00000000,0.16330649
1110.00000000,0.18925339
1140.00000000,0.20479208
1170.00000000,0.20809305
1200.00000000,0.21168067
1230.00000000,0.21967404
1260.00000000,0.22848752
1290.00000000,0.24483131
1320.00000000,0.25801540
1350.00000000,0.27035088
1380.00000000,0.28422396
1410.00000000,0.31204797
1440.00000000,0.34879540
1470.00000000,0.37471241
1500.00000000,0.39834327
1530.00000000,0.41726027
1560.00000000,0.43460846
1590.00000000,0.44379258
1620.00000000,0.45244815
1650.00000000,0.46288127
1680.00000000,0.46439262
1710.00000000,0.46466691
1740.00000000,0.46715146
1770.00000000,0.47431234
1800.00000000,0.47788747
1830.00000000,0.48931623
1860.00000000,0.50159644
1890.00000000,0.51898385
1920.00000000,0.52963852
1950.00000000,0.54242580
1980.00000000,0.55896591
2010.00000000,0.56871355
2040.00000000,0.58609264
2070.00000000,0.59974809
2100.00000000,0.60960195
2130.00000000,0.62316646
2160.00000000,0.62407580
2190.00000000,0.62620017
2220.00000000,0.62991504
2250.00000000,0.63838629
2280.00000000,0.64014668
2310.00000000,0.64186686
2340.00000000,0.64195057
2370.00000000,0.64244209
2400.00000000,0.64318658
2430.00000000,0.64439630
2460.00000000,0.65156911
2490.00000000,0.66156378
2520.00000000,0.66935449
2550.00000000,0.68305909
2580.00000000,0.69127454
2610.00000000,0.70137772
2640.00000000,0.70197792
2670.00000000,0.70669382
2700.00000000,0.71183235
2730.00000000,0.71604465
2760.00000000,0.71625487
2790.00000000,0.71986251
2820.00000000,0.72237153
2850.00000000,0.72281730
2880.00000000,0.72459736
2910.00000000,0.73014974
2940.00000000,0.73221240
2970.00000000,0.73516705
3000.00000000,0.73635702
3030.00000000,0.74083416
3060.00000000,0.74498359
3090.00000000,0.75281718
3120.00000000,0.76014489
3150.00000000,0.76402614
3180.00000000,0.76411996
3210.00000000,0.76450503
3240.00000000,0.76494458
3270.00000000,0.76500938
3300.00000000,0.76538829
3330.00000000,0.76894285
3360.00000000,0.76921015
3390.00000000,0.77074798
3420.00000000,0.77141249
3450.00000000,0.77244589
3480.00000000,0.77911556
3510.00000000,0.78584574
3540.00000000,0.79304431
3570.00000000,0.80110750
3600.00000000,0.81168801
