times, tumor_cell_fraction_error
720.00000000,0.00402417
750.00000000,0.00750595
780.00000000,0.01123642
810.00000000,0.02858118
840.00000000,0.04151570
870.00000000,0.04732615
900.00000000,0.05668456
930.00000000,0.07340787
960.00000000,0.09022349
990.00000000,0.10776348
1020.00000000,0.12364755
1050.00000000,0.14096265
1080.00000000,0.16085080
1110.00000000,0.18497228
1140.00000000,0.19992902
1170.00000000,0.20744553
1200.00000000,0.20962214
1230.00000000,0.21300736
1260.00000000,0.21561099
1290.00000000,0.21780295
1320.00000000,0.22034602
1350.00000000,0.22291464
1380.00000000,0.23176534
1410.00000000,0.23332431
1440.00000000,0.23375654
1470.00000000,0.23757347
1500.00000000,0.23950305
1530.00000000,0.24368637
1560.00000000,0.24503492
1590.00000000,0.24523339
1620.00000000,0.24649061
1650.00000000,0.24774254
1680.00000000,0.25190014
1710.00000000,0.25200680
1740.00000000,0.25793271
1770.00000000,0.26394035
1800.00000000,0.26484617
1830.00000000,0.26622832
1860.00000000,0.26941469
1890.00000000,0.27299718
1920.00000000,0.28090568
1950.00000000,0.29049600
1980.00000000,0.29517443
2010.00000000,0.29813409
2040.00000000,0.29830253
2070.00000000,0.29983393
2100.00000000,0.30002509
2130.00000000,0.30037283
2160.00000000,0.30139736
2190.00000000,0.30532986
2220.00000000,0.30981197
2250.00000000,0.31219947
2280.00000000,0.31400835
2310.00000000,0.31476018
2340.00000000,0.31814729
2370.00000000,0.32383507
2400.00000000,0.32734866
2430.00000000,0.33140006
2460.00000000,0.33203981
2490.00000000,0.33387083
2520.00000000,0.33910092
2550.00000000,0.34483023
2580.00000000,0.34775456
2610.00000000,0.34867041
2640.00000000,0.35093575
2670.00000000,0.35587773
2700.00000000,0.36032901
2730.00000000,0.36399192
2760.00000000,0.36458836
2790.00000000,0.36864297
2820.00000000,0.37450207
2850.00000000,0.38285460
2880.00000000,0.39310037
2910.00000000,0.40395648
2940.00000000,0.41014088
2970.00000000,0.41654633
3000.00000000,0.42237475
3030.00000000,0.42914747
3060.00000000,0.43681682
3090.00000000,0.43769906
3120.00000000,0.44020359
3150.00000000,0.44465649
3180.00000000,0.44638543
3210.00000000,0.44868995
3240.00000000,0.45091340
3270.00000000,0.45478950
3300.00000000,0.45512864
3330.00000000,0.45656642
3360.00000000,0.45735269
3390.00000000,0.45897537
3420.00000000,0.45970580
3450.00000000,0.46148710
3480.00000000,0.46570761
3510.00000000,0.47032645
3540.00000000,0.47817111
3570.00000000,0.48578092
3600.00000000,0.49384825
